GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|411116154|ref|NZ_JH556657.1|:196093-197025|35830|g__Acetivibrio.s__Acetivibrio_cellulolyticus|UniRef90_K4L592|UniRef50_H6LFX7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,933,1,0.0.0.0,1.0718113612004287
gi|224021139|ref|NZ_DS499726.1|:5121-5523|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MI66|UniRef50_B0MI66,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae,403,5,0.0.0.0,12.406947890818858
gi|224021146|ref|NZ_DS499733.1|:c341049-337951|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3099,2,3.6.4.12,0.6453694740238787
gi|319430486|ref|NZ_GL629688.1|:252239-252854|665937|g__Anaerostipes.s__Anaerostipes_sp_3_2_56FAA|UniRef90_R6QL93|UniRef50_R6QL93,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,616,2,0.0.0.0,3.2467532467532467
gi|319430485|ref|NZ_GL629687.1|:c237433-236540|665937|g__Anaerostipes.s__Anaerostipes_sp_3_2_56FAA|UniRef90_unknown|UniRef50_F5YMA6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,894,1,4.2.1.44,1.1185682326621924
gi|224021160|ref|NZ_DS544169.1|:2022-2339|169435|g__Anaerotruncus.s__Anaerotruncus_colihominis|UniRef90_UPI00015E6A9A|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,318,7,0.0.0.0,22.0125786163522
gi|224021160|ref|NZ_DS544169.1|:2022-2339|169435|g__Anaerotruncus.s__Anaerotruncus_colihominis|UniRef90_UPI00015E6A9A|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia,318,1,0.0.0.0,3.144654088050314
gi|224021160|ref|NZ_DS544169.1|:2022-2339|169435|g__Anaerotruncus.s__Anaerotruncus_colihominis|UniRef90_UPI00015E6A9A|UniRef50_F5XS62,root,318,1,0.0.0.0,3.144654088050314
gi|514231951|ref|NZ_KE159676.1|:c278743-278237|1235835|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012|UniRef90_C9XSM4|UniRef50_C9XSM4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae,507,1,0.0.0.0,1.9723865877712032
gi|514231951|ref|NZ_KE159676.1|:269268-270899|1235835|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012|UniRef90_E9SEA0|UniRef50_G4Q4L8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1632,1,0.0.0.0,0.6127450980392157
gi|514231951|ref|NZ_KE159676.1|:269268-270899|1235835|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012|UniRef90_E9SEA0|UniRef50_G4Q4L8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae,1632,1,0.0.0.0,0.6127450980392157
gi|526461592|ref|NC_021879.1|:c663898-663677|948|g__Anaplasma.s__Anaplasma_phagocytophilum|UniRef90_S5PJE8|UniRef50_S5PJE8,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Xylella;s_Xylella fastidiosa,222,1,0.0.0.0,4.504504504504505
gi|484226727|ref|NZ_AQWM01000005.1|:c142924-141938|347481|g__Asticcacaulis.s__Asticcacaulis_benevestitus|UniRef90_V4Q2Z1|UniRef50_A8I8U0,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Asticcacaulis;s_Asticcacaulis excentricus,987,2,1.11.1.10,2.026342451874367
gi|315497051|ref|NC_014816.1|:c1205724-1205365|78587|g__Asticcacaulis.s__Asticcacaulis_excentricus|UniRef90_E8RMK9|UniRef50_A0A023UUD1,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Asticcacaulis;s_Asticcacaulis excentricus,360,4,0.0.0.0,11.11111111111111
gi|315497051|ref|NC_014816.1|:c1891551-1889233|78587|g__Asticcacaulis.s__Asticcacaulis_excentricus|UniRef90_E8RRH2|UniRef50_A5V5L2,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Asticcacaulis;s_Asticcacaulis excentricus,2319,2,3.6.4.12,0.8624407072013799
gi|315499382|ref|NC_014817.1|:c674774-670590|78587|g__Asticcacaulis.s__Asticcacaulis_excentricus|UniRef90_unknown|UniRef50_Q2GCD8,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Asticcacaulis;s_Asticcacaulis excentricus,4185,3,2.7.7.6,0.7168458781362008
gi|557838198|ref|NZ_AWGF01000002.1|:242872-244674|1282363|g__Asticcacaulis.s__Asticcacaulis_sp_YBE204|UniRef90_E8RV13|UniRef50_Q2JDK2,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae,1803,6,0.0.0.0,3.327787021630616
gi|470168442|ref|NC_020516.1|:4487084-4487560|748247|g__Azoarcus.s__Azoarcus_sp_KH32C|UniRef90_C4ZJG5|UniRef50_D8M0X1,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,477,1,0.0.0.0,2.0964360587002098
gi|484077709|ref|NZ_KB899511.1|:c63983-61386|92003|g__Azoarcus.s__Azoarcus_toluclasticus|UniRef90_unknown|UniRef50_Q9I2V5,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Rhodocyclales;f_Rhodocyclaceae;g_Azospira;s_Azospira oryzae,2598,1,0.0.0.0,0.3849114703618168
gi|374290655|ref|NC_016622.1|:c2877615-2877151|193|g__Azospirillum.s__Azospirillum_lipoferum|UniRef90_D3NYM7|UniRef50_Q69AY8,root;k_Bacteria;p_Proteobacteria,465,2,0.0.0.0,4.301075268817204
gi|374290655|ref|NC_016622.1|:2229144-2231153|193|g__Azospirillum.s__Azospirillum_lipoferum|UniRef90_G7Z2J6|UniRef50_D3NX10,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae;g_Azospirillum,2010,1,0.0.0.0,0.49751243781094534
gi|452701426|ref|NZ_AGQP01000031.1|:c10834-10635|1392|g__Bacillus.s__Bacillus_anthracis|UniRef90_A0A024PJX1|UniRef50_R9J2S6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,200,1,0.0.0.0,5.0
gi|452701434|ref|NZ_AGQP01000039.1|:59210-59525|1392|g__Bacillus.s__Bacillus_anthracis|UniRef90_K8EDZ7|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,316,23,0.0.0.0,72.78481012658227
gi|410461446|ref|NZ_AJLR01000149.1|:c76516-75818|1454|g__Bacillus.s__Bacillus_azotoformans|UniRef90_K6BVS8|UniRef50_R6M0N5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus bicirculans,699,15,0.0.0.0,21.45922746781116
gi|410461446|ref|NZ_AJLR01000149.1|:c76516-75818|1454|g__Bacillus.s__Bacillus_azotoformans|UniRef90_K6BVS8|UniRef50_R6M0N5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,699,1,0.0.0.0,1.430615164520744
gi|410460048|ref|NZ_AJLR01000113.1|:c31502-31311|1454|g__Bacillus.s__Bacillus_azotoformans|UniRef90_K6C0Y9|UniRef50_K6C0Y9,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ralstonia;s_Ralstonia solanacearum,192,1,0.0.0.0,5.208333333333333
gi|545603098|ref|NZ_AMXT01000689.1|:c201-1|1396|g__Bacillus.s__Bacillus_cereus_thuringiensis|UniRef90_unknown|UniRef50_C3IW07,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ralstonia;s_Ralstonia solanacearum,201,6,0.0.0.0,29.850746268656714
gi|423680240|ref|NZ_JH636050.1|:c200123-199659|1402|g__Bacillus.s__Bacillus_licheniformis|UniRef90_I0UMX8|UniRef50_I0UMX8,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales,465,6,0.0.0.0,12.903225806451612
gi|423680240|ref|NZ_JH636050.1|:c3279921-3279667|1402|g__Bacillus.s__Bacillus_licheniformis|UniRef90_I0UD96|UniRef50_F7Z169,root,255,1,0.0.0.0,3.9215686274509802
gi|560302069|ref|NZ_KI547188.1|:412159-413979|977905|g__Bacillus.s__Bacillus_sp_17376|UniRef90_W4RSV0|UniRef50_P39853,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1821,9,0.0.0.0,4.942339373970346
gi|319655125|ref|NZ_GL635750.1|:1020462-1020774|665959|g__Bacillus.s__Bacillus_sp_2_A_57_CT2|UniRef90_K8EDZ7|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,313,13,0.0.0.0,41.533546325878596
gi|319655125|ref|NZ_GL635750.1|:1020462-1020774|665959|g__Bacillus.s__Bacillus_sp_2_A_57_CT2|UniRef90_K8EDZ7|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales,313,1,0.0.0.0,3.194888178913738
gi|319655131|ref|NZ_GL635756.1|:c51864-49447|665959|g__Bacillus.s__Bacillus_sp_2_A_57_CT2|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2418,21,0.0.0.0,8.6848635235732
gi|484230482|ref|NZ_JH921522.1|:c103696-103409|1150157|g__Bacillus.s__Bacillus_sp_FJAT_13831|UniRef90_A0A024PJX1|UniRef50_R9J2S6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,288,1,0.0.0.0,3.4722222222222223
gi|484030257|ref|NZ_HE978527.1|:147-464|1287657|g__Bacillus.s__Bacillus_sp_JC63|UniRef90_K8EDZ7|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,318,9,0.0.0.0,28.30188679245283
gi|484028916|ref|NZ_HE978578.1|:146422-146538|1118061|g__Bacteroidales_noname.s__Bacteroidales_bacterium_ph8|UniRef90_A0A015MN58|UniRef50_A0A015MN58,root,117,1,0.0.0.0,8.547008547008547
gi|484008843|ref|NZ_KB894667.1|:2769-3374|376804|g__Bacteroides.s__Bacteroides_barnesiae|UniRef90_unknown|UniRef50_F0R8L4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,606,18,0.0.0.0,29.702970297029704
gi|134301158|ref|NZ_AAVM02000001.1|:c728004-727843|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZCL4|UniRef50_R7EJR5,root;k_Bacteria;p_Bacteroidetes,162,1,0.0.0.0,6.172839506172839
gi|134302804|ref|NZ_AAVM02000012.1|:c42894-42664|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A7UXY7|UniRef50_D0TK99,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,231,1,0.0.0.0,4.329004329004329
gi|134302804|ref|NZ_AAVM02000012.1|:c42894-42664|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A7UXY7|UniRef50_D0TK99,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,231,1,0.0.0.0,4.329004329004329
gi|134302804|ref|NZ_AAVM02000012.1|:11602-11859|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLG0|UniRef50_A5ZLG0,root,258,1,0.0.0.0,3.875968992248062
gi|134302804|ref|NZ_AAVM02000012.1|:11602-11859|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLG0|UniRef50_A5ZLG0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,258,2,0.0.0.0,7.751937984496124
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root,462,78,0.0.0.0,168.8311688311688
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_Bacteria,462,11,0.0.0.0,23.809523809523807
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,462,2,0.0.0.0,4.329004329004329
gi|423220136|ref|NZ_JH724080.1|:274883-276706|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,7,0.0.0.0,3.837719298245614
gi|423216731|ref|NZ_JH724079.1|:c1126387-1123691|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_unknown|UniRef50_A6L0N6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,2697,5,0.0.0.0,1.853911753800519
gi|423216731|ref|NZ_JH724079.1|:c1121112-1119790|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1323,1,0.0.0.0,0.7558578987150416
gi|224485637|ref|NZ_EQ973491.1|:c335853-335308|246787|g__Bacteroides.s__Bacteroides_cellulosilyticus|UniRef90_E2NFJ8|UniRef50_E2NFJ8,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,546,12,0.0.0.0,21.978021978021978
gi|423221344|ref|NZ_JH724085.1|:c1259996-1259175|246787|g__Bacteroides.s__Bacteroides_cellulosilyticus|UniRef90_I7BNP5|UniRef50_R5LWJ1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,822,1,0.0.0.0,1.2165450121654502
gi|423221344|ref|NZ_JH724085.1|:c1366584-1366207|246787|g__Bacteroides.s__Bacteroides_cellulosilyticus|UniRef90_I9R038|UniRef50_Q5LFX7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,378,1,0.0.0.0,2.6455026455026456
gi|329958741|ref|NZ_GL882585.1|:c169928-168111|626929|g__Bacteroides.s__Bacteroides_clarus|UniRef90_K5ZHJ1|UniRef50_F9Z3N3,root;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Pedobacter;s_Pedobacter cryoconitis,1818,204,0.0.0.0,112.2112211221122
gi|329958741|ref|NZ_GL882585.1|:c169928-168111|626929|g__Bacteroides.s__Bacteroides_clarus|UniRef90_K5ZHJ1|UniRef50_F9Z3N3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Fermentimonas;s_Fermentimonas caenicola,1818,2,0.0.0.0,1.1001100110011002
gi|329958741|ref|NZ_GL882585.1|:c169928-168111|626929|g__Bacteroides.s__Bacteroides_clarus|UniRef90_K5ZHJ1|UniRef50_F9Z3N3,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,1818,1,0.0.0.0,0.5500550055005501
gi|329958741|ref|NZ_GL882585.1|:c169928-168111|626929|g__Bacteroides.s__Bacteroides_clarus|UniRef90_K5ZHJ1|UniRef50_F9Z3N3,root,1818,1,0.0.0.0,0.5500550055005501
gi|223954461|ref|NZ_DS981457.1|:31680-31805|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_B3JDY5|UniRef50_B3JDY5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,126,1,0.0.0.0,7.936507936507937
gi|223954505|ref|NZ_DS981501.1|:c2914-2489|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_N2AM79|UniRef50_B3JMC6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,426,1,0.0.0.0,2.347417840375587
gi|223954455|ref|NZ_DS981451.1|:c548-153|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,396,4872,0.0.0.0,12303.030303030302
gi|223954465|ref|NZ_DS981461.1|:c52428-52180|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_B3JM53|UniRef50_B3JM53,root,249,2,0.0.0.0,8.032128514056225
gi|223954485|ref|NZ_DS981481.1|:14723-14974|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_B3JGR4|UniRef50_B3JGR4,root,252,1,0.0.0.0,3.9682539682539684
gi|223954485|ref|NZ_DS981481.1|:14723-14974|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_B3JGR4|UniRef50_B3JGR4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,252,2,0.0.0.0,7.936507936507937
gi|223954461|ref|NZ_DS981457.1|:69236-71749|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_A6L0N6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,2514,1,0.0.0.0,0.3977724741447892
gi|223954461|ref|NZ_DS981457.1|:69236-71749|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_A6L0N6,root,2514,1,0.0.0.0,0.3977724741447892
gi|223954443|ref|NZ_DS981439.1|:c75282-73195|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_Q64WK2|UniRef50_R5S2A9,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,2088,1,5.99.1.2,0.4789272030651341
gi|223954461|ref|NZ_DS981457.1|:75681-76616|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_E1WRX6|UniRef50_R5FJB9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,936,1,0.0.0.0,1.0683760683760684
gi|223954461|ref|NZ_DS981457.1|:72401-73402|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_D6D3M1|UniRef50_T2N9I9,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,1002,1,0.0.0.0,0.998003992015968
gi|423227774|ref|NZ_JH724110.1|:1072759-1073382|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_D6D3M0|UniRef50_F5XD83,root,624,1,0.0.0.0,1.6025641025641026
gi|423227774|ref|NZ_JH724110.1|:1076566-1077018|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_Q64WM9|UniRef50_R6DNZ4,root,453,1,0.0.0.0,2.2075055187637966
gi|423227774|ref|NZ_JH724110.1|:1024500-1026128|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I9EZQ2|UniRef50_A0A015UWZ3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1629,3,0.0.0.0,1.8416206261510129
gi|423227774|ref|NZ_JH724110.1|:586270-586539|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I9FAW1|UniRef50_I9FAW1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae,270,47,0.0.0.0,174.07407407407408
gi|423227774|ref|NZ_JH724110.1|:586270-586539|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I9FAW1|UniRef50_I9FAW1,root;k_Bacteria;p_Bacteroidetes,270,1,0.0.0.0,3.7037037037037033
gi|423227774|ref|NZ_JH724110.1|:586270-586539|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I9FAW1|UniRef50_I9FAW1,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_;g_Candidatus Sulcia;s_Candidatus Sulcia muelleri,270,2,0.0.0.0,7.4074074074074066
gi|423242028|ref|NZ_JH724159.1|:c167258-166818|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_F0R8Y5|UniRef50_F0R8Y5,root;k_Bacteria;p_Bacteroidetes,441,1,0.0.0.0,2.2675736961451247
gi|345651599|ref|NZ_JH114320.1|:627859-629682|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,1,0.0.0.0,0.5482456140350876
gi|482849901|ref|NZ_AKBX01000005.1|:c418824-417889|28111|g__Bacteroides.s__Bacteroides_eggerthii|UniRef90_F0R8Z3|UniRef50_T2N9I9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,936,1,0.0.0.0,1.0683760683760684
gi|242353474|ref|NZ_GG688320.1|:121923-122300|338188|g__Bacteroides.s__Bacteroides_finegoldii|UniRef90_unknown|UniRef50_E1WQV8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,378,67,0.0.0.0,177.24867724867724
gi|242353479|ref|NZ_GG688325.1|:c27861-25348|338188|g__Bacteroides.s__Bacteroides_finegoldii|UniRef90_unknown|UniRef50_A6L0N6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,2514,1,0.0.0.0,0.3977724741447892
gi|242353479|ref|NZ_GG688325.1|:c27861-25348|338188|g__Bacteroides.s__Bacteroides_finegoldii|UniRef90_unknown|UniRef50_A6L0N6,root,2514,1,0.0.0.0,0.3977724741447892
gi|242353479|ref|NZ_GG688325.1|:c24696-23695|338188|g__Bacteroides.s__Bacteroides_finegoldii|UniRef90_D6D3M1|UniRef50_T2N9I9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1002,1,0.0.0.0,0.998003992015968
gi|329966227|ref|NZ_GL882611.1|:17548-17682|626930|g__Bacteroides.s__Bacteroides_fluxus|UniRef90_F3PP80|UniRef50_F3PP80,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,135,1,0.0.0.0,7.4074074074074066
gi|423256027|ref|NZ_JH724184.1|:c457024-455795|817|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_D6D2V9|UniRef50_G8UI78,root,1230,2,0.0.0.0,1.6260162601626016
gi|423263310|ref|NZ_JH724215.1|:c217254-216586|817|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_I9H5M8|UniRef50_A7V718,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,669,160,0.0.0.0,239.1629297458894
gi|423263310|ref|NZ_JH724215.1|:c217254-216586|817|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_I9H5M8|UniRef50_A7V718,root,669,1,0.0.0.0,1.4947683109118086
gi|375356399|ref|NC_016776.1|:2456162-2457985|817|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,9,0.0.0.0,4.934210526315789
gi|375356399|ref|NC_016776.1|:2456162-2457985|817|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1824,309,0.0.0.0,169.4078947368421
gi|423247974|ref|NZ_JH724173.1|:1639343-1641352|817|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_unknown|UniRef50_A5FFH5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,2010,3,0.0.0.0,1.492537313432836
gi|423274991|ref|NZ_JH724195.1|:435044-435394|817|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_Q650D1|UniRef50_I3YIX3,root,351,1,0.0.0.0,2.8490028490028494
gi|60679597|ref|NC_003228.3|:3872813-3873538|817|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_Q5LA93|UniRef50_R7JCQ5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,726,3,0.0.0.0,4.132231404958678
gi|53711291|ref|NC_006347.1|:c1594052-1593756|817|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_E1WRX8|UniRef50_E1WRX8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,297,3,0.0.0.0,10.101010101010102
gi|375356399|ref|NC_016776.1|:1627082-1627381|817|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_E1WRZ0|UniRef50_E1WRZ0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,300,4,0.0.0.0,13.333333333333334
gi|375356399|ref|NC_016776.1|:1627082-1627381|817|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_E1WRZ0|UniRef50_E1WRZ0,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,300,19,0.0.0.0,63.333333333333336
