GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|374087949|ref|NZ_JH599912.1|:1-1008|1054213|g__Acetobacteraceae_noname.s__Acetobacteraceae_bacterium_AT_5844|UniRef90_G9ZU40|UniRef50_G1XWW4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1008,1,0.0.0.0,0.9920634920634921
gi|329953071|ref|NZ_GL882572.1|:18464-19639|712117|g__Actinomyces.s__Actinomyces_sp_oral_taxon_170|UniRef90_F3PCA2|UniRef50_G0HC96,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Actinomycetales;f_Actinomycetaceae;g_Actinomyces,1176,1,5.3.3.2,0.8503401360544218
gi|329953071|ref|NZ_GL882572.1|:18464-19639|712117|g__Actinomyces.s__Actinomyces_sp_oral_taxon_170|UniRef90_F3PCA2|UniRef50_G0HC96,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria,1176,1,5.3.3.2,0.8503401360544218
gi|386845069|ref|NC_017803.1|:c7893384-7890478|134676|g__Actinoplanes.s__Actinoplanes_sp_SE50_110|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria,2907,6,1.17.4.1,2.063983488132095
gi|484117524|ref|NZ_ANPN01000015.1|:c45004-44276|644|g__Aeromonas.s__Aeromonas_hydrophila|UniRef90_F4D8A8|UniRef50_H2G1N7,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas,729,5,2.3.1.51,6.858710562414267
gi|421498433|ref|NZ_ALJZ02000198.1|:10866-11594|651|g__Aeromonas.s__Aeromonas_media|UniRef90_F4D8A8|UniRef50_H2G1N7,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas,729,2,2.3.1.51,2.7434842249657065
gi|421495488|ref|NZ_ALJZ02000023.1|:1979-5131|651|g__Aeromonas.s__Aeromonas_media|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ralstonia;s_Ralstonia solanacearum,3153,1,2.7.13.3,0.3171582619727244
gi|330827700|ref|NC_015424.1|:c1373871-1373125|654|g__Aeromonas.s__Aeromonas_veronii|UniRef90_F4DEU8|UniRef50_F4D8G6,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas;s_Aeromonas veronii,747,5,0.0.0.0,6.693440428380187
gi|484037255|ref|NZ_CAJQ01000075.1|:18489-21644|151414|g__Afipia.s__Afipia_birgiae|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium;s_Bradyrhizobium sp. S23321,3156,1,0.0.0.0,0.3168567807351077
gi|484037264|ref|NZ_CAJQ01000077.1|:c12238-11204|151414|g__Afipia.s__Afipia_birgiae|UniRef90_M4Z057|UniRef50_Q56734,root;k_Bacteria,1035,1,1.2.1.11,0.9661835748792271
gi|448879098|ref|NZ_KB375282.1|:c82743-81373|56946|g__Afipia.s__Afipia_broomeae|UniRef90_E6VLK1|UniRef50_E6VLK1,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Rhodopseudomonas;s_Rhodopseudomonas palustris,1371,1,0.0.0.0,0.7293946024799417
gi|448879099|ref|NZ_KB375283.1|:1410976-1413690|56946|g__Afipia.s__Afipia_broomeae|UniRef90_unknown|UniRef50_P22036,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_Devosia;s_Devosia sp. H5989,2715,1,0.0.0.0,0.3683241252302026
gi|448879098|ref|NZ_KB375282.1|:c68796-67894|56946|g__Afipia.s__Afipia_broomeae|UniRef90_E6VLI7|UniRef50_K0CIL6,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Rhodopseudomonas;s_Rhodopseudomonas palustris,903,19,0.0.0.0,21.04097452934662
gi|448879098|ref|NZ_KB375282.1|:c69757-68801|56946|g__Afipia.s__Afipia_broomeae|UniRef90_E6VLI8|UniRef50_K0CJ26,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Rhodopseudomonas;s_Rhodopseudomonas palustris,957,3,0.0.0.0,3.134796238244514
gi|448879102|ref|NZ_KB375281.1|:c3296856-3295444|1034|g__Afipia.s__Afipia_clevelandensis|UniRef90_unknown|UniRef50_Q89X34,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_;g_;s_Rhizobiales bacterium NRL2,1413,1,4.2.1.33,0.7077140835102619
gi|448879102|ref|NZ_KB375281.1|:c1718397-1715719|1034|g__Afipia.s__Afipia_clevelandensis|UniRef90_unknown|UniRef50_Q89I89,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria,2679,1,6.1.1.7,0.3732736095558044
gi|448879103|ref|NZ_KB375270.1|:c1132334-1131618|1035|g__Afipia.s__Afipia_felis|UniRef90_B6JH90|UniRef50_A9WVW5,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methylobacteriaceae;g_Methylobacterium;s_Methylobacterium aquaticum,717,1,0.0.0.0,1.394700139470014
gi|448879103|ref|NZ_KB375270.1|:c1132334-1131618|1035|g__Afipia.s__Afipia_felis|UniRef90_B6JH90|UniRef50_A9WVW5,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Variovorax;s_Variovorax sp. HW608,717,1,0.0.0.0,1.394700139470014
gi|448879103|ref|NZ_KB375270.1|:557469-558806|1035|g__Afipia.s__Afipia_felis|UniRef90_B6JH58|UniRef50_A6U7Z3,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales,1338,1,6.1.1.15,0.7473841554559043
gi|448879103|ref|NZ_KB375270.1|:c1697337-1695688|1035|g__Afipia.s__Afipia_felis|UniRef90_M4Z4N9|UniRef50_P9WQK2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Morganellaceae;g_Xenorhabdus;s_Xenorhabdus poinarii,1650,1,0.0.0.0,0.6060606060606061
gi|416893036|ref|NZ_AEWB01000016.1|:c6292-4991|732|g__Aggregatibacter.s__Aggregatibacter_aphrophilus|UniRef90_I1XSD8|UniRef50_B7N6B0,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pasteurellales;f_Pasteurellaceae;g_Aggregatibacter;s_Aggregatibacter aphrophilus,1302,1,3.4.11.23,0.7680491551459293
gi|545355306|ref|NZ_KE952589.1|:c18664-18377|712148|g__Aggregatibacter.s__Aggregatibacter_sp_oral_taxon_458|UniRef90_U1R189|UniRef50_E1W4A9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pasteurellales;f_Pasteurellaceae;g_Aggregatibacter;s_Aggregatibacter aphrophilus,288,2,0.0.0.0,6.944444444444445
gi|485071554|ref|NZ_KB906075.1|:288069-289691|1150775|g__Agrobacterium.s__Agrobacterium_sp_10MFCol1_1|UniRef90_Q8UFS3|UniRef50_Q92QK5,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Rhizobium,1623,8,0.0.0.0,4.929143561306223
gi|335033475|ref|NZ_AECL01000011.1|:c118842-117601|82789|g__Agrobacterium.s__Agrobacterium_sp_ATCC_31749|UniRef90_Q8UC31|UniRef50_Q47BM0,root;k_Bacteria,1242,3,6.3.4.5,2.4154589371980677
gi|325291453|ref|NC_015183.1|:559988-561145|861208|g__Agrobacterium.s__Agrobacterium_sp_H13_3|UniRef90_A9CK50|UniRef50_A5ERD1,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Brucellaceae;g_Brucella,1158,8,3.6.3.31,6.908462867012091
gi|417862536|ref|NZ_AFSD01000007.1|:c53412-52603|358|g__Agrobacterium.s__Agrobacterium_tumefaciens|UniRef90_F7UGX4|UniRef50_R7XRS8,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria,810,5,0.0.0.0,6.172839506172839
gi|418406250|ref|NZ_AGVZ01000002.1|:580430-581935|358|g__Agrobacterium.s__Agrobacterium_tumefaciens|UniRef90_Q8UFS3|UniRef50_Q92QK5,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Rhizobium,1506,7,0.0.0.0,4.648074369189907
gi|551272738|ref|NZ_ATXG01000005.1|:c209000-207621|293890|g__Agromyces.s__Agromyces_subbeticus|UniRef90_UPI0003B374C9|UniRef50_E1W0V6,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Micrococcaceae;g_Arthrobacter;s_Arthrobacter sp. U41,1380,1,0.0.0.0,0.7246376811594204
gi|551273411|ref|NZ_ATXG01000009.1|:c17699-15354|293890|g__Agromyces.s__Agromyces_subbeticus|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Pseudonocardiales;f_Pseudonocardiaceae;g_Kibdelosporangium;s_Kibdelosporangium sp. MJ126-NF4,2346,1,2.1.1.14,0.42625745950554134
gi|484006023|ref|NZ_KB894531.1|:c292294-291023|76980|g__Ahrensia.s__Ahrensia_kielensis|UniRef90_UPI000364AF51|UniRef50_Q47BM0,root;k_Bacteria,1272,1,6.3.4.5,0.7861635220125786
gi|330822653|ref|NC_015422.1|:4013366-4015165|179636|g__Alicycliphilus.s__Alicycliphilus_denitrificans|UniRef90_F4GFU6|UniRef50_U3QS31,root;k_Bacteria;p_Proteobacteria,1800,1,0.0.0.0,0.5555555555555556
gi|330822653|ref|NC_015422.1|:4013366-4015165|179636|g__Alicycliphilus.s__Alicycliphilus_denitrificans|UniRef90_F4GFU6|UniRef50_U3QS31,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Chelatococcaceae;g_Chelatococcus;s_Chelatococcus sp. CO-6,1800,1,0.0.0.0,0.5555555555555556
gi|319760738|ref|NC_014910.1|:c235937-234957|179636|g__Alicycliphilus.s__Alicycliphilus_denitrificans|UniRef90_A9BTR5|UniRef50_I7B856,root;k_Bacteria;p_Proteobacteria,981,11,0.0.0.0,11.213047910295616
gi|224021130|ref|NZ_DS499580.1|:c149788-149330|28117|g__Alistipes.s__Alistipes_putredinis|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,459,2,0.0.0.0,4.357298474945534
gi|224021130|ref|NZ_DS499580.1|:c157332-156718|28117|g__Alistipes.s__Alistipes_putredinis|UniRef90_D4VTI2|UniRef50_R6A853,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,615,2,0.0.0.0,3.252032520325203
gi|258612386|ref|NZ_GG700643.1|:445126-445629|76122|g__Alloprevotella.s__Alloprevotella_tannerae|UniRef90_A0A016KE72|UniRef50_A0A016KE72,root;k_Bacteria;p_Bacteroidetes,504,1,0.0.0.0,1.9841269841269842
gi|224021139|ref|NZ_DS499726.1|:4788-4928|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MI64|UniRef50_B0MI64,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,141,2,0.0.0.0,14.184397163120568
gi|224021139|ref|NZ_DS499726.1|:4788-4928|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MI64|UniRef50_B0MI64,root,141,1,0.0.0.0,7.092198581560284
gi|224021136|ref|NZ_DS499723.1|:645-1037|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGK2|UniRef50_B0MGK2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,393,5,0.0.0.0,12.72264631043257
gi|224021136|ref|NZ_DS499723.1|:645-1037|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGK2|UniRef50_B0MGK2,root;k_Bacteria,393,4,0.0.0.0,10.178117048346056
gi|224021136|ref|NZ_DS499723.1|:645-1037|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGK2|UniRef50_B0MGK2,root;k_Bacteria;p_Firmicutes,393,1,0.0.0.0,2.544529262086514
gi|224021136|ref|NZ_DS499723.1|:31-405|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGJ9|UniRef50_C4FHJ6,root,375,83,0.0.0.0,221.33333333333334
gi|224021136|ref|NZ_DS499723.1|:31-405|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGJ9|UniRef50_C4FHJ6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,375,64,0.0.0.0,170.66666666666666
gi|224021139|ref|NZ_DS499726.1|:5121-5523|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MI66|UniRef50_B0MI66,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,403,5,0.0.0.0,12.406947890818858
gi|224021146|ref|NZ_DS499733.1|:253875-254885|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_R5UY17|UniRef50_R7KL80,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1011,1,0.0.0.0,0.9891196834817014
gi|483720774|ref|NZ_KB904818.1|:2611513-2612805|1111106|g__Ancylobacter.s__Ancylobacter_sp_FA202|UniRef90_UPI000377217F|UniRef50_Q3SW26,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methylobacteriaceae;g_Methylobacterium;s_Methylobacterium aquaticum,1293,1,1.1.1.23,0.7733952049497294
gi|325961450|ref|NC_015145.1|:c2374080-2372911|361575|g__Arthrobacter.s__Arthrobacter_phenanthrenivorans|UniRef90_F0M3T7|UniRef50_M9VGP9,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Intrasporangiaceae;g_Terrabacter;s_Terrabacter sp.,1170,1,0.0.0.0,0.8547008547008548
gi|315497051|ref|NC_014816.1|:434131-435180|78587|g__Asticcacaulis.s__Asticcacaulis_excentricus|UniRef90_E8RQ54|UniRef50_E2DNQ2,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Asticcacaulis;s_Asticcacaulis excentricus,1050,6,0.0.0.0,5.714285714285714
gi|315497051|ref|NC_014816.1|:c1762526-1761393|78587|g__Asticcacaulis.s__Asticcacaulis_excentricus|UniRef90_E8RQS1|UniRef50_E8RQS1,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Asticcacaulis;s_Asticcacaulis excentricus,1134,15,0.0.0.0,13.227513227513228
gi|211593993|ref|NZ_CH672387.1|:2878425-2880515|651183|g__Aurantimonas.s__Aurantimonas_manganoxydans|UniRef90_unknown|UniRef50_Q8YDK9,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Phaeobacter;s_Phaeobacter gallaeciensis,2091,1,0.0.0.0,0.4782400765184122
gi|452701426|ref|NZ_AGQP01000031.1|:c10834-10635|1392|g__Bacillus.s__Bacillus_anthracis|UniRef90_A0A024PJX1|UniRef50_R9J2S6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,200,1,0.0.0.0,5.0
gi|452701434|ref|NZ_AGQP01000039.1|:59210-59525|1392|g__Bacillus.s__Bacillus_anthracis|UniRef90_K8EDZ7|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,316,10,0.0.0.0,31.645569620253163
gi|410460048|ref|NZ_AJLR01000113.1|:c31502-31311|1454|g__Bacillus.s__Bacillus_azotoformans|UniRef90_K6C0Y9|UniRef50_K6C0Y9,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Blattabacteriaceae;g_Blattabacterium;s_Blattabacterium punctulatus,192,1,0.0.0.0,5.208333333333333
gi|410460048|ref|NZ_AJLR01000113.1|:c31502-31311|1454|g__Bacillus.s__Bacillus_azotoformans|UniRef90_K6C0Y9|UniRef50_K6C0Y9,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ralstonia;s_Ralstonia solanacearum,192,1,0.0.0.0,5.208333333333333
gi|238801489|ref|NZ_CM000737.1|:5301365-5301493|1396|g__Bacillus.s__Bacillus_cereus_thuringiensis|UniRef90_C2Y363|UniRef50_C2Y363,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,129,1,0.0.0.0,7.751937984496124
gi|170709895|ref|NZ_ABFU01000103.1|:1-162|408580|g__Bacillus.s__Bacillus_coahuilensis|UniRef90_UPI000185144C|UniRef50_UPI000185144C,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,162,7,0.0.0.0,43.20987654320987
gi|170709903|ref|NZ_ABFU01000111.1|:c370-128|408580|g__Bacillus.s__Bacillus_coahuilensis|UniRef90_unknown|UniRef50_P0AFU6,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,243,2,0.0.0.0,8.23045267489712
gi|423680240|ref|NZ_JH636050.1|:c200123-199659|1402|g__Bacillus.s__Bacillus_licheniformis|UniRef90_I0UMX8|UniRef50_I0UMX8,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus murinus,465,614,0.0.0.0,1320.4301075268816
gi|423680240|ref|NZ_JH636050.1|:c200123-199659|1402|g__Bacillus.s__Bacillus_licheniformis|UniRef90_I0UMX8|UniRef50_I0UMX8,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,465,1,0.0.0.0,2.150537634408602
gi|485048753|ref|NZ_ALEG01000022.1|:1319-3424|665099|g__Bacillus.s__Bacillus_oceanisediminis|UniRef90_E5WRY5|UniRef50_A0A024E027,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus oceanisediminis,2106,7,0.0.0.0,3.323836657169991
gi|319655125|ref|NZ_GL635750.1|:1020462-1020774|665959|g__Bacillus.s__Bacillus_sp_2_A_57_CT2|UniRef90_K8EDZ7|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,313,9,0.0.0.0,28.75399361022364
gi|319655136|ref|NZ_GL635761.1|:64445-66550|665959|g__Bacillus.s__Bacillus_sp_2_A_57_CT2|UniRef90_E5WRY5|UniRef50_A0A024E027,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus oceanisediminis,2106,1,0.0.0.0,0.47483380816714155
gi|484030257|ref|NZ_HE978527.1|:147-464|1287657|g__Bacillus.s__Bacillus_sp_JC63|UniRef90_K8EDZ7|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,318,10,0.0.0.0,31.446540880503143
gi|134301162|ref|NZ_AAVM02000005.1|:256035-256181|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZBN1|UniRef50_A5ZBN1,root,147,2,0.0.0.0,13.60544217687075
gi|134301162|ref|NZ_AAVM02000005.1|:256035-256181|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZBN1|UniRef50_A5ZBN1,root;k_Bacteria,147,1,0.0.0.0,6.802721088435375
gi|134301162|ref|NZ_AAVM02000005.1|:256035-256181|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZBN1|UniRef50_A5ZBN1,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,147,1,0.0.0.0,6.802721088435375
gi|134301162|ref|NZ_AAVM02000005.1|:256035-256181|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZBN1|UniRef50_A5ZBN1,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Magnetococcales;f_Magnetococcaceae;g_Magnetococcus;s_Magnetococcus marinus,147,1,0.0.0.0,6.802721088435375
gi|134301162|ref|NZ_AAVM02000005.1|:256035-256181|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZBN1|UniRef50_A5ZBN1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_Paludibacter;s_Paludibacter propionicigenes,147,1,0.0.0.0,6.802721088435375
gi|134301162|ref|NZ_AAVM02000005.1|:256035-256181|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZBN1|UniRef50_A5ZBN1,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Oxalobacteraceae;g_Massilia;s_Massilia sp. NR 4-1,147,1,0.0.0.0,6.802721088435375
gi|134301165|ref|NZ_AAVM02000008.1|:c188531-188073|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_unknown|UniRef50_V8CH43,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,459,1,0.0.0.0,2.178649237472767
gi|134301165|ref|NZ_AAVM02000008.1|:c188531-188073|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_unknown|UniRef50_V8CH43,root,459,1,0.0.0.0,2.178649237472767
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root,462,249,0.0.0.0,538.961038961039
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,462,86,0.0.0.0,186.14718614718615
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_Bacteria,462,8,0.0.0.0,17.316017316017316
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,462,2,0.0.0.0,4.329004329004329
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured soil bacterium,462,1,0.0.0.0,2.1645021645021645
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_Bacteria;p_Bacteroidetes;c_;o_;f_;g_;s_uncultured Bacteroidetes bacterium,462,2,0.0.0.0,4.329004329004329
gi|423220136|ref|NZ_JH724080.1|:274883-276706|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,386,0.0.0.0,211.62280701754386
gi|423220136|ref|NZ_JH724080.1|:274883-276706|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1824,2,0.0.0.0,1.0964912280701753
gi|423216731|ref|NZ_JH724079.1|:c1126387-1123691|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_unknown|UniRef50_A6L0N6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,2697,1,0.0.0.0,0.3707823507601038
gi|223954461|ref|NZ_DS981457.1|:c80767-80234|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_D6D3L1|UniRef50_F4C5S9,root,534,1,0.0.0.0,1.8726591760299625
gi|223954455|ref|NZ_DS981451.1|:c981-523|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_V8CH43,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivalis,459,2,0.0.0.0,4.357298474945534
gi|223954461|ref|NZ_DS981457.1|:73423-74046|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_D6D3M0|UniRef50_F5XD83,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,624,1,0.0.0.0,1.6025641025641026
gi|223954443|ref|NZ_DS981439.1|:72312-72491|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_C9KY62|UniRef50_C9KY62,root;k_Bacteria,180,1,0.0.0.0,5.555555555555555
gi|223954461|ref|NZ_DS981457.1|:81053-81373|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_B3JMR2|UniRef50_B3JMR2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,321,1,0.0.0.0,3.115264797507788
gi|223954455|ref|NZ_DS981451.1|:c548-153|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,396,13043,0.0.0.0,32936.868686868685
gi|223954455|ref|NZ_DS981451.1|:c548-153|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria,396,8,0.0.0.0,20.2020202020202
gi|223954455|ref|NZ_DS981451.1|:c548-153|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivalis,396,1,0.0.0.0,2.525252525252525
gi|223954443|ref|NZ_DS981439.1|:c76625-75309|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_E1WRZ6|UniRef50_E1WRZ6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1317,1,0.0.0.0,0.7593014426727411
