taxa_x,uniref90,length,taxa_y,RPK
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LGA8,987.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BA37,987.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A3N1,987.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,54.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LEL6,1050.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AEL5,1044.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LBZ5,1044.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z253,1050.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,19.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZAK2,1050.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZEG5,1047.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZP27,1068.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,13.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZTY7,1074.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUB8,1062.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A049,1062.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZU34,1062.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,7.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YU26,1059.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z0C0,1065.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y5Z3,1023.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BHC2,1023.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y8N0,1023.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YHK5,1023.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZVT6,1023.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZL55,1029.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YXZ5,1020.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,23.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUN8,1038.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUJ4,1038.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5D923,1041.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AWQ5,1032.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z4A6,1035.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6L8C4,1344.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DBG0,1344.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,7.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A434,1350.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,8.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YSK2,1350.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AP30,1338.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,11.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A680,1338.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WMY5,1338.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AI16,1341.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,6.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6X4I3,1341.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,10.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z475,1341.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUP3,1365.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,24.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AYR2,1362.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,37.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ARW2,1362.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A712,1368.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,18.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A1Q9,1365.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LEU6,1308.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q8A525,1308.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y089,1308.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YUC6,1314.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AWK6,1308.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WPT3,1302.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AMZ7,1302.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,59.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AGN3,1299.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,11.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZKY1,1299.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A717,1305.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZA21,1305.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YSH5,1326.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6L9C7,1332.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_S0GHX2,1335.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LA39,1329.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,61.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A0U5,1317.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZZ2,1320.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_G5SSJ0,1320.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z076,1320.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AX68,1320.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,130.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YXC8,1437.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A2X3,1437.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,18.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YRH3,1437.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,11.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LAT2,1416.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZC0,1413.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AWA6,1416.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z3G0,1422.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YFI6,1455.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YB70,1449.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZGM1,1449.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZMM5,1440.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,31.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B9R1,1386.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DDE3,1386.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BFI2,1389.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,13.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZD00,1383.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A7A5,1383.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YRC2,1395.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A1B3,1395.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LCM9,1389.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y8F4,1389.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZD31,1392.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YF56,1377.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5D9A4,1374.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AR09,1374.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DGB3,1374.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZMK8,1377.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_E1WQW0,1377.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZGJ4,1407.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z966,1407.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A6J9,1404.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YU76,1398.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A606,1398.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LDN0,1398.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YS01,1395.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A4R8,1401.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YIY6,1218.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZL5,1215.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A5C7,1221.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,17.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZL12,1221.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,10.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AMH0,1212.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A259,1212.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZPZ6,1212.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YUH8,1215.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R7E5X5,1215.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZJ6,1215.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A6K8,1230.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BCA3,1230.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,31.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BE50,1236.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,8.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YHJ5,1236.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZK33,1233.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_C7XEA1,1233.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,10.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AHJ8,1227.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YU11,1194.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DBX8,1194.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZGX5,1197.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,9.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YB20,1197.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZBW2,1188.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LD48,1188.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_J9GSU8,1191.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,11.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YUB5,1203.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A1P5,1203.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZRD1,1209.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WQT9,1209.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B068,1209.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LD11,1200.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZPV7,1278.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y132,1278.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YVM4,1284.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6IHN3,1281.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZVS1,1281.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,32.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B3W1,1281.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6X734,1269.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YVH5,1269.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BEB9,1269.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R7JA67,1266.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,34.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZA59,1293.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,12.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WWI4,1293.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YVN0,1293.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHQ3,1290.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,17.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LER8,1290.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,26.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WZJ2,1287.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,11.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BDZ1,1284.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6APC1,1245.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YPG7,1245.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A7AI14,1245.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,7.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A250,1242.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,6.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A1B7,1248.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YSK5,1242.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZW1,1263.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZN3,1260.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AIP0,1260.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AG65,1266.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6X0H1,1266.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A1K8,1257.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,47.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WWN2,1257.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,19.0
,UniRef90_D1KAJ3,,unclassified,13301.6052522124
,UniRef90_A7AJP8,,unclassified,7857.7843603748
,UniRef90_D0TKA0,,unclassified,5380.5242977117
,UniRef90_A8RZB5,,unclassified,3239.427214312
,UniRef90_A5ZLI4,,unclassified,2979.5527688646002
,UniRef90_V1EAX6,,unclassified,2788.0
,UniRef90_A7ACF2,,unclassified,2424.5398504699
,UniRef90_B1QRR6,,unclassified,1868.8901775854001
,UniRef90_UPI000156FA79,,unclassified,1680.1774147564001
,UniRef90_A5ZQM1,,unclassified,1465.6794937323998
,UniRef90_B5CUP9,,unclassified,1446.3567231626
,UniRef90_G9S8W7,,unclassified,1245.3517661916999
,UniRef90_S7K4H7,,unclassified,1164.4357130592998
,UniRef90_A7AJP9,,unclassified,1120.0
,UniRef90_W6U045,,unclassified,671.2382226082
,UniRef90_B7R8V5,,unclassified,641.1855227112001
,UniRef90_B3C522,,unclassified,624.9271676623
,UniRef90_W1YU10,,unclassified,620.4598171976
,UniRef90_D4CI29,,unclassified,611.0
,UniRef90_W2CMU2,,unclassified,565.2671154085
,UniRef90_K0WTB3,,unclassified,545.6009813308
,UniRef90_UPI0001DE5DFE,,unclassified,542.3583118018
,UniRef90_A7VD49,,unclassified,517.5243657724
,UniRef90_UPI00015BEA70,,unclassified,514.3268823771
,UniRef90_D1KAJ2,,unclassified,512.6196489998
,UniRef90_W1WT70,,unclassified,510.54588267019994
,UniRef90_E0MU53,,unclassified,503.06666419519996
,UniRef90_W8YNF3,,unclassified,502.3354651735
,UniRef90_R9J210,,unclassified,481.00970463790003
,UniRef90_UPI0001532979,,unclassified,450.7938930204
,UniRef90_A7B5X1,,unclassified,428.8179802354
,UniRef90_D9UEL3,,unclassified,391.99029536209997
,UniRef90_E0XVH4,,unclassified,380.0
,UniRef90_A7SPZ4,,unclassified,367.8664912611
,UniRef90_A0A009X8S5,,unclassified,349.961907536
,UniRef90_R9D7R0,,unclassified,325.5001548608
,UniRef90_A7VEU0,,unclassified,305.1255255843
,UniRef90_A8SIA6,,unclassified,304.8099572382
,UniRef90_D6SEF8,,unclassified,293.0103841339
,UniRef90_A5ZYU0,,unclassified,277.4249473453
,UniRef90_E9RZN0,,unclassified,268.0
,UniRef90_A5TSU5,,unclassified,266.6630760934
,UniRef90_A7B8Q0,,unclassified,264.6697273496
,UniRef90_A8ST13,,unclassified,263.7867183982
,UniRef90_F1YWH0,,unclassified,254.6995847647
,UniRef90_C3WU82,,unclassified,220.9012716678
,UniRef90_UPI000156186B,,unclassified,203.82990613040002
,UniRef90_UPI00036D18AF,,unclassified,197.0539971957
,UniRef90_A0A026VT83,,unclassified,194.84915899080002
,UniRef90_D5GZ89,,unclassified,190.84554607349997
,UniRef90_A6BKY7,,unclassified,178.4424102224
,UniRef90_A5Z511,,unclassified,170.2998058222
,UniRef90_A0A015S3B6,,unclassified,169.0
,UniRef90_H4BMF2,,unclassified,161.1325128681
,UniRef90_A5ZYU5,,unclassified,157.89137095680002
,UniRef90_B0NWG2,,unclassified,157.8483757059
,UniRef90_A5ZYU6,,unclassified,152.6339044386
,UniRef90_W1YRV6,,unclassified,152.1193429956
,UniRef90_A5KR94,,unclassified,148.2063076659
,UniRef90_T1DKC0,,unclassified,137.4903950488
,UniRef90_A7B8Q2,,unclassified,136.1947693405
,UniRef90_UPI0001FD331E,,unclassified,132.7670812977
,UniRef90_B1A1E2,,unclassified,128.6575619997
,UniRef90_T0NDH0,,unclassified,126.9313362298
,UniRef90_G6AJF3,,unclassified,126.9203450799
,UniRef90_J7TUV6,,unclassified,124.5081989059
,UniRef90_W8YEK8,,unclassified,124.0
,UniRef90_D1YGT1,,unclassified,119.70373533280001
,UniRef90_D4PZQ0,,unclassified,119.54373890309999
,UniRef90_A5ZQM3,,unclassified,112.04272203149999
,UniRef90_A5ZYV5,,unclassified,110.9339890772
,UniRef90_W4SH06,,unclassified,96.1288775765
