GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|422320815|ref|NZ_GL636045.1|:c24483-23272|85698|g__Achromobacter.s__Achromobacter_xylosoxidans|UniRef90_R4XMS4|UniRef50_B2SD76,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Alcaligenaceae;g_Achromobacter;s_Achromobacter xylosoxidans,1212,1,0.0.0.0,0.8250825082508251
gi|224021136|ref|NZ_DS499723.1|:645-1037|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGK2|UniRef50_B0MGK2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Coprococcus;s_Coprococcus catus,393,1,0.0.0.0,2.544529262086514
gi|224021136|ref|NZ_DS499723.1|:31-405|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGJ9|UniRef50_C4FHJ6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,375,52,0.0.0.0,138.66666666666666
gi|224021136|ref|NZ_DS499723.1|:31-405|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGJ9|UniRef50_C4FHJ6,root,375,97,0.0.0.0,258.6666666666667
gi|224021136|ref|NZ_DS499723.1|:31-405|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGJ9|UniRef50_C4FHJ6,root;k_Bacteria,375,1,0.0.0.0,2.6666666666666665
gi|224021139|ref|NZ_DS499726.1|:5121-5523|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MI66|UniRef50_B0MI66,root,403,3,0.0.0.0,7.444168734491314
gi|224021139|ref|NZ_DS499726.1|:5121-5523|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MI66|UniRef50_B0MI66,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,403,2,0.0.0.0,4.962779156327543
gi|224021139|ref|NZ_DS499726.1|:5121-5523|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MI66|UniRef50_B0MI66,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,403,1,0.0.0.0,2.4813895781637716
gi|224021156|ref|NZ_DS499743.1|:1412-2455|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_R6QPK9|UniRef50_A6M229,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1044,1,2.7.1.92,0.9578544061302682
gi|224021146|ref|NZ_DS499733.1|:253875-254885|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_R5UY17|UniRef50_R7KL80,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus,1011,1,0.0.0.0,0.9891196834817014
gi|319430485|ref|NZ_GL629687.1|:c596707-595403|665937|g__Anaerostipes.s__Anaerostipes_sp_3_2_56FAA|UniRef90_R6QHK9|UniRef50_R5EZ87,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1305,1,0.0.0.0,0.7662835249042146
gi|319430486|ref|NZ_GL629688.1|:41419-43830|665937|g__Anaerostipes.s__Anaerostipes_sp_3_2_56FAA|UniRef90_unknown|UniRef50_R5QJ66,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2412,1,6.1.1.4,0.41459369817578773
gi|319430485|ref|NZ_GL629687.1|:c200007-199090|665937|g__Anaerostipes.s__Anaerostipes_sp_3_2_56FAA|UniRef90_D4LJ55|UniRef50_C9XWY4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,918,1,0.0.0.0,1.0893246187363834
gi|319430487|ref|NZ_GL629689.1|:c427785-426865|665937|g__Anaerostipes.s__Anaerostipes_sp_3_2_56FAA|UniRef90_D4LJ55|UniRef50_C9XWY4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,921,1,0.0.0.0,1.0857763300760044
gi|514231951|ref|NZ_KE159676.1|:c278743-278237|1235835|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012|UniRef90_C9XSM4|UniRef50_C9XSM4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,507,1,0.0.0.0,1.9723865877712032
gi|514231951|ref|NZ_KE159676.1|:269268-270899|1235835|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012|UniRef90_E9SEA0|UniRef50_G4Q4L8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1632,1,0.0.0.0,0.6127450980392157
gi|359774992|ref|NZ_BAEG01000010.1|:c96017-94713|1665|g__Arthrobacter.s__Arthrobacter_globiformis|UniRef90_A0JTY9|UniRef50_Q73WG1,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1305,1,2.1.2.1,0.7662835249042146
gi|484018097|ref|NZ_KB895453.1|:118940-120295|1158050|g__Arthrobacter.s__Arthrobacter_sp_135MFCol5_1|UniRef90_B8H6M6|UniRef50_Q99ZP1,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1356,1,2.1.2.1,0.7374631268436578
gi|484020198|ref|NZ_KB895494.1|:136293-137633|1151119|g__Arthrobacter.s__Arthrobacter_sp_162MFSha1_1|UniRef90_B8H6M6|UniRef50_Q99ZP1,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1341,1,2.1.2.1,0.7457121551081283
gi|444306589|ref|NZ_AOFD01000033.1|:c2124-1543|683150|g__Arthrobacter.s__Arthrobacter_sp_SJCon|UniRef90_B8HCZ4|UniRef50_P73308,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Micrococcaceae;g_Arthrobacter;s_Arthrobacter sp. Hiyo8,582,1,0.0.0.0,1.718213058419244
gi|545385871|ref|NZ_KE952967.1|:c37829-37605|712158|g__Atopobium.s__Atopobium_sp_oral_taxon_810|UniRef90_U1Y2I3|UniRef50_U1Y2I3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,225,1,0.0.0.0,4.444444444444445
gi|410460048|ref|NZ_AJLR01000113.1|:c31502-31311|1454|g__Bacillus.s__Bacillus_azotoformans|UniRef90_K6C0Y9|UniRef50_K6C0Y9,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ralstonia;s_Ralstonia solanacearum,192,1,0.0.0.0,5.208333333333333
gi|423680240|ref|NZ_JH636050.1|:c200123-199659|1402|g__Bacillus.s__Bacillus_licheniformis|UniRef90_I0UMX8|UniRef50_I0UMX8,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus murinus,465,368,0.0.0.0,791.3978494623656
gi|423680240|ref|NZ_JH636050.1|:c200123-199659|1402|g__Bacillus.s__Bacillus_licheniformis|UniRef90_I0UMX8|UniRef50_I0UMX8,root,465,3,0.0.0.0,6.451612903225806
gi|423680240|ref|NZ_JH636050.1|:c3279921-3279667|1402|g__Bacillus.s__Bacillus_licheniformis|UniRef90_I0UD96|UniRef50_F7Z169,root,255,1,0.0.0.0,3.9215686274509802
gi|423680240|ref|NZ_JH636050.1|:c3277061-3276723|1402|g__Bacillus.s__Bacillus_licheniformis|UniRef90_L0CZD0|UniRef50_L0CZD0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,339,1,0.0.0.0,2.949852507374631
gi|365158338|ref|NZ_JH414763.1|:15773-16050|1479|g__Bacillus.s__Bacillus_smithii|UniRef90_K8EDZ7|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus pumilus,278,1,0.0.0.0,3.597122302158273
gi|319655125|ref|NZ_GL635750.1|:1020462-1020774|665959|g__Bacillus.s__Bacillus_sp_2_A_57_CT2|UniRef90_K8EDZ7|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,313,1,0.0.0.0,3.194888178913738
gi|483722481|ref|NZ_KB889752.1|:882708-882815|1132442|g__Bacillus.s__Bacillus_sp_37MA|UniRef90_F3R5J3|UniRef50_M1Y8K3,root,108,1,0.0.0.0,9.25925925925926
gi|483722481|ref|NZ_KB889752.1|:3539850-3540188|1132442|g__Bacillus.s__Bacillus_sp_37MA|UniRef90_L0CZD0|UniRef50_L0CZD0,root;k_Bacteria,339,1,0.0.0.0,2.949852507374631
gi|485455479|ref|NZ_JH600093.1|:170-508|1423|g__Bacillus.s__Bacillus_subtilis|UniRef90_L0CZD0|UniRef50_L0CZD0,root;k_Bacteria,339,1,0.0.0.0,2.949852507374631
gi|484028916|ref|NZ_HE978578.1|:c143384-143127|1118061|g__Bacteroidales_noname.s__Bacteroidales_bacterium_ph8|UniRef90_A0A016AWE2|UniRef50_I3YIY1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,258,1,0.0.0.0,3.875968992248062
gi|484008713|ref|NZ_KB894656.1|:c21352-20579|376804|g__Bacteroides.s__Bacteroides_barnesiae|UniRef90_F0R8Y7|UniRef50_F0R8Y7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,774,1,0.0.0.0,1.2919896640826873
gi|134301162|ref|NZ_AAVM02000005.1|:256035-256181|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZBN1|UniRef50_A5ZBN1,root;k_Bacteria,147,1,0.0.0.0,6.802721088435375
gi|134301165|ref|NZ_AAVM02000008.1|:c188531-188073|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_unknown|UniRef50_V8CH43,root;k_Bacteria,459,1,0.0.0.0,2.178649237472767
gi|134301164|ref|NZ_AAVM02000007.1|:254982-255134|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZJT5|UniRef50_A5ZJT5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,153,1,0.0.0.0,6.5359477124183005
gi|134302804|ref|NZ_AAVM02000012.1|:c42894-42664|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A7UXY7|UniRef50_D0TK99,root;k_Bacteria,231,1,0.0.0.0,4.329004329004329
gi|134302804|ref|NZ_AAVM02000012.1|:c42894-42664|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A7UXY7|UniRef50_D0TK99,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,231,1,0.0.0.0,4.329004329004329
gi|134301162|ref|NZ_AAVM02000005.1|:c255981-255748|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZI73|UniRef50_A5ZI73,root,234,117,0.0.0.0,499.99999999999994
gi|134301162|ref|NZ_AAVM02000005.1|:c255981-255748|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZI73|UniRef50_A5ZI73,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,234,54,0.0.0.0,230.76923076923075
gi|134301162|ref|NZ_AAVM02000005.1|:c255981-255748|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZI73|UniRef50_A5ZI73,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,234,50,0.0.0.0,213.67521367521366
gi|134301162|ref|NZ_AAVM02000005.1|:c255981-255748|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZI73|UniRef50_A5ZI73,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,234,27,0.0.0.0,115.38461538461537
gi|134301162|ref|NZ_AAVM02000005.1|:c255981-255748|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZI73|UniRef50_A5ZI73,root;k_Bacteria,234,16,0.0.0.0,68.37606837606837
gi|423216731|ref|NZ_JH724079.1|:c1121377-1121090|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A0A015NKE5|UniRef50_A0A015Q8U2,root;k_Bacteria,288,1,0.0.0.0,3.4722222222222223
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Marinilabiliales;f_Prolixibacteraceae;g_Sunxiuqinia;s_uncultured Sunxiuqinia sp.,462,1,0.0.0.0,2.1645021645021645
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,462,12,0.0.0.0,25.974025974025974
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_Bacteria,462,11486,0.0.0.0,24861.47186147186
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root,462,8,0.0.0.0,17.316017316017316
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,462,1,0.0.0.0,2.1645021645021645
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides goldsteinii,462,2,0.0.0.0,4.329004329004329
gi|423220136|ref|NZ_JH724080.1|:c257681-254601|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_unknown|UniRef50_E5V0P5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,3081,3,0.0.0.0,0.9737098344693281
gi|423216731|ref|NZ_JH724079.1|:c1126387-1123691|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_unknown|UniRef50_A6L0N6,root,2697,1,0.0.0.0,0.3707823507601038
gi|423216731|ref|NZ_JH724079.1|:c1126387-1123691|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_unknown|UniRef50_A6L0N6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,2697,1,0.0.0.0,0.3707823507601038
gi|423216731|ref|NZ_JH724079.1|:c1126387-1123691|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_unknown|UniRef50_A6L0N6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,2697,3,0.0.0.0,1.1123470522803114
gi|423216731|ref|NZ_JH724079.1|:1135813-1137900|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_Q64WK2|UniRef50_R5S2A9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,2088,2,5.99.1.2,0.9578544061302682
gi|423216731|ref|NZ_JH724079.1|:1453311-1454315|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_F0R8Z3|UniRef50_T2N9I9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1005,1,0.0.0.0,0.9950248756218907
gi|423216731|ref|NZ_JH724079.1|:c3125275-3124271|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A6L0Y8|UniRef50_O83668,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,1005,1,4.1.2.13,0.9950248756218907
gi|423221344|ref|NZ_JH724085.1|:1368624-1370633|246787|g__Bacteroides.s__Bacteroides_cellulosilyticus|UniRef90_unknown|UniRef50_A5FFH5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,2010,1,0.0.0.0,0.49751243781094534
gi|329958741|ref|NZ_GL882585.1|:c169928-168111|626929|g__Bacteroides.s__Bacteroides_clarus|UniRef90_K5ZHJ1|UniRef50_F9Z3N3,root;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Pedobacter;s_Pedobacter cryoconitis,1818,1,0.0.0.0,0.5500550055005501
gi|223954516|ref|NZ_DS981512.1|:141010-141420|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_Q650H1|UniRef50_Q650H1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,411,1,0.0.0.0,2.4330900243309004
gi|223954443|ref|NZ_DS981439.1|:72579-73097|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_E1WRZ8|UniRef50_R5ND35,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,519,1,0.0.0.0,1.9267822736030829
gi|223954485|ref|NZ_DS981481.1|:15115-15729|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_D4VTI2|UniRef50_R6A853,root,615,1,0.0.0.0,1.6260162601626016
gi|223954443|ref|NZ_DS981439.1|:72312-72491|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_C9KY62|UniRef50_C9KY62,root;k_Bacteria,180,1,0.0.0.0,5.555555555555555
gi|223954461|ref|NZ_DS981457.1|:68435-68557|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_A0A016EQF0|UniRef50_A0A016EQF0,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,123,1,0.0.0.0,8.130081300813009
gi|223954461|ref|NZ_DS981457.1|:81053-81373|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_B3JMR2|UniRef50_B3JMR2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,321,10,0.0.0.0,31.15264797507788
gi|223954455|ref|NZ_DS981451.1|:c548-153|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria,396,6,0.0.0.0,15.15151515151515
gi|223954455|ref|NZ_DS981451.1|:c548-153|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_unknown,root,396,1,0.0.0.0,2.525252525252525
gi|223954455|ref|NZ_DS981451.1|:c548-153|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,396,7294,0.0.0.0,18419.19191919192
gi|223954455|ref|NZ_DS981451.1|:c548-153|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides goldsteinii,396,3,0.0.0.0,7.575757575757575
gi|223954455|ref|NZ_DS981451.1|:c548-153|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,396,1,0.0.0.0,2.525252525252525
gi|223954461|ref|NZ_DS981457.1|:c65586-64318|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_Q64WK8|UniRef50_Q64WK8,root,1269,1,0.0.0.0,0.7880220646178093
gi|223954461|ref|NZ_DS981457.1|:c83239-82004|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_K5ZYV1|UniRef50_K6ALX0,root;k_Bacteria,1236,1,0.0.0.0,0.8090614886731392
gi|223954461|ref|NZ_DS981457.1|:74325-75647|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_E1WRX7|UniRef50_Q5LEH8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1323,1,0.0.0.0,0.7558578987150416
gi|223954461|ref|NZ_DS981457.1|:69236-71749|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_A6L0N6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,2514,1,0.0.0.0,0.3977724741447892
gi|223954443|ref|NZ_DS981439.1|:c75282-73195|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_Q64WK2|UniRef50_R5S2A9,root,2088,1,5.99.1.2,0.4789272030651341
gi|223954443|ref|NZ_DS981439.1|:c75282-73195|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_Q64WK2|UniRef50_R5S2A9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,2088,1,5.99.1.2,0.4789272030651341
gi|223954443|ref|NZ_DS981439.1|:68769-69671|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_E1WS02|UniRef50_E1WS02,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,903,2,0.0.0.0,2.2148394241417497
gi|223954443|ref|NZ_DS981439.1|:67868-68737|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_Q64WJ6|UniRef50_Q64WJ6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,870,2,0.0.0.0,2.2988505747126435
gi|223954443|ref|NZ_DS981439.1|:67868-68737|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_Q64WJ6|UniRef50_Q64WJ6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,870,3,0.0.0.0,3.4482758620689657
gi|423227774|ref|NZ_JH724110.1|:1072759-1073382|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_D6D3M0|UniRef50_F5XD83,root,624,1,0.0.0.0,1.6025641025641026
gi|423227774|ref|NZ_JH724110.1|:c1078037-1077555|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_Q64WN1|UniRef50_E1WRX1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,483,1,0.0.0.0,2.070393374741201
gi|423227774|ref|NZ_JH724110.1|:1026210-1027232|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_B0NPV7|UniRef50_Q89YI4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,1023,1,0.0.0.0,0.9775171065493647
gi|423247421|ref|NZ_JH724140.1|:72459-73070|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I8VHF4|UniRef50_R5P093,root,612,3,0.0.0.0,4.901960784313726
gi|423247421|ref|NZ_JH724140.1|:72459-73070|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I8VHF4|UniRef50_R5P093,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,612,1,0.0.0.0,1.6339869281045751
gi|423247421|ref|NZ_JH724140.1|:c2509-2048|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_E5UU15|UniRef50_R6JAW0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,462,1,0.0.0.0,2.1645021645021645
gi|423247421|ref|NZ_JH724140.1|:49696-51768|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_E1WS00|UniRef50_A6L370,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,2073,3,0.0.0.0,1.447178002894356
gi|423247421|ref|NZ_JH724140.1|:49696-51768|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_E1WS00|UniRef50_A6L370,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,2073,5,0.0.0.0,2.41196333815726
gi|423247421|ref|NZ_JH724140.1|:49696-51768|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_E1WS00|UniRef50_A6L370,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,2073,2,0.0.0.0,0.964785335262904
gi|423245752|ref|NZ_JH724135.1|:527538-528578|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I8VWJ9|UniRef50_I8VWJ9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1041,26,0.0.0.0,24.975984630163307
gi|423245752|ref|NZ_JH724135.1|:527538-528578|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I8VWJ9|UniRef50_I8VWJ9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1041,2,0.0.0.0,1.921229586935639
gi|423245752|ref|NZ_JH724135.1|:527538-528578|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I8VWJ9|UniRef50_I8VWJ9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1041,1,0.0.0.0,0.9606147934678195
gi|423227774|ref|NZ_JH724110.1|:1065822-1067852|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_R5ALN9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,2031,1,0.0.0.0,0.49236829148202854
gi|423227774|ref|NZ_JH724110.1|:1024500-1026128|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I9EZQ2|UniRef50_A0A015UWZ3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,1629,2,0.0.0.0,1.2277470841006752
