GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|423332908|ref|NZ_JH976496.1|:1-433|823|g__Parabacteroides.s__Parabacteroides_distasonis|UniRef90_K5ZEM5|UniRef50_K5ZEM5,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,433,42804,0.0.0.0,98854.50346420324
gi|224514849|ref|NZ_DS483523.1|:c251181-251038|33043|g__Coprococcus.s__Coprococcus_eutactus|UniRef90_A8ST08|UniRef50_A8ST08,root;k_Bacteria,144,26,0.0.0.0,180.55555555555557
gi|522837955|ref|NZ_KE159521.1|:c251011-247865|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_K5YSY1,unclassified,3147,562,0.0.0.0,178.58277724817287
gi|490138457|ref|NZ_KB822569.1|:c112875-111754|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z5G2|UniRef50_G3KIM3,unclassified,1122,198,0.0.0.0,176.4705882352941
gi|331674132|ref|NZ_GL884370.1|:491467-491625|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_E6BF15,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,159,28,0.0.0.0,176.1006289308176
gi|490134789|ref|NZ_KB822565.1|:c491381-487776|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDV0|UniRef50_N1ZDV0,unclassified,3606,635,0.0.0.0,176.09539656128675
gi|211596885|ref|NZ_DS264339.1|:4513-4842|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZQM3|UniRef50_L0CZD0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,330,57,0.0.0.0,172.72727272727272
gi|490136654|ref|NZ_KB822566.1|:158579-159187|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDN6|UniRef50_N1ZDN6,unclassified,609,105,0.0.0.0,172.41379310344828
gi|121535569|ref|NZ_AAWL01000022.1|:4539-4649|261685|g__Thermosinus.s__Thermosinus_carboxydivorans|UniRef90_A1HM07|UniRef50_A1HM07,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,111,19,0.0.0.0,171.17117117117118
gi|211596838|ref|NZ_DS264292.1|:35-379|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYV6|UniRef50_G7ZHM8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,345,59,0.0.0.0,171.0144927536232
gi|490134789|ref|NZ_KB822565.1|:c628727-627672|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZS05|UniRef50_F5YJJ6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Thermoanaerobacterales;f_Thermoanaerobacterales Family III. Incertae Sedis;g_Thermoanaerobacterium;s_Thermoanaerobacterium thermosaccharolyticum,1056,180,0.0.0.0,170.45454545454544
gi|520954241|ref|NZ_KE360558.1|:597-731|83554|g__Chlamydia.s__Chlamydia_psittaci|UniRef90_Q29R63|UniRef50_Q29R63,unclassified,135,23,0.0.0.0,170.37037037037035
gi|498503065|ref|NZ_KB822571.1|:c1269450-1268932|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEH4|UniRef50_B8H4F1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,519,86,0.0.0.0,165.70327552986512
gi|421452814|ref|NZ_ALIF01000006.1|:436729-437001|1304|g__Streptococcus.s__Streptococcus_salivarius|UniRef90_A4VYJ1|UniRef50_A4VYJ1,unclassified,273,45,0.0.0.0,164.83516483516482
gi|365126304|ref|NZ_JH414792.1|:70-315|665949|g__Tannerella.s__Tannerella_sp_6_1_58FAA_CT1|UniRef90_G9S8W7|UniRef50_I7I840,root;k_Bacteria,246,40,0.0.0.0,162.60162601626016
gi|512436201|ref|NZ_KE159489.1|:26018-27673|820|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_D4VKI7|UniRef50_R6D207,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1656,269,0.0.0.0,162.43961352657007
gi|490136654|ref|NZ_KB822566.1|:802946-803674|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZG73|UniRef50_N1ZG73,unclassified,729,118,0.0.0.0,161.86556927297667
gi|498503065|ref|NZ_KB822571.1|:5976708-5976845|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZI12|UniRef50_K5ZI12,unclassified,138,22,0.0.0.0,159.42028985507244
gi|223667672|ref|NZ_DS264492.1|:c126085-125807|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AAS6|UniRef50_A7AAS6,unclassified,279,44,0.0.0.0,157.70609318996415
gi|256842685|ref|NZ_GG698751.1|:c1063-605|563193|g__Parabacteroides.s__Parabacteroides_sp_D13|UniRef90_UPI000156FA79|UniRef50_G7SQ06,unclassified,459,72,0.0.0.0,156.8627450980392
gi|367034625|ref|XM_003666547.1||78579|g__Myceliophthora.s__Myceliophthora_thermophila|UniRef90_G2QP29|UniRef50_G2QP29,unclassified,432,67,0.0.0.0,155.09259259259258
gi|522837953|ref|NZ_KE159519.1|:c1252947-1251064|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,unclassified,1884,289,0.0.0.0,153.39702760084927
gi|223955892|ref|NZ_DS990124.1|:c1022-576|310297|g__Bacteroides.s__Bacteroides_plebeius|UniRef90_B5CUP9|UniRef50_B0TIE7,root;k_Bacteria,447,68,0.0.0.0,152.12527964205816
gi|522837947|ref|NZ_KE159513.1|:2186013-2187014|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q59199|UniRef50_P22513,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1002,152,1.2.1.12,151.69660678642714
gi|479176048|ref|NC_021022.1|:c3228946-3228650|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_D4LUC2|UniRef50_D4LUC2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,297,45,0.0.0.0,151.51515151515153
gi|211596838|ref|NZ_DS264292.1|:35-379|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYV6|UniRef50_G7ZHM8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,345,52,0.0.0.0,150.72463768115944
gi|490150767|ref|NZ_KB822405.1|:c365564-365346|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_N1ZJW4|UniRef50_N1ZJW4,unclassified,219,33,0.0.0.0,150.68493150684932
gi|519790642|gb|ATNB01000076.1|:171-217|83554|g__Chlamydia.s__Chlamydia_psittaci|UniRef90_L8HMG2|UniRef50_L8HMG2,unclassified,47,7,0.0.0.0,148.93617021276594
gi|396475788|ref|XM_003839823.1||5022|g__Leptosphaeria.s__Leptosphaeria_maculans|UniRef90_E4ZYE7|UniRef50_E4ZYE7,unclassified,222,33,0.0.0.0,148.64864864864865
gi|498503065|ref|NZ_KB822571.1|:c1265887-1265771|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_F3ZPZ7|UniRef50_A9FGD2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,117,17,0.0.0.0,145.2991452991453
gi|331640197|ref|NZ_GL890554.1|:106037-106264|658083|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_6_1_63FAA|UniRef90_R6PKV1|UniRef50_R7AZS7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,228,33,0.0.0.0,144.73684210526315
gi|522837960|ref|NZ_KE159526.1|:45404-45709|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q8A475|UniRef50_C4L7S9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella intermedia,306,44,0.0.0.0,143.79084967320262
gi|522837947|ref|NZ_KE159513.1|:494445-495182|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A913|UniRef50_R5DJR8,unclassified,738,106,0.0.0.0,143.63143631436316
gi|490136654|ref|NZ_KB822566.1|:180827-181216|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDT2|UniRef50_D9R9Z1,unclassified,390,56,0.0.0.0,143.5897435897436
gi|490138457|ref|NZ_KB822569.1|:c114161-112890|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z1T4|UniRef50_G3KIM4,unclassified,1272,179,0.0.0.0,140.72327044025158
gi|490150767|ref|NZ_KB822405.1|:c365947-365576|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_N1ZT30|UniRef50_C2ESG6,unclassified,372,52,0.0.0.0,139.78494623655914
gi|488629412|ref|NZ_KB851169.1|:c79-1|208479|g__Clostridium.s__Clostridium_bolteae|UniRef90_R0CI69|UniRef50_R0CI69,root,79,11,0.0.0.0,139.2405063291139
gi|522837954|ref|NZ_KE159520.1|:8438-9949|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YUI7|UniRef50_R6FR38,unclassified,1512,209,0.0.0.0,138.2275132275132
gi|522837953|ref|NZ_KE159519.1|:1399272-1399865|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YK69|UniRef50_R6Y520,unclassified,594,81,0.0.0.0,136.36363636363637
gi|294934493|ref|XM_002781067.1||31276|g__Perkinsus.s__Perkinsus_marinus|UniRef90_C5KRI5|UniRef50_K1Q8Y0,unclassified,207,28,0.0.0.0,135.2657004830918
gi|82793903|ref|XM_723132.1||5861|g__Plasmodium.s__Plasmodium_yoelii|UniRef90_Q7R846|UniRef50_Q7R846,unclassified,300,40,0.0.0.0,133.33333333333334
gi|498503065|ref|NZ_KB822571.1|:c1671062-1670208|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AUL6|UniRef50_R6ZMN7,unclassified,855,114,0.0.0.0,133.33333333333334
gi|294877147|ref|XM_002767865.1||31276|g__Perkinsus.s__Perkinsus_marinus|UniRef90_C5LRL4|UniRef50_L1IHC2,unclassified,288,38,0.0.0.0,131.94444444444446
gi|211596853|ref|NZ_DS264307.1|:c100039-99440|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZQM1|UniRef50_A5KL06,root;k_Bacteria,600,78,0.0.0.0,130.0
gi|223958636|ref|NZ_DS999513.1|:2075-2275|469598|g__Escherichia.s__Escherichia_sp_3_2_53FAA|UniRef90_C1HUN6|UniRef50_C1HUN6,unclassified,201,26,0.0.0.0,129.35323383084577
gi|410101287|ref|NZ_JH976473.1|:419477-419950|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZGJ0|UniRef50_R5DNM7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,474,61,0.0.0.0,128.69198312236287
gi|498503065|ref|NZ_KB822571.1|:3660157-3663687|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,unclassified,3531,452,0.0.0.0,128.00906258850185
gi|223667726|ref|NZ_DS264546.1|:413308-413574|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria,267,34,0.0.0.0,127.34082397003745
gi|432350957|ref|NZ_ANIU01000919.1|:c308-1|44752|g__Rhodococcus.s__Rhodococcus_wratislaviensis|UniRef90_L2T4X8|UniRef50_L2T4X8,unclassified,308,39,0.0.0.0,126.62337662337663
gi|490137351|ref|NZ_KB822567.1|:c219145-215681|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZD63|UniRef50_N1ZD63,unclassified,3465,437,0.0.0.0,126.11832611832612
gi|262384936|ref|NZ_GG705172.1|:c417-76|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TKA0|UniRef50_D0TKA0,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,342,43,0.0.0.0,125.73099415204678
gi|410101286|ref|NZ_JH976472.1|:1111046-1112044|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A0M8|UniRef50_G8UJ93,unclassified,999,125,0.0.0.0,125.12512512512512
gi|326205068|ref|NZ_GL872354.1|:1-177|552395|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_4_1_37FAA|UniRef90_E9RZN0|UniRef50_D9ULF3,root;k_Bacteria,177,22,0.0.0.0,124.29378531073446
gi|490136654|ref|NZ_KB822566.1|:159219-159599|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZA75|UniRef50_R5FGD3,unclassified,381,47,0.0.0.0,123.35958005249344
gi|450130879|ref|NZ_AHSU01000161.1|:c224-102|1309|g__Streptococcus.s__Streptococcus_mutans|UniRef90_U4C9R8|UniRef50_U4C9R8,unclassified,123,15,0.0.0.0,121.95121951219512
gi|522837953|ref|NZ_KE159519.1|:c1463735-1463520|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B789|UniRef50_N2B789,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,216,26,0.0.0.0,120.37037037037037
gi|398394668|ref|XM_003850745.1||1047171|g__Zymoseptoria.s__Zymoseptoria_tritici|UniRef90_F9XGI7|UniRef50_K7E4C1,unclassified,342,41,0.0.0.0,119.88304093567251
gi|522837953|ref|NZ_KE159519.1|:c131168-130440|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YVI7|UniRef50_R6WTC2,unclassified,729,87,3.1.3.71,119.34156378600824
gi|67983254|ref|XM_663859.1||5821|g__Plasmodium.s__Plasmodium_berghei|UniRef90_Q4YEV2|UniRef50_Q4YEV2,unclassified,168,20,0.0.0.0,119.04761904761904
gi|498503065|ref|NZ_KB822571.1|:5409398-5410414|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R5DQQ1,unclassified,1017,121,0.0.0.0,118.97738446411014
gi|225011364|ref|NZ_ABVV01000001.1|:c492873-492403|487796|g__Flavobacteriia_noname.s__Flavobacteria_bacterium_MS024_2A|UniRef90_UPI00019656B7|UniRef50_G7SQ06,unclassified,471,56,0.0.0.0,118.895966029724
gi|223667765|ref|NZ_DS264585.1|:1771-2040|1660|g__Actinomyces.s__Actinomyces_odontolyticus|UniRef90_A7B8Q3|UniRef50_Q57L44,unclassified,270,32,0.0.0.0,118.5185185185185
gi|256402712|ref|NZ_GG698589.1|:c756813-756586|1322|g__Blautia.s__Blautia_hansenii|UniRef90_R6PKV1|UniRef50_R7AZS7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,228,27,0.0.0.0,118.42105263157895
gi|224514849|ref|NZ_DS483523.1|:c251181-251038|33043|g__Coprococcus.s__Coprococcus_eutactus|UniRef90_A8ST08|UniRef50_A8ST08,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,144,17,0.0.0.0,118.05555555555557
gi|211596853|ref|NZ_DS264307.1|:c100039-99440|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZQM1|UniRef50_A5KL06,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,600,70,0.0.0.0,116.66666666666667
gi|405322164|ref|NZ_JH815205.1|:720943-721653|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0WTB3|UniRef50_K0WTB3,root;k_Bacteria,711,81,0.0.0.0,113.9240506329114
gi|153883178|ref|NZ_ABDQ01000010.1|:c97412-97131|1491|g__Clostridium.s__Clostridium_botulinum|UniRef90_B1BC32|UniRef50_B1BC32,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,282,32,0.0.0.0,113.47517730496455
gi|490134789|ref|NZ_KB822565.1|:c747526-747329|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMT4|UniRef50_H5XV78,unclassified,198,22,0.0.0.0,111.1111111111111
gi|522837953|ref|NZ_KE159519.1|:c1634964-1633846|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AR07|UniRef50_D0TBT7,unclassified,1119,123,0.0.0.0,109.9195710455764
gi|490137911|ref|NZ_KB822568.1|:c197693-197253|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z2S6|UniRef50_N1Z2S6,unclassified,441,48,0.0.0.0,108.84353741496598
gi|265768566|ref|NZ_GG705218.1|:c1136-906|469587|g__Bacteroides.s__Bacteroides_sp_2_1_16|UniRef90_A7UXY7|UniRef50_D0TK99,unclassified,231,25,0.0.0.0,108.22510822510822
gi|498503065|ref|NZ_KB822571.1|:c1138320-1137307|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZVN3|UniRef50_K5ZVN3,unclassified,1014,109,0.0.0.0,107.49506903353057
gi|522837958|ref|NZ_KE159524.1|:c251844-250996|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZRS4|UniRef50_R5DAI8,unclassified,849,91,0.0.0.0,107.18492343934041
gi|522837953|ref|NZ_KE159519.1|:1509760-1510152|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B1F7|UniRef50_N2B1F7,unclassified,393,42,0.0.0.0,106.87022900763358
gi|522837947|ref|NZ_KE159513.1|:c283-1|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_S0GJR7|UniRef50_S0GJR7,root;k_Bacteria,283,30,0.0.0.0,106.0070671378092
gi|405322164|ref|NZ_JH815205.1|:720943-721653|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0WTB3|UniRef50_K0WTB3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae,711,74,0.0.0.0,104.07876230661041
gi|134302804|ref|NZ_AAVM02000012.1|:c42894-42664|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A7UXY7|UniRef50_D0TK99,unclassified,231,24,0.0.0.0,103.8961038961039
gi|490136654|ref|NZ_KB822566.1|:550585-551763|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z9E8|UniRef50_Q795M6,unclassified,1179,122,2.6.1.1,103.47752332485156
gi|498503065|ref|NZ_KB822571.1|:c1205478-1205101|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AI55|UniRef50_Q11SF1,unclassified,378,39,0.0.0.0,103.17460317460318
gi|357631984|ref|NZ_AFIE01000131.1|:c858-625|1029823|g__Acinetobacter.s__Acinetobacter_sp_P8_3_8|UniRef90_UPI0002487686|UniRef50_W6TYG1,unclassified,234,24,0.0.0.0,102.56410256410255
gi|223667574|ref|NZ_DS264394.1|:4801-5064|88431|g__Dorea.s__Dorea_longicatena|UniRef90_unknown|UniRef50_B0TIG5,unclassified,264,27,0.0.0.0,102.27272727272727
gi|498503065|ref|NZ_KB822571.1|:c565555-563924|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZDK4|UniRef50_R9HER8,unclassified,1632,166,0.0.0.0,101.7156862745098
gi|522837954|ref|NZ_KE159520.1|:c123575-121968|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q5L7N5|UniRef50_Q8D1X9,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,1608,162,4.1.1.49,100.74626865671641
gi|490152338|ref|NZ_KB822408.1|:c198670-197815|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_N1ZGF7|UniRef50_T0TRK5,unclassified,856,86,0.0.0.0,100.46728971962617
gi|498503065|ref|NZ_KB822571.1|:1781721-1781951|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YXU8|UniRef50_R6JIJ7,unclassified,231,23,0.0.0.0,99.56709956709956
gi|410101285|ref|NZ_JH976471.1|:587301-587531|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YXU8|UniRef50_R6JIJ7,unclassified,231,23,0.0.0.0,99.56709956709956
gi|121535569|ref|NZ_AAWL01000022.1|:4539-4649|261685|g__Thermosinus.s__Thermosinus_carboxydivorans|UniRef90_A1HM07|UniRef50_A1HM07,root;k_Bacteria,111,11,0.0.0.0,99.09909909909909
gi|225009951|ref|NZ_ABVW01000001.1|:37070-37540|487797|g__Flavobacteriia_noname.s__Flavobacteria_bacterium_MS024_3C|UniRef90_UPI00019660E0|UniRef50_G7SQ06,unclassified,471,46,0.0.0.0,97.66454352441615
gi|498503065|ref|NZ_KB822571.1|:4778192-4778920|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YVI7|UniRef50_R6WTC2,unclassified,729,71,3.1.3.71,97.39368998628258
gi|498503065|ref|NZ_KB822571.1|:c4376667-4376185|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZF52|UniRef50_A6L881,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,483,47,1.16.3.2,97.30848861283644
gi|490136654|ref|NZ_KB822566.1|:132030-133130|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMZ3|UniRef50_C6CXV0,unclassified,1101,107,0.0.0.0,97.1843778383288
gi|498503065|ref|NZ_KB822571.1|:1233486-1233794|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZZY7|UniRef50_Q8A9N6,unclassified,309,30,0.0.0.0,97.0873786407767
gi|522837953|ref|NZ_KE159519.1|:c725861-725304|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AHB1|UniRef50_K5YVE8,unclassified,558,54,0.0.0.0,96.77419354838709
gi|298527632|ref|NZ_CM000953.1|:1604311-1604460|109790|g__Lactobacillus.s__Lactobacillus_jensenii|UniRef90_D6S6C8|UniRef50_D6S6C8,root;k_Bacteria,150,14,0.0.0.0,93.33333333333334
gi|490136654|ref|NZ_KB822566.1|:800201-800866|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z6T7|UniRef50_N1Z6T7,unclassified,666,62,0.0.0.0,93.09309309309309
gi|459924786|ref|NZ_CAPZ01000017.1|:4007-4312|1311|g__Streptococcus.s__Streptococcus_agalactiae|UniRef90_M1Y8K3|UniRef50_M1Y8K3,unclassified,306,28,0.0.0.0,91.50326797385621
gi|498503065|ref|NZ_KB822571.1|:4186548-4187105|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AHB1|UniRef50_K5YVE8,unclassified,558,51,0.0.0.0,91.39784946236558
gi|262409781|ref|NZ_GG705192.1|:25-255|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A7UXY7|UniRef50_D0TK99,unclassified,231,21,0.0.0.0,90.9090909090909
gi|522837953|ref|NZ_KE159519.1|:475993-476577|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y8G4|UniRef50_E6SVQ0,unclassified,585,53,0.0.0.0,90.5982905982906
gi|432342660|ref|NZ_ANIU01000676.1|:c598-5|44752|g__Rhodococcus.s__Rhodococcus_wratislaviensis|UniRef90_L2TCM1|UniRef50_L2TCM1,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ralstonia;s_Ralstonia solanacearum,594,53,0.0.0.0,89.22558922558923
gi|498503065|ref|NZ_KB822571.1|:c2892666-2891962|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A2F0|UniRef50_K6A2F0,unclassified,705,62,0.0.0.0,87.94326241134752
gi|498503065|ref|NZ_KB822571.1|:c3643578-3643306|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZUC5|UniRef50_G3F9E3,unclassified,273,24,0.0.0.0,87.91208791208791
gi|549683697|ref|NC_022550.1|:c291974-291516|1316444|g__Blattabacterium.s__Blattabacterium_sp_Nauphoeta_cinerea|UniRef90_G7SQ06|UniRef50_G7SQ06,unclassified,459,40,0.0.0.0,87.14596949891067
gi|256842685|ref|NZ_GG698751.1|:c1063-605|563193|g__Parabacteroides.s__Parabacteroides_sp_D13|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria,459,40,0.0.0.0,87.14596949891067
gi|484038067|ref|NZ_HE997181.1|:3181494-3182264|445220|g__Rhodospirillales_noname.s__Reyranella_massiliensis|UniRef90_unknown|UniRef50_A0A023KU88,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas;s_Pseudomonas putida,771,67,0.0.0.0,86.90012970168613
gi|498503065|ref|NZ_KB822571.1|:c1127000-1126302|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LE84|UniRef50_Q1IHH1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,699,60,0.0.0.0,85.83690987124464
gi|498503065|ref|NZ_KB822571.1|:c4436416-4435832|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Y8G4|UniRef50_E6SVQ0,unclassified,585,50,0.0.0.0,85.47008547008548
gi|224514849|ref|NZ_DS483523.1|:250177-250494|33043|g__Coprococcus.s__Coprococcus_eutactus|UniRef90_UPI000156186B|UniRef50_F5XS62,root;k_Bacteria,318,27,0.0.0.0,84.90566037735849
gi|262384936|ref|NZ_GG705172.1|:c417-76|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TKA0|UniRef50_D0TKA0,root,342,29,0.0.0.0,84.7953216374269
gi|256842687|ref|NZ_GG698752.1|:686-865|563193|g__Parabacteroides.s__Parabacteroides_sp_D13|UniRef90_C7XG97|UniRef50_C7XG97,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Leadbetterella;s_Leadbetterella byssophila,180,15,0.0.0.0,83.33333333333334
gi|211596808|ref|NZ_DS264262.1|:3292-3495|39496|g__Eubacterium.s__Eubacterium_ventriosum|UniRef90_A5Z326|UniRef50_A5Z326,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,204,17,0.0.0.0,83.33333333333334
gi|211596828|ref|NZ_DS264282.1|:51-329|39496|g__Eubacterium.s__Eubacterium_ventriosum|UniRef90_A5Z511|UniRef50_A5KRL1,root;k_Bacteria,279,23,0.0.0.0,82.43727598566308
