GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|359796355|ref|NZ_AGUF01000026.1|:22619-23782|1147684|g__Achromobacter.s__Achromobacter_arsenitoxydans|UniRef90_R4XPD9|UniRef50_Q5P917,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methylobacteriaceae;g_Methylobacterium,1164,1,0.0.0.0,0.859106529209622
gi|222084201|ref|NC_011985.1|:41505-43115|358|g__Agrobacterium.s__Agrobacterium_tumefaciens|UniRef90_B9JG59|UniRef50_P43085,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Agrobacterium;s_Agrobacterium sp. RAC06,1611,1,4.1.1.49,0.6207324643078833
gi|222147015|ref|NC_011989.1|:174545-176266|373|g__Agrobacterium.s__Agrobacterium_vitis|UniRef90_P14129|UniRef50_P14129,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Rhizobium;s_Rhizobium gallicum,1722,1,0.0.0.0,0.5807200929152149
gi|187734516|ref|NC_010655.1|:c1716442-1715438|239935|g__Akkermansia.s__Akkermansia_muciniphila|UniRef90_B2UKX8|UniRef50_R7E1L6,root;k_Bacteria;p_Verrucomicrobia;c_Verrucomicrobiae;o_Verrucomicrobiales;f_Akkermansiaceae;g_Akkermansia;s_Akkermansia muciniphila,1005,1,6.3.4.19,0.9950248756218907
gi|319760738|ref|NC_014910.1|:2306427-2307362|179636|g__Alicycliphilus.s__Alicycliphilus_denitrificans|UniRef90_E8U151|UniRef50_A1W7N3,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Alicycliphilus;s_Alicycliphilus denitrificans,936,4,0.0.0.0,4.273504273504273
gi|485048399|ref|NZ_ALEE01000782.1|:c638-111|1200791|g__Alicycliphilus.s__Alicycliphilus_sp_CRZ1|UniRef90_A1W8I5|UniRef50_B8DPN1,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales,528,2,0.0.0.0,3.7878787878787876
gi|485047239|ref|NZ_ALEE01000218.1|:c4520-174|1200791|g__Alicycliphilus.s__Alicycliphilus_sp_CRZ1|UniRef90_unknown|UniRef50_P27190,root;k_Bacteria,4347,4,0.0.0.0,0.9201748332183114
gi|485048255|ref|NZ_ALEE01000710.1|:c1047-1|1200791|g__Alicycliphilus.s__Alicycliphilus_sp_CRZ1|UniRef90_C6BE77|UniRef50_C4KAN5,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ralstonia,1047,1,0.0.0.0,0.9551098376313276
gi|224021130|ref|NZ_DS499580.1|:c152995-152573|28117|g__Alistipes.s__Alistipes_putredinis|UniRef90_K5ZHZ5|UniRef50_F0R8I8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,423,1,0.0.0.0,2.3640661938534278
gi|224021130|ref|NZ_DS499580.1|:119443-119925|28117|g__Alistipes.s__Alistipes_putredinis|UniRef90_Q64WN1|UniRef50_E1WRX1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,483,2,0.0.0.0,4.140786749482402
gi|224021130|ref|NZ_DS499580.1|:c120920-120462|28117|g__Alistipes.s__Alistipes_putredinis|UniRef90_Q64WM9|UniRef50_R6DNZ4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,459,1,0.0.0.0,2.178649237472767
gi|224021130|ref|NZ_DS499580.1|:c120920-120462|28117|g__Alistipes.s__Alistipes_putredinis|UniRef90_Q64WM9|UniRef50_R6DNZ4,root,459,2,0.0.0.0,4.357298474945534
gi|224021130|ref|NZ_DS499580.1|:c129229-128894|28117|g__Alistipes.s__Alistipes_putredinis|UniRef90_Q64WL9|UniRef50_T2N9I6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,336,2,0.0.0.0,5.952380952380952
gi|224021130|ref|NZ_DS499580.1|:c128897-126384|28117|g__Alistipes.s__Alistipes_putredinis|UniRef90_unknown|UniRef50_A6L0N6,root,2514,1,0.0.0.0,0.3977724741447892
gi|224021130|ref|NZ_DS499580.1|:c148427-147525|28117|g__Alistipes.s__Alistipes_putredinis|UniRef90_E1WS02|UniRef50_E1WS02,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,903,1,0.0.0.0,1.1074197120708749
gi|479185170|ref|NC_021030.1|:3590285-3590629|328814|g__Alistipes.s__Alistipes_shahii|UniRef90_D4IQI9|UniRef50_U2IPG3,root,345,1,0.0.0.0,2.8985507246376816
gi|479185170|ref|NC_021030.1|:c3612614-3611046|328814|g__Alistipes.s__Alistipes_shahii|UniRef90_Q650D2|UniRef50_I3YIX4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes shahii,1569,1,0.0.0.0,0.6373486297004461
gi|258612386|ref|NZ_GG700643.1|:445126-445629|76122|g__Alloprevotella.s__Alloprevotella_tannerae|UniRef90_A0A016KE72|UniRef50_A0A016KE72,root;k_Bacteria;p_Bacteroidetes,504,1,0.0.0.0,1.9841269841269842
gi|258612386|ref|NZ_GG700643.1|:405520-406935|76122|g__Alloprevotella.s__Alloprevotella_tannerae|UniRef90_unknown|UniRef50_A6L6L6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes shahii,1416,1,0.0.0.0,0.7062146892655368
gi|224021136|ref|NZ_DS499723.1|:645-1037|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGK2|UniRef50_B0MGK2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,393,2,0.0.0.0,5.089058524173028
gi|224021136|ref|NZ_DS499723.1|:645-1037|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGK2|UniRef50_B0MGK2,root;k_Bacteria,393,1,0.0.0.0,2.544529262086514
gi|224021136|ref|NZ_DS499723.1|:645-1037|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGK2|UniRef50_B0MGK2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Coprococcus;s_Coprococcus catus,393,1,0.0.0.0,2.544529262086514
gi|224021136|ref|NZ_DS499723.1|:31-405|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGJ9|UniRef50_C4FHJ6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,375,19,0.0.0.0,50.666666666666664
gi|224021136|ref|NZ_DS499723.1|:31-405|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGJ9|UniRef50_C4FHJ6,root,375,24,0.0.0.0,64.0
gi|224021139|ref|NZ_DS499726.1|:5121-5523|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MI66|UniRef50_B0MI66,root,403,3,0.0.0.0,7.444168734491314
gi|224021139|ref|NZ_DS499726.1|:5121-5523|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MI66|UniRef50_B0MI66,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,403,13,0.0.0.0,32.25806451612903
gi|224021139|ref|NZ_DS499726.1|:5121-5523|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MI66|UniRef50_B0MI66,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae,403,3,0.0.0.0,7.444168734491314
gi|224021146|ref|NZ_DS499733.1|:253875-254885|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_R5UY17|UniRef50_R7KL80,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1011,1,0.0.0.0,0.9891196834817014
gi|224021162|ref|NZ_DS544171.1|:146380-147486|169435|g__Anaerotruncus.s__Anaerotruncus_colihominis|UniRef90_B0PC14|UniRef50_D7GTX3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1107,1,0.0.0.0,0.903342366757001
gi|308175814|ref|NC_014550.1|:1171231-1171974|256701|g__Arthrobacter.s__Arthrobacter_arilaitensis|UniRef90_E1VUG2|UniRef50_E1VUG2,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Micrococcaceae;g_Glutamicibacter;s_Glutamicibacter arilaitensis,744,7,0.0.0.0,9.408602150537634
gi|315499382|ref|NC_014817.1|:902010-904631|78587|g__Asticcacaulis.s__Asticcacaulis_excentricus|UniRef90_unknown|UniRef50_S5Y8D8,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Asticcacaulis;s_Asticcacaulis excentricus,2622,1,5.99.1.2,0.38138825324180015
gi|315497051|ref|NC_014816.1|:994275-996353|78587|g__Asticcacaulis.s__Asticcacaulis_excentricus|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ralstonia,2079,7,0.0.0.0,3.3670033670033668
gi|315497051|ref|NC_014816.1|:994275-996353|78587|g__Asticcacaulis.s__Asticcacaulis_excentricus|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria,2079,3,0.0.0.0,1.4430014430014428
gi|557836444|ref|NZ_AWGF01000001.1|:182868-185357|1282363|g__Asticcacaulis.s__Asticcacaulis_sp_YBE204|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Micrococcaceae;g_Arthrobacter;s_Arthrobacter saudimassiliensis,2490,2,0.0.0.0,0.8032128514056224
gi|372486701|ref|NC_016616.1|:3191587-3192237|146939|g__Azospira.s__Azospira_oryzae|UniRef90_G8QGY8|UniRef50_A9ILR4,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas;s_Sphingomonas melonis,651,5,4.2.99.18,7.680491551459293
gi|372486701|ref|NC_016616.1|:2994830-2995630|146939|g__Azospira.s__Azospira_oryzae|UniRef90_G8QFP4|UniRef50_Q2Y7V3,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Rhodocyclales;f_Rhodocyclaceae;g_Azospira;s_Azospira oryzae,801,1,0.0.0.0,1.2484394506866416
gi|372486701|ref|NC_016616.1|:3562961-3564085|146939|g__Azospira.s__Azospira_oryzae|UniRef90_G8QJX4|UniRef50_B5Y0Y6,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Nitrosomonadales;f_Sterolibacteriaceae;g_Methyloversatilis;s_Methyloversatilis sp. RAC08,1125,1,2.4.2.29,0.8888888888888888
gi|452701434|ref|NZ_AGQP01000039.1|:59210-59525|1392|g__Bacillus.s__Bacillus_anthracis|UniRef90_K8EDZ7|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,316,6,0.0.0.0,18.987341772151897
gi|238801485|ref|NZ_CM000733.1|:4876780-4876974|1396|g__Bacillus.s__Bacillus_cereus_thuringiensis|UniRef90_A7ZHA5|UniRef50_A9W6R8,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,195,1,0.0.0.0,5.128205128205128
gi|170709895|ref|NZ_ABFU01000103.1|:1-162|408580|g__Bacillus.s__Bacillus_coahuilensis|UniRef90_UPI000185144C|UniRef50_UPI000185144C,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,162,1,0.0.0.0,6.172839506172839
gi|423680240|ref|NZ_JH636050.1|:c3277061-3276723|1402|g__Bacillus.s__Bacillus_licheniformis|UniRef90_L0CZD0|UniRef50_L0CZD0,root;k_Bacteria,339,3,0.0.0.0,8.849557522123893
gi|319655125|ref|NZ_GL635750.1|:1020462-1020774|665959|g__Bacillus.s__Bacillus_sp_2_A_57_CT2|UniRef90_K8EDZ7|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,313,5,0.0.0.0,15.97444089456869
gi|483722481|ref|NZ_KB889752.1|:3539850-3540188|1132442|g__Bacillus.s__Bacillus_sp_37MA|UniRef90_L0CZD0|UniRef50_L0CZD0,root;k_Bacteria,339,1,0.0.0.0,2.949852507374631
gi|484030257|ref|NZ_HE978527.1|:147-464|1287657|g__Bacillus.s__Bacillus_sp_JC63|UniRef90_K8EDZ7|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,318,6,0.0.0.0,18.867924528301888
gi|485455479|ref|NZ_JH600093.1|:170-508|1423|g__Bacillus.s__Bacillus_subtilis|UniRef90_L0CZD0|UniRef50_L0CZD0,root;k_Bacteria,339,4,0.0.0.0,11.799410029498524
gi|484008563|ref|NZ_KB894643.1|:211407-214958|376804|g__Bacteroides.s__Bacteroides_barnesiae|UniRef90_unknown|UniRef50_R7J412,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides helcogenes,3552,4,0.0.0.0,1.1261261261261262
gi|134301162|ref|NZ_AAVM02000005.1|:256035-256181|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZBN1|UniRef50_A5ZBN1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_Paludibacter;s_Paludibacter propionicigenes,147,2,0.0.0.0,13.60544217687075
gi|423216731|ref|NZ_JH724079.1|:c1127670-1127008|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_Q64WL7|UniRef50_Q64WL7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,663,1,0.0.0.0,1.5082956259426847
gi|423216731|ref|NZ_JH724079.1|:c1122005-1121382|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_D6D3M0|UniRef50_F5XD83,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,624,1,0.0.0.0,1.6025641025641026
gi|134302804|ref|NZ_AAVM02000012.1|:c42894-42664|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A7UXY7|UniRef50_D0TK99,root;k_Bacteria,231,1,0.0.0.0,4.329004329004329
gi|134302804|ref|NZ_AAVM02000012.1|:c42894-42664|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A7UXY7|UniRef50_D0TK99,root,231,2,0.0.0.0,8.658008658008658
gi|134302804|ref|NZ_AAVM02000012.1|:c42894-42664|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A7UXY7|UniRef50_D0TK99,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,231,1,0.0.0.0,4.329004329004329
gi|134302804|ref|NZ_AAVM02000012.1|:c42894-42664|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A7UXY7|UniRef50_D0TK99,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,231,1,0.0.0.0,4.329004329004329
gi|134301162|ref|NZ_AAVM02000005.1|:c255981-255748|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZI73|UniRef50_A5ZI73,root,234,84,0.0.0.0,358.97435897435895
gi|134301162|ref|NZ_AAVM02000005.1|:c255981-255748|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZI73|UniRef50_A5ZI73,root;k_Bacteria,234,64,0.0.0.0,273.5042735042735
gi|134301162|ref|NZ_AAVM02000005.1|:c255981-255748|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZI73|UniRef50_A5ZI73,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,234,125,0.0.0.0,534.1880341880342
gi|134301162|ref|NZ_AAVM02000005.1|:c255981-255748|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZI73|UniRef50_A5ZI73,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,234,59,0.0.0.0,252.13675213675214
gi|134301162|ref|NZ_AAVM02000005.1|:c255981-255748|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZI73|UniRef50_A5ZI73,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,234,76,0.0.0.0,324.78632478632477
gi|423216731|ref|NZ_JH724079.1|:c1118221-1117769|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_Q64WM9|UniRef50_R6DNZ4,root,453,3,0.0.0.0,6.622516556291391
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root,462,263,0.0.0.0,569.2640692640692
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,462,7,0.0.0.0,15.15151515151515
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,462,5,0.0.0.0,10.822510822510822
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_Bacteria,462,2,0.0.0.0,4.329004329004329
gi|423220136|ref|NZ_JH724080.1|:274883-276706|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,1,0.0.0.0,0.5482456140350876
gi|423216731|ref|NZ_JH724079.1|:c1126387-1123691|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_unknown|UniRef50_A6L0N6,root,2697,5,0.0.0.0,1.853911753800519
gi|423216731|ref|NZ_JH724079.1|:c1126387-1123691|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_unknown|UniRef50_A6L0N6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,2697,1,0.0.0.0,0.3707823507601038
gi|423221344|ref|NZ_JH724085.1|:1367365-1368603|246787|g__Bacteroides.s__Bacteroides_cellulosilyticus|UniRef90_D6D2Y2|UniRef50_Q64WK8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1239,2,0.0.0.0,1.6142050040355125
gi|223954455|ref|NZ_DS981451.1|:c981-523|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_V8CH43,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivalis,459,8,0.0.0.0,17.429193899782135
gi|223954461|ref|NZ_DS981457.1|:c79945-79727|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_G5SSI4|UniRef50_Q64WN2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,219,1,0.0.0.0,4.566210045662101
gi|223954461|ref|NZ_DS981457.1|:81053-81373|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_B3JMR2|UniRef50_B3JMR2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,321,1,0.0.0.0,3.115264797507788
gi|223954461|ref|NZ_DS981457.1|:81053-81373|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_B3JMR2|UniRef50_B3JMR2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,321,1,0.0.0.0,3.115264797507788
gi|223954455|ref|NZ_DS981451.1|:c548-153|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,396,5248,0.0.0.0,13252.525252525253
gi|223954455|ref|NZ_DS981451.1|:c548-153|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria,396,4,0.0.0.0,10.1010101010101
gi|223954455|ref|NZ_DS981451.1|:c548-153|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_unknown,root,396,2,0.0.0.0,5.05050505050505
gi|223954461|ref|NZ_DS981457.1|:69236-71749|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_A6L0N6,root,2514,5,0.0.0.0,1.9888623707239461
gi|423247421|ref|NZ_JH724140.1|:65910-67565|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_D4VKI7|UniRef50_R6D207,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1656,4,0.0.0.0,2.4154589371980677
gi|423247421|ref|NZ_JH724140.1|:41111-41725|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_D4VTI2|UniRef50_R6A853,root,615,1,0.0.0.0,1.6260162601626016
gi|423247421|ref|NZ_JH724140.1|:49696-51768|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_E1WS00|UniRef50_A6L370,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,2073,1,0.0.0.0,0.482392667631452
gi|423247421|ref|NZ_JH724140.1|:67562-67804|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I8VKH1|UniRef50_R6HJA2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,243,1,0.0.0.0,4.11522633744856
gi|423247225|ref|NZ_JH724139.1|:89360-89602|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I8VKH1|UniRef50_R6HJA2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,243,1,0.0.0.0,4.11522633744856
gi|345651601|ref|NZ_JH114322.1|:c209906-207597|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_unknown|UniRef50_W0ERJ6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,2310,1,2.7.13.3,0.4329004329004329
gi|319430452|ref|NZ_GL622546.1|:5434-7506|28111|g__Bacteroides.s__Bacteroides_eggerthii|UniRef90_E1WS00|UniRef50_A6L370,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,2073,1,0.0.0.0,0.482392667631452
gi|482849901|ref|NZ_AKBX01000005.1|:c422482-419966|28111|g__Bacteroides.s__Bacteroides_eggerthii|UniRef90_unknown|UniRef50_R5ALN9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,2517,1,0.0.0.0,0.3972983710766786
gi|378760298|ref|NZ_AGDG01000020.1|:c85913-84252|674529|g__Bacteroides.s__Bacteroides_faecis|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1662,1,0.0.0.0,0.601684717208183
gi|242353488|ref|NZ_GG688334.1|:50695-51204|338188|g__Bacteroides.s__Bacteroides_finegoldii|UniRef90_D6D3P1|UniRef50_R7NSJ1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,510,2,0.0.0.0,3.9215686274509802
gi|242353479|ref|NZ_GG688325.1|:c23674-23051|338188|g__Bacteroides.s__Bacteroides_finegoldii|UniRef90_D6D3M0|UniRef50_F5XD83,root,624,2,0.0.0.0,3.2051282051282053
gi|242353479|ref|NZ_GG688325.1|:14613-14777|338188|g__Bacteroides.s__Bacteroides_finegoldii|UniRef90_C9KY26|UniRef50_C9KY26,root,165,1,0.0.0.0,6.0606060606060606
gi|242353474|ref|NZ_GG688320.1|:121923-122300|338188|g__Bacteroides.s__Bacteroides_finegoldii|UniRef90_unknown|UniRef50_E1WQV8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,378,1,0.0.0.0,2.6455026455026456
gi|242353479|ref|NZ_GG688325.1|:c27861-25348|338188|g__Bacteroides.s__Bacteroides_finegoldii|UniRef90_unknown|UniRef50_A6L0N6,root,2514,1,0.0.0.0,0.3977724741447892
gi|242353479|ref|NZ_GG688325.1|:c21425-20490|338188|g__Bacteroides.s__Bacteroides_finegoldii|UniRef90_E1WRX6|UniRef50_R5FJB9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,936,1,0.0.0.0,1.0683760683760684
gi|329965733|ref|NZ_GL882604.1|:52625-54712|626930|g__Bacteroides.s__Bacteroides_fluxus|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,2088,1,5.99.1.2,0.4789272030651341
gi|375356399|ref|NC_016776.1|:2456162-2457985|817|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1824,60,0.0.0.0,32.89473684210526
gi|375356399|ref|NC_016776.1|:2456162-2457985|817|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,2,0.0.0.0,1.0964912280701753
