GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|262409781|ref|NZ_GG705192.1|:689-976|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A5ZLI2|UniRef50_A5ZLI2,unclassified,288,19034,0.0.0.0,66090.27777777778
gi|224515028|ref|NZ_DS547001.1|:c536-345|411484|g__Clostridium.s__Clostridium_sp_SS2_1|UniRef90_A5KRI2|UniRef50_S5CLP4,root;k_Bacteria,192,34,0.0.0.0,177.08333333333334
gi|410101288|ref|NZ_JH976474.1|:c552343-552119|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YC49|UniRef50_R6IA97,unclassified,225,38,0.0.0.0,168.88888888888889
gi|211596893|ref|NZ_DS264347.1|:80135-80413|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_A5KRI2|UniRef50_S5CLP4,root;k_Bacteria,279,47,0.0.0.0,168.45878136200716
gi|483984551|ref|NZ_KB892641.1|:c55836-55618|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003758A09|UniRef50_R6NFN7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,219,36,0.0.0.0,164.3835616438356
gi|522837947|ref|NZ_KE159513.1|:c1207390-1206647|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A5E7|UniRef50_R6CE01,unclassified,744,122,0.0.0.0,163.9784946236559
gi|421452814|ref|NZ_ALIF01000006.1|:436072-436263|1304|g__Streptococcus.s__Streptococcus_salivarius|UniRef90_unknown|UniRef50_B0TIG7,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,192,31,0.0.0.0,161.45833333333334
gi|265758149|ref|NZ_GG705247.1|:368-826|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_unknown|UniRef50_V8CH43,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivalis,459,74,0.0.0.0,161.22004357298474
gi|490137351|ref|NZ_KB822567.1|:c219145-215681|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZD63|UniRef50_N1ZD63,unclassified,3465,556,0.0.0.0,160.46176046176046
gi|134301162|ref|NZ_AAVM02000005.1|:c255981-255748|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZI73|UniRef50_A5ZI73,root,234,37,0.0.0.0,158.1196581196581
gi|422523969|ref|NZ_GL383282.1|:111-452|1747|g__Propionibacterium.s__Propionibacterium_acnes|UniRef90_E6DUK6|UniRef50_E6DUK6,unclassified,342,54,0.0.0.0,157.89473684210526
gi|490134789|ref|NZ_KB822565.1|:c870788-870675|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R5AM46|UniRef50_B1VAC4,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Staphylococcaceae;g_Staphylococcus,114,18,0.0.0.0,157.89473684210526
gi|224515023|ref|NZ_DS546999.1|:c165529-165263|411484|g__Clostridium.s__Clostridium_sp_SS2_1|UniRef90_B0NWR4|UniRef50_B0NX14,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,267,42,0.0.0.0,157.30337078651684
gi|522837947|ref|NZ_KE159513.1|:c283-1|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_S0GJR7|UniRef50_S0GJR7,unclassified,283,44,0.0.0.0,155.47703180212017
gi|223667574|ref|NZ_DS264394.1|:4801-5064|88431|g__Dorea.s__Dorea_longicatena|UniRef90_unknown|UniRef50_B0TIG5,unclassified,264,41,0.0.0.0,155.30303030303028
gi|498503065|ref|NZ_KB822571.1|:c1269800-1269456|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEH5|UniRef50_Q0BUN4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,345,53,0.0.0.0,153.62318840579712
gi|498503065|ref|NZ_KB822571.1|:c1671062-1670208|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AUL6|UniRef50_R6ZMN7,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium 22g15,855,129,0.0.0.0,150.87719298245614
gi|223667802|ref|NZ_DS480313.1|:915-1217|411489|g__Clostridium.s__Clostridium_sp_L2_50|UniRef90_A7VD49|UniRef50_Q57L44,unclassified,303,45,0.0.0.0,148.5148514851485
gi|223667760|ref|NZ_DS264580.1|:c47937-47749|28116|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_A7LYP6|UniRef50_A7LYP6,root;k_Bacteria,189,28,0.0.0.0,148.14814814814815
gi|295691862|ref|NC_014106.1|:c446440-446333|47770|g__Lactobacillus.s__Lactobacillus_crispatus|UniRef90_D4PZQ0|UniRef50_C7T763,unclassified,108,16,0.0.0.0,148.14814814814815
gi|410101288|ref|NZ_JH976474.1|:c233663-233373|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YE63|UniRef50_R6DFQ3,unclassified,291,43,0.0.0.0,147.766323024055
gi|357631984|ref|NZ_AFIE01000131.1|:1-367|1029823|g__Acinetobacter.s__Acinetobacter_sp_P8_3_8|UniRef90_UPI0002487685|UniRef50_UPI0002487685,unclassified,367,53,0.0.0.0,144.4141689373297
gi|82705502|ref|XM_721904.1||5861|g__Plasmodium.s__Plasmodium_yoelii|UniRef90_P11369|UniRef50_P11369,unclassified,1884,271,0.0.0.0,143.84288747346073
gi|265758149|ref|NZ_GG705247.1|:4095-4304|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_D1KAJ3|UniRef50_D1KAJ3,root,210,30,0.0.0.0,142.85714285714286
gi|490136654|ref|NZ_KB822566.1|:802946-803674|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZG73|UniRef50_N1ZG73,unclassified,729,104,0.0.0.0,142.66117969821673
gi|134301162|ref|NZ_AAVM02000005.1|:c255981-255748|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZI73|UniRef50_A5ZI73,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,234,33,0.0.0.0,141.02564102564102
gi|490138457|ref|NZ_KB822569.1|:c114161-112890|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z1T4|UniRef50_G3KIM4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,1272,176,0.0.0.0,138.36477987421384
gi|68069580|ref|XM_671610.1||5821|g__Plasmodium.s__Plasmodium_berghei|UniRef90_unknown|UniRef50_Q9QUJ6,unclassified,1116,154,0.0.0.0,137.99283154121864
gi|522837953|ref|NZ_KE159519.1|:755608-756540|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUH5|UniRef50_R5GDB8,unclassified,933,127,0.0.0.0,136.12004287245443
gi|223667570|ref|NZ_DS264390.1|:c889-728|88431|g__Dorea.s__Dorea_longicatena|UniRef90_A5Z2Z7|UniRef50_S6C3I4,root,162,22,0.0.0.0,135.80246913580245
gi|224514852|ref|NZ_DS483526.1|:249441-249743|33043|g__Coprococcus.s__Coprococcus_eutactus|UniRef90_A7VD49|UniRef50_Q57L44,unclassified,303,41,0.0.0.0,135.31353135313532
gi|498503065|ref|NZ_KB822571.1|:684879-685361|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZRS8|UniRef50_A6L881,unclassified,483,65,1.16.3.2,134.57556935817806
gi|498503065|ref|NZ_KB822571.1|:c2413603-2413025|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A3T3|UniRef50_Q9AGG3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,579,77,0.0.0.0,132.98791018998273
gi|483984668|ref|NZ_KB892655.1|:c6093-5857|33035|g__Blautia.s__Blautia_producta|UniRef90_R6RWB6|UniRef50_R6SGU4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,237,31,0.0.0.0,130.8016877637131
gi|522837947|ref|NZ_KE159513.1|:1811575-1811820|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZLQ3|UniRef50_I4AKB7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,246,32,0.0.0.0,130.08130081300814
gi|211596893|ref|NZ_DS264347.1|:77319-77549|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_A5Z2Z6|UniRef50_M1YD77,root,231,30,0.0.0.0,129.87012987012986
gi|498503065|ref|NZ_KB822571.1|:85156-86157|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q59199|UniRef50_P22513,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1002,130,1.2.1.12,129.74051896207584
gi|224021136|ref|NZ_DS499723.1|:31-405|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGJ9|UniRef50_C4FHJ6,root,375,48,0.0.0.0,128.0
gi|488629412|ref|NZ_KB851169.1|:c79-1|208479|g__Clostridium.s__Clostridium_bolteae|UniRef90_R0CI69|UniRef50_R0CI69,root,79,10,0.0.0.0,126.58227848101265
gi|498503065|ref|NZ_KB822571.1|:5872866-5873387|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZHP0|UniRef50_R6IPH6,unclassified,522,66,0.0.0.0,126.43678160919539
gi|410101288|ref|NZ_JH976474.1|:c859165-858983|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A4T9|UniRef50_K6A4T9,unclassified,183,23,0.0.0.0,125.68306010928961
gi|498503065|ref|NZ_KB822571.1|:5564626-5564808|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A4T9|UniRef50_K6A4T9,unclassified,183,23,0.0.0.0,125.68306010928961
gi|357044342|ref|NZ_JH376765.1|:1-144|470565|g__Prevotella.s__Prevotella_histicola|UniRef90_G6AI72|UniRef50_G6AI72,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,144,18,0.0.0.0,125.00000000000001
gi|522837953|ref|NZ_KE159519.1|:c1092553-1092038|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LI78|UniRef50_D9RT31,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,516,64,0.0.0.0,124.03100775193798
gi|223667734|ref|NZ_DS264554.1|:178885-179031|28116|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_A7LQH0|UniRef50_H6R3P7,root,147,18,0.0.0.0,122.44897959183675
gi|410101286|ref|NZ_JH976472.1|:c1164387-1163200|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LE88|UniRef50_O83217,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1188,145,0.0.0.0,122.05387205387206
gi|483984517|ref|NZ_KB892637.1|:c282064-281525|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036B3A1A|UniRef50_R5QI60,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,540,65,0.0.0.0,120.37037037037037
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,150,18,0.0.0.0,120.0
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root,150,18,0.0.0.0,120.0
gi|211596808|ref|NZ_DS264262.1|:3292-3495|39496|g__Eubacterium.s__Eubacterium_ventriosum|UniRef90_A5Z326|UniRef50_A5Z326,root,204,24,0.0.0.0,117.64705882352942
gi|223667804|ref|NZ_DS480315.1|:507-737|411489|g__Clostridium.s__Clostridium_sp_L2_50|UniRef90_A7VJ92|UniRef50_M1YD77,root,231,27,0.0.0.0,116.88311688311688
gi|522837954|ref|NZ_KE159520.1|:c123575-121968|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q5L7N5|UniRef50_Q8D1X9,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,1608,186,4.1.1.49,115.67164179104476
gi|410101288|ref|NZ_JH976474.1|:428927-429082|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z5P8|UniRef50_K5Z5P8,unclassified,156,18,0.0.0.0,115.38461538461539
gi|256402712|ref|NZ_GG698589.1|:c756813-756586|1322|g__Blautia.s__Blautia_hansenii|UniRef90_R6PKV1|UniRef50_R7AZS7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,228,26,0.0.0.0,114.03508771929825
gi|398394668|ref|XM_003850745.1||1047171|g__Zymoseptoria.s__Zymoseptoria_tritici|UniRef90_F9XGI7|UniRef50_K7E4C1,unclassified,342,39,0.0.0.0,114.03508771929823
gi|211596839|ref|NZ_DS264293.1|:c1850-1728|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A8ST13|UniRef50_C7T763,root;k_Bacteria,123,14,0.0.0.0,113.82113821138212
gi|498503065|ref|NZ_KB822571.1|:c3643578-3643306|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZUC5|UniRef50_G3F9E3,unclassified,273,31,0.0.0.0,113.55311355311355
gi|522837947|ref|NZ_KE159513.1|:c283-1|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_S0GJR7|UniRef50_S0GJR7,root,283,32,0.0.0.0,113.07420494699647
gi|211596838|ref|NZ_DS264292.1|:35-379|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYV6|UniRef50_G7ZHM8,root,345,39,0.0.0.0,113.04347826086958
gi|223667570|ref|NZ_DS264390.1|:691-921|88431|g__Dorea.s__Dorea_longicatena|UniRef90_A6BKY9|UniRef50_M1YD77,root,231,26,0.0.0.0,112.55411255411255
gi|410101288|ref|NZ_JH976474.1|:398661-398936|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WUS3|UniRef50_R5S652,unclassified,276,31,0.0.0.0,112.31884057971014
gi|522837953|ref|NZ_KE159519.1|:c436342-435086|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A1K8|UniRef50_A6L922,unclassified,1257,141,0.0.0.0,112.17183770883055
gi|544690094|ref|NZ_APWR01000038.1|:c471-43|1505|g__Peptostreptococcaceae_noname.s__Clostridium_sordellii|UniRef90_T0E9U2|UniRef50_T0E9U2,unclassified,429,47,0.0.0.0,109.55710955710956
gi|283767251|ref|NZ_GG730325.1|:121-312|411486|g__Clostridium.s__Clostridium_sp_M62_1|UniRef90_A5KRI2|UniRef50_S5CLP4,unclassified,192,21,0.0.0.0,109.375
gi|558684762|ref|NC_022878.1|:726761-726952|53346|g__Enterococcus.s__Enterococcus_mundtii|UniRef90_V5XSX7|UniRef50_V5XSX7,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus,192,21,0.0.0.0,109.375
gi|522837955|ref|NZ_KE159521.1|:c275183-272166|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z1A3|UniRef50_R9HEN1,unclassified,3018,330,0.0.0.0,109.34393638170975
gi|490138742|ref|NZ_KB822570.1|:c36113-36049|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z0C8|UniRef50_N1Z0C8,unclassified,65,7,0.0.0.0,107.6923076923077
gi|410101287|ref|NZ_JH976473.1|:419477-419950|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZGJ0|UniRef50_R5DNM7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,474,51,0.0.0.0,107.59493670886077
gi|498503065|ref|NZ_KB822571.1|:4688429-4688791|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YVR2|UniRef50_R5I6Y9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,363,39,0.0.0.0,107.43801652892563
gi|225001177|ref|NZ_DS990168.1|:c3468-3184|46228|g__Ruminococcus.s__Ruminococcus_lactaris|UniRef90_B5CLP5|UniRef50_H6R3P8,root,285,30,0.0.0.0,105.26315789473685
gi|224514740|ref|NZ_DS480694.1|:456015-456176|208479|g__Clostridium.s__Clostridium_bolteae|UniRef90_F7V2A7|UniRef50_S6C3I4,root,162,17,0.0.0.0,104.93827160493827
gi|522837953|ref|NZ_KE159519.1|:c8235-6661|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z9T8|UniRef50_R6Y850,unclassified,1575,165,3.4.21.107,104.76190476190476
gi|498503065|ref|NZ_KB822571.1|:5648958-5650094|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZGT5|UniRef50_R6XEZ9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1137,119,0.0.0.0,104.66138962181178
gi|211596853|ref|NZ_DS264307.1|:100518-100670|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZTV8|UniRef50_A5ZTV8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,153,16,0.0.0.0,104.57516339869281
gi|223667651|ref|NZ_DS264471.1|:3555-3719|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP8|UniRef50_A7AJP8,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,165,17,0.0.0.0,103.03030303030303
gi|483985125|ref|NZ_KB892702.1|:c87816-87571|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_C6LES2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,246,25,0.0.0.0,101.6260162601626
gi|522837954|ref|NZ_KE159520.1|:c1120188-1119760|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6ATV7|UniRef50_I3YI58,unclassified,429,43,0.0.0.0,100.23310023310023
gi|490138457|ref|NZ_KB822569.1|:c118363-117311|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z5G6|UniRef50_P52039,unclassified,1053,105,0.0.0.0,99.71509971509973
gi|224514852|ref|NZ_DS483526.1|:c248556-248326|33043|g__Coprococcus.s__Coprococcus_eutactus|UniRef90_A8ST13|UniRef50_C7T763,unclassified,231,23,0.0.0.0,99.56709956709956
gi|410101286|ref|NZ_JH976472.1|:1148707-1148877|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZIQ1|UniRef50_R7DS79,unclassified,171,17,0.0.0.0,99.41520467836257
gi|490137351|ref|NZ_KB822567.1|:c74701-74531|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZHY7|UniRef50_P00195,unclassified,171,17,0.0.0.0,99.41520467836257
gi|522837954|ref|NZ_KE159520.1|:c1179184-1178453|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DPL5|UniRef50_Q9AE24,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella denticola,732,72,0.0.0.0,98.36065573770492
gi|498503065|ref|NZ_KB822571.1|:c1131333-1130437|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZVM8|UniRef50_F3ZRK2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,897,88,0.0.0.0,98.10479375696767
gi|459924786|ref|NZ_CAPZ01000017.1|:4007-4312|1311|g__Streptococcus.s__Streptococcus_agalactiae|UniRef90_M1Y8K3|UniRef50_M1Y8K3,unclassified,306,30,0.0.0.0,98.03921568627452
gi|522837947|ref|NZ_KE159513.1|:741847-742983|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZGT5|UniRef50_R6XEZ9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1137,111,0.0.0.0,97.62532981530343
gi|483984922|ref|NZ_KB892682.1|:204973-205911|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NLL5|UniRef50_R6CG06,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,939,91,0.0.0.0,96.91160809371672
gi|256402825|ref|NZ_GG698715.1|:226546-226724|28137|g__Prevotella.s__Prevotella_veroralis|UniRef90_C9MRL3|UniRef50_C9MRL3,root;k_Bacteria,179,17,0.0.0.0,94.97206703910615
gi|498503065|ref|NZ_KB822571.1|:110295-110708|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZL16|UniRef50_K6AN77,unclassified,414,39,0.0.0.0,94.20289855072464
gi|211596885|ref|NZ_DS264339.1|:4513-4842|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZQM3|UniRef50_L0CZD0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,330,31,0.0.0.0,93.93939393939394
gi|498503065|ref|NZ_KB822571.1|:4476067-4477323|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A1K8|UniRef50_A6L922,unclassified,1257,118,0.0.0.0,93.87430389817025
gi|498503065|ref|NZ_KB822571.1|:5485789-5485959|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A9D5|UniRef50_E7MCA3,unclassified,171,16,0.0.0.0,93.56725146198829
gi|410101286|ref|NZ_JH976472.1|:c137746-137255|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q7MUY3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,492,46,0.0.0.0,93.4959349593496
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,unclassified,150,14,0.0.0.0,93.33333333333334
gi|223667802|ref|NZ_DS480313.1|:4852-5121|411489|g__Clostridium.s__Clostridium_sp_L2_50|UniRef90_A7VD51|UniRef50_B0NX14,root,270,25,0.0.0.0,92.59259259259258
gi|522837947|ref|NZ_KE159513.1|:c283-1|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_S0GJR7|UniRef50_S0GJR7,root;k_Bacteria,283,26,0.0.0.0,91.87279151943464
gi|522837956|ref|NZ_KE159522.1|:c107653-107327|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AA39|UniRef50_K6AA39,unclassified,327,30,0.0.0.0,91.74311926605505
gi|490136654|ref|NZ_KB822566.1|:800939-801418|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZFL7|UniRef50_N1ZFL7,unclassified,480,44,0.0.0.0,91.66666666666667
gi|211596885|ref|NZ_DS264339.1|:4513-4842|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZQM3|UniRef50_L0CZD0,root,330,30,0.0.0.0,90.9090909090909
gi|410101285|ref|NZ_JH976471.1|:c51024-50848|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z3K2|UniRef50_Q8K967,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,177,16,0.0.0.0,90.3954802259887
gi|498503065|ref|NZ_KB822571.1|:3660157-3663687|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,unclassified,3531,319,0.0.0.0,90.34267912772586
gi|146386240|ref|NZ_AAYG02000024.1|:c17782-17516|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_B5CLP5|UniRef50_H6R3P8,root,267,24,0.0.0.0,89.8876404494382
gi|522837960|ref|NZ_KE159526.1|:50280-50537|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEI2|UniRef50_B9K895,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,258,23,0.0.0.0,89.14728682170542
gi|224515028|ref|NZ_DS547001.1|:c536-345|411484|g__Clostridium.s__Clostridium_sp_SS2_1|UniRef90_A5KRI2|UniRef50_S5CLP4,root,192,17,0.0.0.0,88.54166666666667
gi|490150767|ref|NZ_KB822405.1|:c371708-370884|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_N1ZMQ2|UniRef50_N1ZMQ2,unclassified,825,73,0.0.0.0,88.48484848484848
gi|409167254|ref|NZ_AJKI01000039.1|:1-194|989|g__Marinilabilia.s__Marinilabilia_salmonicolor|UniRef90_UPI00029B0A81|UniRef50_UPI00029B0A81,root;k_Bacteria,194,17,0.0.0.0,87.62886597938144
gi|211596924|ref|NZ_DS264378.1|:c6613-6362|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_B5CLP5|UniRef50_H6R3P8,root,252,22,0.0.0.0,87.3015873015873
gi|224021136|ref|NZ_DS499723.1|:31-405|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGJ9|UniRef50_C4FHJ6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,375,32,0.0.0.0,85.33333333333333
gi|260665538|ref|NZ_GG704690.1|:c1858-1730|109790|g__Lactobacillus.s__Lactobacillus_jensenii|UniRef90_D0DQQ2|UniRef50_D0DQQ2,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,129,11,0.0.0.0,85.27131782945736
gi|490138457|ref|NZ_KB822569.1|:c112875-111754|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z5G2|UniRef50_G3KIM3,unclassified,1122,95,0.0.0.0,84.67023172905525
gi|483984626|ref|NZ_KB892651.1|:44042-44329|33035|g__Blautia.s__Blautia_producta|UniRef90_R6VJ66|UniRef50_Q97E91,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,288,24,0.0.0.0,83.33333333333334
