GeneID,Taxonomy,Length,Reads,EC#
gi|422320815|ref|NZ_GL636045.1|:c59016-58090|85698|g__Achromobacter.s__Achromobacter_xylosoxidans|UniRef90_E3HPD5|UniRef50_A7K0S1,root;k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfovibrio;s_Desulfovibrio vulgaris,927,1,0.0.0.0
gi|223955893|ref|NZ_DS990125.1|:c668-210|310297|g__Bacteroides.s__Bacteroides_plebeius|UniRef90_unknown|UniRef50_V8CH43,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivalis,459,1,0.0.0.0
gi|223955892|ref|NZ_DS990124.1|:c1022-576|310297|g__Bacteroides.s__Bacteroides_plebeius|UniRef90_B5CUP9|UniRef50_B0TIE7,root,447,3,0.0.0.0
gi|223955892|ref|NZ_DS990124.1|:c1022-576|310297|g__Bacteroides.s__Bacteroides_plebeius|UniRef90_B5CUP9|UniRef50_B0TIE7,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Legionellales;f_Legionellaceae,447,1,0.0.0.0
gi|545406410|ref|NZ_KE993116.1|:18086-18454|310300|g__Bacteroides.s__Bacteroides_pyogenes|UniRef90_D6D3N9|UniRef50_D6D3N9,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,369,1,0.0.0.0
gi|545406410|ref|NZ_KE993116.1|:c17887-16994|310300|g__Bacteroides.s__Bacteroides_pyogenes|UniRef90_D6D3P0|UniRef50_R6A6Q7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,894,1,0.0.0.0
gi|492707081|ref|NZ_KB905466.1|:532704-533855|291644|g__Bacteroides.s__Bacteroides_salyersiae|UniRef90_Q64WI5|UniRef50_Q64WI5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1152,1,0.0.0.0
gi|298388208|ref|NZ_GG774732.1|:107-1768|469585|g__Bacteroides.s__Bacteroides_sp_1_1_14|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1662,1,0.0.0.0
gi|265768566|ref|NZ_GG705218.1|:c1136-906|469587|g__Bacteroides.s__Bacteroides_sp_2_1_16|UniRef90_A7UXY7|UniRef50_D0TK99,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,231,3,0.0.0.0
gi|265768566|ref|NZ_GG705218.1|:c1136-906|469587|g__Bacteroides.s__Bacteroides_sp_2_1_16|UniRef90_A7UXY7|UniRef50_D0TK99,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,231,1,0.0.0.0
gi|265768566|ref|NZ_GG705218.1|:c1136-906|469587|g__Bacteroides.s__Bacteroides_sp_2_1_16|UniRef90_A7UXY7|UniRef50_D0TK99,root,231,3,0.0.0.0
gi|265768566|ref|NZ_GG705218.1|:c1136-906|469587|g__Bacteroides.s__Bacteroides_sp_2_1_16|UniRef90_A7UXY7|UniRef50_D0TK99,root;k_Bacteria,231,1,0.0.0.0
gi|265768566|ref|NZ_GG705218.1|:c2532-2254|469587|g__Bacteroides.s__Bacteroides_sp_2_1_16|UniRef90_E4W3C3|UniRef50_D1JX84,root,279,3,0.0.0.0
gi|262409781|ref|NZ_GG705192.1|:25-255|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A7UXY7|UniRef50_D0TK99,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,231,1,0.0.0.0
gi|262409781|ref|NZ_GG705192.1|:25-255|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A7UXY7|UniRef50_D0TK99,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,231,1,0.0.0.0
gi|262409781|ref|NZ_GG705192.1|:25-255|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A7UXY7|UniRef50_D0TK99,root,231,2,0.0.0.0
gi|262409781|ref|NZ_GG705192.1|:689-976|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A5ZLI2|UniRef50_A5ZLI2,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,288,11,0.0.0.0
gi|262409781|ref|NZ_GG705192.1|:689-976|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A5ZLI2|UniRef50_A5ZLI2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,288,2,0.0.0.0
gi|262409781|ref|NZ_GG705192.1|:689-976|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A5ZLI2|UniRef50_A5ZLI2,root;k_Bacteria,288,1,0.0.0.0
gi|262409781|ref|NZ_GG705192.1|:689-976|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A5ZLI2|UniRef50_A5ZLI2,root,288,1,0.0.0.0
gi|262409781|ref|NZ_GG705192.1|:689-976|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A5ZLI2|UniRef50_A5ZLI2,root;k_Bacteria;p_Cyanobacteria;c_;o_;f_;g_;s_uncultured cyanobacterium,288,1,0.0.0.0
gi|262382239|ref|NZ_GG705150.1|:135753-136352|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_unknown|UniRef50_A6LIE9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,600,1,0.0.0.0
gi|262383248|ref|NZ_GG705151.1|:c897248-896613|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_A6LEV9|UniRef50_R7JI23,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,636,1,0.0.0.0
gi|262380949|ref|NZ_GG705149.1|:c3993-3688|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_unknown|UniRef50_A6L8Y4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides,306,24,0.0.0.0
gi|262384219|ref|NZ_GG705152.1|:c7129-6842|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_A6L8X7|UniRef50_A6L8X7,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,288,449,0.0.0.0
gi|262384219|ref|NZ_GG705152.1|:c7129-6842|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_A6L8X7|UniRef50_A6L8X7,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,288,1,0.0.0.0
gi|262384936|ref|NZ_GG705172.1|:c417-76|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TKA0|UniRef50_D0TKA0,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,342,16,0.0.0.0
gi|262384936|ref|NZ_GG705172.1|:c417-76|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TKA0|UniRef50_D0TKA0,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,342,10,0.0.0.0
gi|262384936|ref|NZ_GG705172.1|:c417-76|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TKA0|UniRef50_D0TKA0,root,342,6,0.0.0.0
gi|262384936|ref|NZ_GG705172.1|:c417-76|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TKA0|UniRef50_D0TKA0,root;k_Bacteria,342,2,0.0.0.0
gi|262384936|ref|NZ_GG705172.1|:c417-76|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TKA0|UniRef50_D0TKA0,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured rumen bacterium,342,1,0.0.0.0
gi|262384916|ref|NZ_GG705162.1|:638-757|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TK89|UniRef50_D0TK89,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_;s_Flavobacteriaceae bacterium MAR_2010_188,120,1,0.0.0.0
gi|262384936|ref|NZ_GG705172.1|:15-245|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_W1I8G9|UniRef50_W1I8G9,root,231,914,0.0.0.0
gi|262384936|ref|NZ_GG705172.1|:15-245|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_W1I8G9|UniRef50_W1I8G9,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus nealsonii,231,9,0.0.0.0
gi|262384936|ref|NZ_GG705172.1|:15-245|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_W1I8G9|UniRef50_W1I8G9,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,231,12,0.0.0.0
gi|262384936|ref|NZ_GG705172.1|:15-245|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_W1I8G9|UniRef50_W1I8G9,root;k_Bacteria,231,4,0.0.0.0
gi|262384936|ref|NZ_GG705172.1|:15-245|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_W1I8G9|UniRef50_W1I8G9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp. CR-48,231,1,0.0.0.0
gi|262384936|ref|NZ_GG705172.1|:15-245|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_W1I8G9|UniRef50_W1I8G9,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,231,4,0.0.0.0
gi|262384916|ref|NZ_GG705162.1|:c1175-717|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria,459,3,0.0.0.0
gi|262384916|ref|NZ_GG705162.1|:c1175-717|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root,459,4,0.0.0.0
gi|262384916|ref|NZ_GG705162.1|:c1175-717|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium BD_contig03259,459,1,0.0.0.0
gi|224485445|ref|NZ_EQ973180.1|:c286900-286748|457388|g__Bacteroides.s__Bacteroides_sp_2_1_7|UniRef90_Q5LI34|UniRef50_Q5LI34,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,153,1,0.0.0.0
gi|224485449|ref|NZ_EQ973184.1|:c113415-112978|457388|g__Bacteroides.s__Bacteroides_sp_2_1_7|UniRef90_unknown|UniRef50_A6LIX7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides salanitronis,438,3,0.0.0.0
gi|224485440|ref|NZ_EQ973175.1|:1094933-1096039|457388|g__Bacteroides.s__Bacteroides_sp_2_1_7|UniRef90_K5ZV97|UniRef50_R7IYY0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1107,1,0.0.0.0
gi|224485605|ref|NZ_EQ973391.1|:c341-42|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_A6L277|UniRef50_A6L277,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,300,2,0.0.0.0
gi|224485601|ref|NZ_EQ973387.1|:583-2406|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,1,0.0.0.0
gi|298375721|ref|NZ_GG774761.1|:86971-87315|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6LEH5|UniRef50_Q0BUN4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,345,14,0.0.0.0
gi|298374875|ref|NZ_GG774760.1|:c56773-54941|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1833,20,0.0.0.0
gi|298374875|ref|NZ_GG774760.1|:c56773-54941|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1833,1,0.0.0.0
gi|298375721|ref|NZ_GG774761.1|:211485-215297|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,3813,1,2.7.7.6
gi|299144573|ref|NZ_GG774949.1|:2450190-2452703|457390|g__Bacteroides.s__Bacteroides_sp_3_1_23|UniRef90_unknown|UniRef50_A6L0N6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,2514,1,0.0.0.0
gi|265758149|ref|NZ_GG705247.1|:368-826|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_unknown|UniRef50_V8CH43,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivalis,459,74,0.0.0.0
gi|265758149|ref|NZ_GG705247.1|:368-826|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_unknown|UniRef50_V8CH43,root;k_Bacteria,459,3,0.0.0.0
gi|265758149|ref|NZ_GG705247.1|:368-826|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_unknown|UniRef50_V8CH43,root,459,1,0.0.0.0
gi|265758149|ref|NZ_GG705247.1|:4095-4304|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_D1KAJ3|UniRef50_D1KAJ3,root,210,30,0.0.0.0
gi|265758149|ref|NZ_GG705247.1|:4095-4304|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_D1KAJ3|UniRef50_D1KAJ3,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,210,1,0.0.0.0
gi|265758149|ref|NZ_GG705247.1|:4095-4304|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_D1KAJ3|UniRef50_D1KAJ3,root;k_Bacteria,210,5,0.0.0.0
gi|265758149|ref|NZ_GG705247.1|:4095-4304|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_D1KAJ3|UniRef50_D1KAJ3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_uncultured Bacteroides sp.,210,1,0.0.0.0
gi|265758149|ref|NZ_GG705247.1|:c4009-3620|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_D1KAJ2|UniRef50_A5ZLI4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,390,2,0.0.0.0
gi|319644659|ref|NZ_GL635653.1|:13706-14545|469593|g__Bacteroides.s__Bacteroides_sp_3_1_40A|UniRef90_D4VBG2|UniRef50_F4CB41,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,840,1,0.0.0.0
gi|345651619|ref|NZ_JH114362.1|:12924-13763|457394|g__Bacteroides.s__Bacteroides_sp_4_3_47FAA|UniRef90_D4VBG2|UniRef50_F4CB41,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,840,1,0.0.0.0
gi|29345410|ref|NC_004663.1|:2490471-2492132|818|g__Bacteroides.s__Bacteroides_thetaiotaomicron|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1662,1,0.0.0.0
gi|512436201|ref|NZ_KE159489.1|:36755-37759|820|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_F0R8Z3|UniRef50_T2N9I9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1005,1,0.0.0.0
gi|512436201|ref|NZ_KE159489.1|:c67700-67086|820|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_D4WG86|UniRef50_R6A853,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,615,1,0.0.0.0
gi|512436201|ref|NZ_KE159489.1|:26018-27673|820|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_D4VKI7|UniRef50_R6D207,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1656,5,0.0.0.0
gi|512436187|ref|NZ_KE159475.1|:142665-144320|821|g__Bacteroides.s__Bacteroides_vulgatus|UniRef90_D4VKI7|UniRef50_R6D207,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1656,7,0.0.0.0
gi|512436187|ref|NZ_KE159475.1|:147868-149691|821|g__Bacteroides.s__Bacteroides_vulgatus|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,1,0.0.0.0
gi|512436187|ref|NZ_KE159475.1|:c136911-134902|821|g__Bacteroides.s__Bacteroides_vulgatus|UniRef90_unknown|UniRef50_A5FFH5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,2010,1,0.0.0.0
gi|512436187|ref|NZ_KE159475.1|:124816-125985|821|g__Bacteroides.s__Bacteroides_vulgatus|UniRef90_R9IDV4|UniRef50_R9IDV4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,1170,1,0.0.0.0
gi|512436187|ref|NZ_KE159475.1|:124816-125985|821|g__Bacteroides.s__Bacteroides_vulgatus|UniRef90_R9IDV4|UniRef50_R9IDV4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1170,1,0.0.0.0
gi|294645517|ref|NZ_ADMP01000143.1|:371-517|371601|g__Bacteroides.s__Bacteroides_xylanisolvens|UniRef90_unknown|UniRef50_D4VKV2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_;g_Candidatus Azobacteroides;s_Candidatus Azobacteroides pseudotrichonymphae,147,4,0.0.0.0
gi|294645517|ref|NZ_ADMP01000143.1|:371-517|371601|g__Bacteroides.s__Bacteroides_xylanisolvens|UniRef90_unknown|UniRef50_D4VKV2,root;k_Bacteria,147,1,0.0.0.0
gi|294645517|ref|NZ_ADMP01000143.1|:371-517|371601|g__Bacteroides.s__Bacteroides_xylanisolvens|UniRef90_unknown|UniRef50_D4VKV2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,147,2,0.0.0.0
gi|294647135|ref|NZ_ADMP01000239.1|:c1793-138|371601|g__Bacteroides.s__Bacteroides_xylanisolvens|UniRef90_D4VKI7|UniRef50_R6D207,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1656,1,0.0.0.0
gi|479162165|ref|NC_021017.1|:5027033-5028262|371601|g__Bacteroides.s__Bacteroides_xylanisolvens|UniRef90_D6D2V9|UniRef50_G8UI78,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1230,1,0.0.0.0
gi|405321593|ref|NZ_JH815203.1|:c870-706|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0XPN6|UniRef50_K0XPN6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,165,11,0.0.0.0
gi|405321593|ref|NZ_JH815203.1|:c870-706|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0XPN6|UniRef50_K0XPN6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,165,1,0.0.0.0
gi|405322164|ref|NZ_JH815205.1|:720943-721653|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0WTB3|UniRef50_K0WTB3,root,711,19,0.0.0.0
gi|405322164|ref|NZ_JH815205.1|:720943-721653|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0WTB3|UniRef50_K0WTB3,root;k_Bacteria,711,5,0.0.0.0
gi|405322164|ref|NZ_JH815205.1|:720943-721653|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0WTB3|UniRef50_K0WTB3,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus subtilis,711,2,0.0.0.0
gi|405322164|ref|NZ_JH815205.1|:720943-721653|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0WTB3|UniRef50_K0WTB3,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,711,9105,0.0.0.0
gi|405322164|ref|NZ_JH815205.1|:720943-721653|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0WTB3|UniRef50_K0WTB3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_Paludibacter;s_Paludibacter propionicigenes,711,1,0.0.0.0
gi|405322164|ref|NZ_JH815205.1|:720943-721653|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0WTB3|UniRef50_K0WTB3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_;g_Candidatus Azobacteroides;s_Candidatus Azobacteroides pseudotrichonymphae,711,1,0.0.0.0
gi|405322024|ref|NZ_JH815204.1|:c324656-324336|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0XLS0|UniRef50_A6L6J3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,321,1,0.0.0.0
gi|223667616|ref|NZ_DS264436.1|:c1007-829|1680|g__Bifidobacterium.s__Bifidobacterium_adolescentis|UniRef90_A7A7D4|UniRef50_A7A7D4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,179,1,0.0.0.0
gi|269213352|ref|NZ_GG729830.1|:712-852|1685|g__Bifidobacterium.s__Bifidobacterium_breve|UniRef90_D4BL68|UniRef50_D4BL68,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,141,1,0.0.0.0
gi|549683697|ref|NC_022550.1|:c291974-291516|1316444|g__Blattabacterium.s__Blattabacterium_sp_Nauphoeta_cinerea|UniRef90_G7SQ06|UniRef50_G7SQ06,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Hymenobacteraceae;g_Hymenobacter;s_Hymenobacter sp. PAMC 26628,459,1,0.0.0.0
gi|549683697|ref|NC_022550.1|:c291974-291516|1316444|g__Blattabacterium.s__Blattabacterium_sp_Nauphoeta_cinerea|UniRef90_G7SQ06|UniRef50_G7SQ06,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Gramella,459,1,0.0.0.0
gi|256402712|ref|NZ_GG698589.1|:c756813-756586|1322|g__Blautia.s__Blautia_hansenii|UniRef90_R6PKV1|UniRef50_R7AZS7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,228,26,0.0.0.0
gi|256402714|ref|NZ_GG698591.1|:c222366-222226|1322|g__Blautia.s__Blautia_hansenii|UniRef90_R6LQD2|UniRef50_R5HN87,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,141,1,0.0.0.0
gi|256402713|ref|NZ_GG698590.1|:c60483-57997|1322|g__Blautia.s__Blautia_hansenii|UniRef90_unknown|UniRef50_I5ATV9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2487,1,5.99.1.3
gi|256402712|ref|NZ_GG698589.1|:713106-713891|1322|g__Blautia.s__Blautia_hansenii|UniRef90_R6S803|UniRef50_R5X4N7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,786,1,0.0.0.0
gi|256402712|ref|NZ_GG698589.1|:240578-241687|1322|g__Blautia.s__Blautia_hansenii|UniRef90_R6PFB6|UniRef50_P0C0G7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1110,1,0.0.0.0
gi|224486131|ref|NZ_GG657679.1|:330905-331558|53443|g__Blautia.s__Blautia_hydrogenotrophica|UniRef90_R5BY15|UniRef50_R6SBB4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,654,1,0.0.0.0
gi|224486132|ref|NZ_GG657680.1|:241613-242236|53443|g__Blautia.s__Blautia_hydrogenotrophica|UniRef90_R5C6C6|UniRef50_R5ELV4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,624,1,0.0.0.0
gi|224486132|ref|NZ_GG657680.1|:612282-613475|53443|g__Blautia.s__Blautia_hydrogenotrophica|UniRef90_D9QZS4|UniRef50_Q9TMM9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1194,1,0.0.0.0
