GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|311103224|ref|NC_014640.1|:c683893-680963|85698|g__Achromobacter.s__Achromobacter_xylosoxidans|UniRef90_unknown|UniRef50_R4WT31,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Alcaligenaceae;g_Achromobacter;s_Achromobacter xylosoxidans,2931,1,1.17.4.1,0.34118048447628796
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root,462,7,0.0.0.0,15.15151515151515
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,462,7,0.0.0.0,15.15151515151515
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_Bacteria,462,15388,0.0.0.0,33307.35930735931
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,462,2,0.0.0.0,4.329004329004329
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides sp.,462,1,0.0.0.0,2.1645021645021645
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Thermoanaerobacterales;f_Thermoanaerobacterales Family IV. Incertae Sedis;g_Mahella;s_Mahella australiensis,462,1,0.0.0.0,2.1645021645021645
gi|423220136|ref|NZ_JH724080.1|:274883-276706|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,7,0.0.0.0,3.837719298245614
gi|223954461|ref|NZ_DS981457.1|:68435-68557|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_A0A016EQF0|UniRef50_A0A016EQF0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,123,1,0.0.0.0,8.130081300813009
gi|223954461|ref|NZ_DS981457.1|:68435-68557|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_A0A016EQF0|UniRef50_A0A016EQF0,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,123,2,0.0.0.0,16.260162601626018
gi|223954455|ref|NZ_DS981451.1|:c548-153|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria,396,6,0.0.0.0,15.15151515151515
gi|223954455|ref|NZ_DS981451.1|:c548-153|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,396,6319,0.0.0.0,15957.070707070707
gi|223954455|ref|NZ_DS981451.1|:c548-153|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_unknown,root,396,1,0.0.0.0,2.525252525252525
gi|223954455|ref|NZ_DS981451.1|:c548-153|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,396,1,0.0.0.0,2.525252525252525
gi|423247421|ref|NZ_JH724140.1|:65910-67565|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_D4VKI7|UniRef50_R6D207,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1656,1,0.0.0.0,0.6038647342995169
gi|423242718|ref|NZ_JH724132.1|:c231333-231175|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I9RDY9|UniRef50_I9RDY9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,159,2,0.0.0.0,12.578616352201257
gi|423245752|ref|NZ_JH724135.1|:527538-528578|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I8VWJ9|UniRef50_I8VWJ9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1041,19,0.0.0.0,18.25168107588857
gi|423247421|ref|NZ_JH724140.1|:67562-67804|357276|g__Bacteroides.s__Bacteroides_dorei|UniRef90_I8VKH1|UniRef50_R6HJA2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,243,1,0.0.0.0,4.11522633744856
gi|242353479|ref|NZ_GG688325.1|:c28662-28540|338188|g__Bacteroides.s__Bacteroides_finegoldii|UniRef90_A0A016EQF0|UniRef50_A0A016EQF0,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,123,1,0.0.0.0,8.130081300813009
gi|375356399|ref|NC_016776.1|:2456162-2457985|817|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,2,0.0.0.0,1.0964912280701753
gi|423250526|ref|NZ_JH724174.1|:c765640-765483|817|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_I9GGP8|UniRef50_I9GGP8,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,158,1,0.0.0.0,6.329113924050633
gi|423266847|ref|NZ_JH724217.1|:c644534-644418|817|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_I9AUB9|UniRef50_I9AUB9,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,117,1,0.0.0.0,8.547008547008547
gi|224485492|ref|NZ_EQ973227.1|:381-779|817|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_UPI00015BEA70|UniRef50_G7SQ06,root,399,1,0.0.0.0,2.506265664160401
gi|375356399|ref|NC_016776.1|:c4927844-4926183|817|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1662,1,0.0.0.0,0.601684717208183
gi|423284502|ref|NZ_JH815493.1|:499342-500664|817|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_Q650D7|UniRef50_F0R4T0,root;k_Bacteria,1323,1,0.0.0.0,0.7558578987150416
gi|172085034|ref|NZ_ABJL02000006.1|:c438233-436911|329854|g__Bacteroides.s__Bacteroides_intestinalis|UniRef90_Q650D7|UniRef50_F0R4T0,root;k_Bacteria,1323,1,0.0.0.0,0.7558578987150416
gi|512436218|ref|NZ_KE159506.1|:1-1546|204516|g__Bacteroides.s__Bacteroides_massiliensis|UniRef90_Q64WK2|UniRef50_R5S2A9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1546,1,0.0.0.0,0.6468305304010349
gi|512436209|ref|NZ_KE159497.1|:c17875-16640|204516|g__Bacteroides.s__Bacteroides_massiliensis|UniRef90_K5ZYV1|UniRef50_K6ALX0,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,1236,1,0.0.0.0,0.8090614886731392
gi|397319972|ref|NZ_JH724314.1|:c1761532-1760531|291645|g__Bacteroides.s__Bacteroides_nordii|UniRef90_Q59199|UniRef50_P22513,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1002,1,1.2.1.12,0.998003992015968
gi|423293208|ref|NZ_JH724241.1|:569680-571503|28116|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1824,3,0.0.0.0,1.644736842105263
gi|223667760|ref|NZ_DS264580.1|:c48290-48036|28116|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_D0TLK8|UniRef50_D1JX84,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium,255,1,0.0.0.0,3.9215686274509802
gi|223667760|ref|NZ_DS264580.1|:c47937-47749|28116|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_A7LYP6|UniRef50_A7LYP6,root;k_Bacteria,189,3,0.0.0.0,15.873015873015873
gi|293369544|ref|NZ_ADMO01000031.1|:82944-83093|28116|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_A0A015NKD0|UniRef50_B3CCA5,root;k_Bacteria,150,1,0.0.0.0,6.666666666666667
gi|223667734|ref|NZ_DS264554.1|:178885-179031|28116|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_A7LQH0|UniRef50_H6R3P7,root;k_Bacteria,147,27,0.0.0.0,183.67346938775512
gi|223667734|ref|NZ_DS264554.1|:178885-179031|28116|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_A7LQH0|UniRef50_H6R3P7,root,147,11,0.0.0.0,74.82993197278913
gi|293373389|ref|NZ_ADMO01000140.1|:c113829-112780|28116|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_Q650E6|UniRef50_Q650E6,root,1050,1,0.0.0.0,0.9523809523809523
gi|423296664|ref|NZ_JH724243.1|:c193933-192617|28116|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_E1WRZ6|UniRef50_E1WRZ6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1317,1,0.0.0.0,0.7593014426727411
gi|293370939|ref|NZ_ADMO01000064.1|:38550-39779|28116|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_D6D2V9|UniRef50_G8UI78,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1230,2,0.0.0.0,1.6260162601626016
gi|223955892|ref|NZ_DS990124.1|:c1022-576|310297|g__Bacteroides.s__Bacteroides_plebeius|UniRef90_B5CUP9|UniRef50_B0TIE7,root,447,2,0.0.0.0,4.47427293064877
gi|223955892|ref|NZ_DS990124.1|:c1022-576|310297|g__Bacteroides.s__Bacteroides_plebeius|UniRef90_B5CUP9|UniRef50_B0TIE7,root;k_Bacteria,447,75,0.0.0.0,167.78523489932886
gi|223955892|ref|NZ_DS990124.1|:c1022-576|310297|g__Bacteroides.s__Bacteroides_plebeius|UniRef90_B5CUP9|UniRef50_B0TIE7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae,447,1,0.0.0.0,2.237136465324385
gi|492707081|ref|NZ_KB905466.1|:1026051-1027052|291644|g__Bacteroides.s__Bacteroides_salyersiae|UniRef90_Q59199|UniRef50_P22513,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1002,1,1.2.1.12,0.998003992015968
gi|298388208|ref|NZ_GG774732.1|:107-1768|469585|g__Bacteroides.s__Bacteroides_sp_1_1_14|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1662,1,0.0.0.0,0.601684717208183
gi|336407476|ref|NZ_GL945150.1|:c696-529|457387|g__Bacteroides.s__Bacteroides_sp_1_1_30|UniRef90_F7MCV5|UniRef50_F7MCV5,root,168,1,0.0.0.0,5.952380952380952
gi|384096980|ref|NZ_JH636035.1|:c450593-450379|469586|g__Bacteroides.s__Bacteroides_sp_1_1_6|UniRef90_D7INU4|UniRef50_C3FAV3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,215,1,0.0.0.0,4.651162790697675
gi|384096980|ref|NZ_JH636035.1|:427434-429257|469586|g__Bacteroides.s__Bacteroides_sp_1_1_6|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,1,0.0.0.0,0.5482456140350876
gi|265768566|ref|NZ_GG705218.1|:c1136-906|469587|g__Bacteroides.s__Bacteroides_sp_2_1_16|UniRef90_A7UXY7|UniRef50_D0TK99,root;k_Bacteria,231,1,0.0.0.0,4.329004329004329
gi|265768566|ref|NZ_GG705218.1|:c1136-906|469587|g__Bacteroides.s__Bacteroides_sp_2_1_16|UniRef90_A7UXY7|UniRef50_D0TK99,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,231,3,0.0.0.0,12.987012987012987
gi|265768566|ref|NZ_GG705218.1|:c1136-906|469587|g__Bacteroides.s__Bacteroides_sp_2_1_16|UniRef90_A7UXY7|UniRef50_D0TK99,root,231,1,0.0.0.0,4.329004329004329
gi|265768566|ref|NZ_GG705218.1|:c1136-906|469587|g__Bacteroides.s__Bacteroides_sp_2_1_16|UniRef90_A7UXY7|UniRef50_D0TK99,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,231,1,0.0.0.0,4.329004329004329
gi|265768566|ref|NZ_GG705218.1|:c4845-4447|469587|g__Bacteroides.s__Bacteroides_sp_2_1_16|UniRef90_UPI00015BEA70|UniRef50_G7SQ06,root,399,2,0.0.0.0,5.012531328320802
gi|262405036|ref|NZ_GG705173.1|:1113-1367|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D0TLK8|UniRef50_D1JX84,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium,255,1,0.0.0.0,3.9215686274509802
gi|262409781|ref|NZ_GG705192.1|:25-255|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A7UXY7|UniRef50_D0TK99,root,231,4,0.0.0.0,17.316017316017316
gi|262409781|ref|NZ_GG705192.1|:25-255|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A7UXY7|UniRef50_D0TK99,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,231,1,0.0.0.0,4.329004329004329
gi|262409781|ref|NZ_GG705192.1|:25-255|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A7UXY7|UniRef50_D0TK99,root;k_Bacteria,231,1,0.0.0.0,4.329004329004329
gi|262409781|ref|NZ_GG705192.1|:689-976|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A5ZLI2|UniRef50_A5ZLI2,root;k_Bacteria;p_Bacteroidetes;c_;o_;f_;g_;s_uncultured Bacteroidetes bacterium,288,17678,0.0.0.0,61381.94444444445
gi|262409781|ref|NZ_GG705192.1|:689-976|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A5ZLI2|UniRef50_A5ZLI2,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,288,3,0.0.0.0,10.416666666666668
gi|262409781|ref|NZ_GG705192.1|:689-976|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A5ZLI2|UniRef50_A5ZLI2,root;k_Bacteria;p_Actinobacteria;c_Acidimicrobiia;o_Acidimicrobiales;f_Acidimicrobiaceae;g_Ilumatobacter;s_Ilumatobacter coccineus,288,1,0.0.0.0,3.4722222222222223
gi|262409781|ref|NZ_GG705192.1|:689-976|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A5ZLI2|UniRef50_A5ZLI2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,288,2,0.0.0.0,6.944444444444445
gi|262409781|ref|NZ_GG705192.1|:689-976|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A5ZLI2|UniRef50_A5ZLI2,root,288,2,0.0.0.0,6.944444444444445
gi|262409781|ref|NZ_GG705192.1|:689-976|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A5ZLI2|UniRef50_A5ZLI2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Thermoanaerobacterales;f_Thermoanaerobacterales Family IV. Incertae Sedis;g_Mahella;s_Mahella australiensis,288,2,0.0.0.0,6.944444444444445
gi|262409785|ref|NZ_GG705193.1|:363-821|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_V8CH43,root,459,1,0.0.0.0,2.178649237472767
gi|262380949|ref|NZ_GG705149.1|:c705453-704827|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_Q64WL7|UniRef50_Q64WL7,root,627,1,0.0.0.0,1.594896331738437
gi|262380949|ref|NZ_GG705149.1|:c3993-3688|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_unknown|UniRef50_A6L8Y4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides,306,19,0.0.0.0,62.091503267973856
gi|262380949|ref|NZ_GG705149.1|:c3993-3688|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_unknown|UniRef50_A6L8Y4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae,306,4,0.0.0.0,13.071895424836601
gi|262380949|ref|NZ_GG705149.1|:c3993-3688|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_unknown|UniRef50_A6L8Y4,root;k_Bacteria,306,1,0.0.0.0,3.2679738562091503
gi|262384219|ref|NZ_GG705152.1|:c7129-6842|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_A6L8X7|UniRef50_A6L8X7,root,288,6,0.0.0.0,20.833333333333336
gi|262384219|ref|NZ_GG705152.1|:c7129-6842|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_A6L8X7|UniRef50_A6L8X7,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,288,17,0.0.0.0,59.027777777777786
gi|262384219|ref|NZ_GG705152.1|:c7129-6842|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_A6L8X7|UniRef50_A6L8X7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,288,3,0.0.0.0,10.416666666666668
gi|262384936|ref|NZ_GG705172.1|:c417-76|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TKA0|UniRef50_D0TKA0,root;k_Bacteria,342,9,0.0.0.0,26.31578947368421
gi|262384936|ref|NZ_GG705172.1|:c417-76|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TKA0|UniRef50_D0TKA0,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,342,28,0.0.0.0,81.87134502923976
gi|262384936|ref|NZ_GG705172.1|:c417-76|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TKA0|UniRef50_D0TKA0,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,342,3,0.0.0.0,8.771929824561402
gi|262384936|ref|NZ_GG705172.1|:c417-76|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TKA0|UniRef50_D0TKA0,root,342,8,0.0.0.0,23.391812865497073
gi|262384936|ref|NZ_GG705172.1|:c417-76|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TKA0|UniRef50_D0TKA0,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas;s_Pseudomonas sp. C-D-MA7,342,1,0.0.0.0,2.923976608187134
gi|262384916|ref|NZ_GG705162.1|:638-757|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TK89|UniRef50_D0TK89,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,120,1,0.0.0.0,8.333333333333334
gi|262384916|ref|NZ_GG705162.1|:638-757|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TK89|UniRef50_D0TK89,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivalis,120,1,0.0.0.0,8.333333333333334
gi|262384936|ref|NZ_GG705172.1|:15-245|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_W1I8G9|UniRef50_W1I8G9,root,231,623,0.0.0.0,2696.969696969697
gi|262384936|ref|NZ_GG705172.1|:15-245|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_W1I8G9|UniRef50_W1I8G9,root;k_Bacteria,231,4,0.0.0.0,17.316017316017316
gi|262384936|ref|NZ_GG705172.1|:15-245|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_W1I8G9|UniRef50_W1I8G9,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus nealsonii,231,1,0.0.0.0,4.329004329004329
gi|262384936|ref|NZ_GG705172.1|:15-245|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_W1I8G9|UniRef50_W1I8G9,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,231,4,0.0.0.0,17.316017316017316
gi|262384936|ref|NZ_GG705172.1|:15-245|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_W1I8G9|UniRef50_W1I8G9,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,231,10,0.0.0.0,43.290043290043286
gi|262384916|ref|NZ_GG705162.1|:c1175-717|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root,459,877,0.0.0.0,1910.6753812636164
gi|262384916|ref|NZ_GG705162.1|:c1175-717|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria,459,383,0.0.0.0,834.4226579520697
gi|262384916|ref|NZ_GG705162.1|:c1175-717|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella enoeca,459,188,0.0.0.0,409.58605664488016
gi|262384916|ref|NZ_GG705162.1|:c1175-717|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,459,55,0.0.0.0,119.82570806100217
gi|262384916|ref|NZ_GG705162.1|:c1175-717|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria;p_Bacteroidetes,459,1,0.0.0.0,2.178649237472767
gi|262384916|ref|NZ_GG705162.1|:c1175-717|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivalis,459,1,0.0.0.0,2.178649237472767
gi|262384916|ref|NZ_GG705162.1|:c1175-717|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,459,1,0.0.0.0,2.178649237472767
gi|262383248|ref|NZ_GG705151.1|:c573185-572742|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_A6LE85|UniRef50_B6YQ01,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,444,29,0.0.0.0,65.31531531531532
gi|262380949|ref|NZ_GG705149.1|:c704023-701510|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_unknown|UniRef50_A6L0N6,root,2514,1,0.0.0.0,0.3977724741447892
gi|336412492|ref|NZ_GL945043.1|:c1243883-1242882|665938|g__Bacteroides.s__Bacteroides_sp_2_1_56FAA|UniRef90_Q59199|UniRef50_P22513,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1002,1,1.2.1.12,0.998003992015968
gi|224485444|ref|NZ_EQ973179.1|:173696-174244|457388|g__Bacteroides.s__Bacteroides_sp_2_1_7|UniRef90_A6LCP4|UniRef50_A6L3Y9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,549,1,0.0.0.0,1.8214936247723132
gi|224485446|ref|NZ_EQ973181.1|:c7180-7013|457388|g__Bacteroides.s__Bacteroides_sp_2_1_7|UniRef90_UPI0001B4A0BA|UniRef50_UPI0001B4A0BA,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,168,5,0.0.0.0,29.76190476190476
gi|224485446|ref|NZ_EQ973181.1|:c7180-7013|457388|g__Bacteroides.s__Bacteroides_sp_2_1_7|UniRef90_UPI0001B4A0BA|UniRef50_UPI0001B4A0BA,root,168,5,0.0.0.0,29.76190476190476
gi|224485447|ref|NZ_EQ973182.1|:c68298-66991|457388|g__Bacteroides.s__Bacteroides_sp_2_1_7|UniRef90_R7J7A8|UniRef50_R6K688,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1308,1,0.0.0.0,0.764525993883792
gi|224485605|ref|NZ_EQ973391.1|:c341-42|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_A6L277|UniRef50_A6L277,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,300,7,0.0.0.0,23.333333333333336
gi|224485605|ref|NZ_EQ973391.1|:c341-42|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_A6L277|UniRef50_A6L277,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella intermedia,300,1,0.0.0.0,3.3333333333333335
