GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|505484991|ref|NZ_BANP01000021.1|:43192-44874|1268622|g__Acidovorax.s__Acidovorax_sp_MR_S7|UniRef90_B9MBD2|UniRef50_Q7W0K0,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Hydrogenophaga,1683,1,6.1.1.19,0.5941770647653001
gi|262384936|ref|NZ_GG705172.1|:c417-76|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TKA0|UniRef50_D0TKA0,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,342,15,0.0.0.0,43.859649122807014
gi|262384936|ref|NZ_GG705172.1|:c417-76|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TKA0|UniRef50_D0TKA0,root,342,18,0.0.0.0,52.63157894736842
gi|262384936|ref|NZ_GG705172.1|:c417-76|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TKA0|UniRef50_D0TKA0,root;k_Bacteria,342,3,0.0.0.0,8.771929824561402
gi|262384936|ref|NZ_GG705172.1|:c417-76|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TKA0|UniRef50_D0TKA0,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,342,3,0.0.0.0,8.771929824561402
gi|262384936|ref|NZ_GG705172.1|:c417-76|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TKA0|UniRef50_D0TKA0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_uncultured Alistipes sp.,342,1,0.0.0.0,2.923976608187134
gi|262384916|ref|NZ_GG705162.1|:638-757|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TK89|UniRef50_D0TK89,root;k_Bacteria,120,1,0.0.0.0,8.333333333333334
gi|262384916|ref|NZ_GG705162.1|:638-757|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TK89|UniRef50_D0TK89,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivalis,120,1,0.0.0.0,8.333333333333334
gi|262384936|ref|NZ_GG705172.1|:15-245|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_W1I8G9|UniRef50_W1I8G9,root,231,7,0.0.0.0,30.3030303030303
gi|262384936|ref|NZ_GG705172.1|:15-245|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_W1I8G9|UniRef50_W1I8G9,root;k_Bacteria,231,2,0.0.0.0,8.658008658008658
gi|262384936|ref|NZ_GG705172.1|:15-245|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_W1I8G9|UniRef50_W1I8G9,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,231,1,0.0.0.0,4.329004329004329
gi|262384916|ref|NZ_GG705162.1|:c1175-717|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,459,1,0.0.0.0,2.178649237472767
gi|262384916|ref|NZ_GG705162.1|:c1175-717|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root,459,3,0.0.0.0,6.5359477124183005
gi|262384916|ref|NZ_GG705162.1|:c1175-717|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria,459,1,0.0.0.0,2.178649237472767
gi|224485442|ref|NZ_EQ973177.1|:c733961-733344|457388|g__Bacteroides.s__Bacteroides_sp_2_1_7|UniRef90_A6LEJ1|UniRef50_A8LC56,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,618,1,0.0.0.0,1.6181229773462784
gi|224485605|ref|NZ_EQ973391.1|:c341-42|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_A6L277|UniRef50_A6L277,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,300,2,0.0.0.0,6.666666666666667
gi|224485601|ref|NZ_EQ973387.1|:583-2406|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1824,1,0.0.0.0,0.5482456140350876
gi|224485601|ref|NZ_EQ973387.1|:583-2406|469590|g__Bacteroides.s__Bacteroides_sp_2_2_4|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,2,0.0.0.0,1.0964912280701753
gi|298375721|ref|NZ_GG774761.1|:82310-82720|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_A6LEI6|UniRef50_A6GZ94,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,411,1,0.0.0.0,2.4330900243309004
gi|298374875|ref|NZ_GG774760.1|:c56773-54941|469592|g__Bacteroides.s__Bacteroides_sp_3_1_19|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1833,3,0.0.0.0,1.6366612111292962
gi|265758149|ref|NZ_GG705247.1|:368-826|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_unknown|UniRef50_V8CH43,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivalis,459,72,0.0.0.0,156.8627450980392
gi|265758149|ref|NZ_GG705247.1|:368-826|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_unknown|UniRef50_V8CH43,root;k_Bacteria,459,1,0.0.0.0,2.178649237472767
gi|265758149|ref|NZ_GG705247.1|:368-826|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_unknown|UniRef50_V8CH43,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,459,1,0.0.0.0,2.178649237472767
gi|265758149|ref|NZ_GG705247.1|:4095-4304|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_D1KAJ3|UniRef50_D1KAJ3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_uncultured Bacteroides sp.,210,1,0.0.0.0,4.761904761904762
gi|265758149|ref|NZ_GG705247.1|:4095-4304|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_D1KAJ3|UniRef50_D1KAJ3,root,210,20,0.0.0.0,95.23809523809524
gi|265758149|ref|NZ_GG705247.1|:4095-4304|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_D1KAJ3|UniRef50_D1KAJ3,root;k_Bacteria,210,2,0.0.0.0,9.523809523809524
gi|265758149|ref|NZ_GG705247.1|:4095-4304|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_D1KAJ3|UniRef50_D1KAJ3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides faecis,210,1,0.0.0.0,4.761904761904762
gi|265758149|ref|NZ_GG705247.1|:4095-4304|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_D1KAJ3|UniRef50_D1KAJ3,root;k_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Spirochaetales;f_;g_;s_Olavius algarvensis spirochete endosymbiont,210,1,0.0.0.0,4.761904761904762
gi|265758149|ref|NZ_GG705247.1|:4095-4304|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_D1KAJ3|UniRef50_D1KAJ3,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,210,3,0.0.0.0,14.285714285714286
gi|265758149|ref|NZ_GG705247.1|:3559-3789|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_A7UXY7|UniRef50_D0TK99,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,231,1,0.0.0.0,4.329004329004329
gi|265758149|ref|NZ_GG705247.1|:c4009-3620|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_D1KAJ2|UniRef50_A5ZLI4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_uncultured Parabacteroides sp.,390,1,0.0.0.0,2.564102564102564
gi|265758149|ref|NZ_GG705247.1|:c4009-3620|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_D1KAJ2|UniRef50_A5ZLI4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,390,6,0.0.0.0,15.384615384615383
gi|265758149|ref|NZ_GG705247.1|:c4009-3620|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_D1KAJ2|UniRef50_A5ZLI4,root,390,8,0.0.0.0,20.51282051282051
gi|265758149|ref|NZ_GG705247.1|:c4009-3620|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_D1KAJ2|UniRef50_A5ZLI4,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,390,2,0.0.0.0,5.128205128205128
gi|319430550|ref|NZ_GL622504.1|:241641-242405|457393|g__Bacteroides.s__Bacteroides_sp_4_1_36|UniRef90_E5VC41|UniRef50_R6T1E4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,765,1,0.0.0.0,1.3071895424836601
gi|488624884|ref|NZ_KB905489.1|:c114737-112914|1078089|g__Bacteroides.s__Bacteroides_sp_HPS0048|UniRef90_D7INU4|UniRef50_C3FAV3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,2,0.0.0.0,1.0964912280701753
gi|514974163|ref|NZ_KE340313.1|:c289691-288369|46506|g__Bacteroides.s__Bacteroides_stercoris|UniRef90_E1WRZ6|UniRef50_E1WRZ6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1323,1,0.0.0.0,0.7558578987150416
gi|29345410|ref|NC_004663.1|:c3243082-3241259|818|g__Bacteroides.s__Bacteroides_thetaiotaomicron|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,3,0.0.0.0,1.644736842105263
gi|223667797|ref|NZ_DS362247.1|:217127-217237|820|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_A7V2J3|UniRef50_A7V2J3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,111,1,0.0.0.0,9.00900900900901
gi|512436200|ref|NZ_KE159488.1|:159483-161306|820|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,2,0.0.0.0,1.0964912280701753
gi|223667795|ref|NZ_DS362245.1|:c126533-126384|820|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_A7V4G2|UniRef50_A7V4G2,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,150,102,0.0.0.0,680.0
gi|223667795|ref|NZ_DS362245.1|:c126533-126384|820|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_A7V4G2|UniRef50_A7V4G2,root;k_Bacteria,150,2,0.0.0.0,13.333333333333334
gi|223667795|ref|NZ_DS362245.1|:c126533-126384|820|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_A7V4G2|UniRef50_A7V4G2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_Paludibacter;s_Paludibacter propionicigenes,150,1,0.0.0.0,6.666666666666667
gi|223667795|ref|NZ_DS362245.1|:c126533-126384|820|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_A7V4G2|UniRef50_A7V4G2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Marinilabiliales;f_Salinivirgaceae;g_Salinivirga;s_Salinivirga cyanobacteriivorans,150,1,0.0.0.0,6.666666666666667
gi|223667795|ref|NZ_DS362245.1|:c126533-126384|820|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_A7V4G2|UniRef50_A7V4G2,root,150,1,0.0.0.0,6.666666666666667
gi|512436201|ref|NZ_KE159489.1|:26018-27673|820|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_D4VKI7|UniRef50_R6D207,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1656,2,0.0.0.0,1.2077294685990339
gi|512436187|ref|NZ_KE159475.1|:142665-144320|821|g__Bacteroides.s__Bacteroides_vulgatus|UniRef90_D4VKI7|UniRef50_R6D207,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1656,4,0.0.0.0,2.4154589371980677
gi|512436187|ref|NZ_KE159475.1|:147868-149691|821|g__Bacteroides.s__Bacteroides_vulgatus|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,2,0.0.0.0,1.0964912280701753
gi|294810826|ref|NZ_ADKP01000236.1|:c542-1|371601|g__Bacteroides.s__Bacteroides_xylanisolvens|UniRef90_W6NV80|UniRef50_W6NV80,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,542,1,0.0.0.0,1.8450184501845017
gi|294645517|ref|NZ_ADMP01000143.1|:371-517|371601|g__Bacteroides.s__Bacteroides_xylanisolvens|UniRef90_unknown|UniRef50_D4VKV2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_;g_Candidatus Azobacteroides;s_Candidatus Azobacteroides pseudotrichonymphae,147,1,0.0.0.0,6.802721088435375
gi|294645517|ref|NZ_ADMP01000143.1|:371-517|371601|g__Bacteroides.s__Bacteroides_xylanisolvens|UniRef90_unknown|UniRef50_D4VKV2,root;k_Bacteria,147,5,0.0.0.0,34.013605442176875
gi|405321593|ref|NZ_JH815203.1|:c870-706|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0XPN6|UniRef50_K0XPN6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,165,1,0.0.0.0,6.0606060606060606
gi|405321593|ref|NZ_JH815203.1|:c870-706|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0XPN6|UniRef50_K0XPN6,root,165,7,0.0.0.0,42.42424242424242
gi|405321593|ref|NZ_JH815203.1|:c870-706|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0XPN6|UniRef50_K0XPN6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,165,5,0.0.0.0,30.3030303030303
gi|405321593|ref|NZ_JH815203.1|:c870-706|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0XPN6|UniRef50_K0XPN6,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,165,1,0.0.0.0,6.0606060606060606
gi|405322164|ref|NZ_JH815205.1|:720943-721653|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0WTB3|UniRef50_K0WTB3,root;k_Bacteria,711,25,0.0.0.0,35.16174402250352
gi|405322164|ref|NZ_JH815205.1|:720943-721653|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0WTB3|UniRef50_K0WTB3,root,711,11,0.0.0.0,15.471167369901547
gi|405322164|ref|NZ_JH815205.1|:720943-721653|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0WTB3|UniRef50_K0WTB3,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,711,2,0.0.0.0,2.8129395218002813
gi|405322164|ref|NZ_JH815205.1|:720943-721653|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0WTB3|UniRef50_K0WTB3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae,711,1,0.0.0.0,1.4064697609001406
gi|549683697|ref|NC_022550.1|:c291974-291516|1316444|g__Blattabacterium.s__Blattabacterium_sp_Nauphoeta_cinerea|UniRef90_G7SQ06|UniRef50_G7SQ06,root;k_Bacteria;p_Chloroflexi;c_Ardenticatenia;o_Ardenticatenales;f_Ardenticatenaceae;g_Ardenticatena,459,1,0.0.0.0,2.178649237472767
gi|256402712|ref|NZ_GG698589.1|:718074-718601|1322|g__Blautia.s__Blautia_hansenii|UniRef90_R6RGR3|UniRef50_I1EUI1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,528,2,0.0.0.0,3.7878787878787876
gi|256402712|ref|NZ_GG698589.1|:c756813-756586|1322|g__Blautia.s__Blautia_hansenii|UniRef90_R6PKV1|UniRef50_R7AZS7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,228,7,0.0.0.0,30.70175438596491
gi|483984589|ref|NZ_KB892646.1|:8375-8971|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036EFF97|UniRef50_R5TQM9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,597,2,0.0.0.0,3.3500837520938025
gi|483984529|ref|NZ_KB892638.1|:c217976-217380|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037CF694|UniRef50_R5FHY7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,597,1,0.0.0.0,1.6750418760469012
gi|483984803|ref|NZ_KB892671.1|:c186060-185461|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035D50A0|UniRef50_R6V8W7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,600,1,0.0.0.0,1.6666666666666667
gi|483984922|ref|NZ_KB892682.1|:211141-211701|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035F6D33|UniRef50_R6R4B5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,561,2,0.0.0.0,3.5650623885918
gi|483984615|ref|NZ_KB892649.1|:281438-282007|33035|g__Blautia.s__Blautia_producta|UniRef90_R6V891|UniRef50_C7NCT6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,570,3,2.3.1.222,5.2631578947368425
gi|483985043|ref|NZ_KB892693.1|:267625-268260|33035|g__Blautia.s__Blautia_producta|UniRef90_R6V3X8|UniRef50_Q4AAE0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,636,1,0.0.0.0,1.572327044025157
gi|483984922|ref|NZ_KB892682.1|:211769-212398|33035|g__Blautia.s__Blautia_producta|UniRef90_R5BY15|UniRef50_R6SBB4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,630,1,0.0.0.0,1.5873015873015872
gi|483984922|ref|NZ_KB892682.1|:210246-210893|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000363B96C|UniRef50_R5WTD3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,648,2,0.0.0.0,3.0864197530864197
gi|483985136|ref|NZ_KB892703.1|:c120794-120147|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036C9283|UniRef50_R5SNC3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,648,2,0.0.0.0,3.0864197530864197
gi|483984541|ref|NZ_KB892639.1|:c41261-40620|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037858AB|UniRef50_R7R7T3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,642,3,0.0.0.0,4.672897196261682
gi|483984517|ref|NZ_KB892637.1|:c88106-87495|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003755545|UniRef50_D4KHJ3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,612,1,0.0.0.0,1.6339869281045751
gi|483984529|ref|NZ_KB892638.1|:c218654-218052|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036F44FF|UniRef50_R5TQM9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,603,3,0.0.0.0,4.975124378109453
gi|483985125|ref|NZ_KB892702.1|:61309-61923|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036B6747|UniRef50_R7BKX1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,615,1,0.0.0.0,1.6260162601626016
gi|483984545|ref|NZ_KB892640.1|:c83907-83287|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000475AAE1|UniRef50_R7JY96,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,621,2,0.0.0.0,3.2206119162640903
gi|483985136|ref|NZ_KB892703.1|:c224377-223895|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000366C6FE|UniRef50_R6RD15,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,483,1,0.0.0.0,2.070393374741201
gi|483984714|ref|NZ_KB892660.1|:c252062-251574|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000366B670|UniRef50_I4D5E3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,489,1,0.0.0.0,2.044989775051125
gi|483984714|ref|NZ_KB892660.1|:c65124-64645|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037EBA5E|UniRef50_D4LHV3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,480,1,0.0.0.0,2.0833333333333335
gi|483984714|ref|NZ_KB892660.1|:113822-114301|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000379CC83|UniRef50_D4LHV3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,480,5,0.0.0.0,10.416666666666668
gi|483984517|ref|NZ_KB892637.1|:c57681-57199|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036EE26D|UniRef50_G4KR30,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,483,2,0.0.0.0,4.140786749482402
gi|483985125|ref|NZ_KB892702.1|:74275-74727|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NA69|UniRef50_R5AHB1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,453,1,0.0.0.0,2.2075055187637966
gi|483984678|ref|NZ_KB892656.1|:c31055-30603|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003667271|UniRef50_C5VQH0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,453,1,0.0.0.0,2.2075055187637966
gi|483984722|ref|NZ_KB892661.1|:9036-9485|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037E5B55|UniRef50_R5I4T8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,450,1,0.0.0.0,2.2222222222222223
gi|483984668|ref|NZ_KB892655.1|:47156-47626|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R6SL10,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,471,2,0.0.0.0,4.246284501061571
gi|483984545|ref|NZ_KB892640.1|:c57304-56768|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000366B871|UniRef50_F7KE46,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,537,1,0.0.0.0,1.8621973929236497
gi|483984678|ref|NZ_KB892656.1|:c26994-26458|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5R4I3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,537,1,0.0.0.0,1.8621973929236497
gi|483985043|ref|NZ_KB892693.1|:274666-275205|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NIX0|UniRef50_Q8R7W9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,540,2,0.0.0.0,3.7037037037037033
gi|483984517|ref|NZ_KB892637.1|:c282064-281525|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036B3A1A|UniRef50_R5QI60,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,540,5,0.0.0.0,9.25925925925926
gi|483985043|ref|NZ_KB892693.1|:273208-273747|33035|g__Blautia.s__Blautia_producta|UniRef90_R7CPX4|UniRef50_Q4JT81,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,540,1,0.0.0.0,1.8518518518518516
