GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|550260673|ref|NZ_KI440779.1|:146983-147156|1099853|g__Coprobacter.s__Coprobacter_fastidiosus|UniRef90_U5CR87|UniRef50_U5CR87,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides,174,7532,0.0.0.0,43287.356321839085
gi|224104202|ref|NZ_DS499552.1|:c3948-3739|261299|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii|UniRef90_B0A7F1|UniRef50_A7BNW4,root,210,55,0.0.0.0,261.9047619047619
gi|421452814|ref|NZ_ALIF01000006.1|:436072-436263|1304|g__Streptococcus.s__Streptococcus_salivarius|UniRef90_unknown|UniRef50_B0TIG7,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,192,50,0.0.0.0,260.4166666666667
gi|256842685|ref|NZ_GG698751.1|:c1063-605|563193|g__Parabacteroides.s__Parabacteroides_sp_D13|UniRef90_UPI000156FA79|UniRef50_G7SQ06,unclassified,459,119,0.0.0.0,259.25925925925924
gi|256402712|ref|NZ_GG698589.1|:c756813-756586|1322|g__Blautia.s__Blautia_hansenii|UniRef90_R6PKV1|UniRef50_R7AZS7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,228,59,0.0.0.0,258.77192982456137
gi|483984922|ref|NZ_KB892682.1|:261416-261592|33035|g__Blautia.s__Blautia_producta|UniRef90_D4LGV2|UniRef50_D4LGV2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,177,45,0.0.0.0,254.23728813559325
gi|153883178|ref|NZ_ABDQ01000010.1|:c97412-97131|1491|g__Clostridium.s__Clostridium_botulinum|UniRef90_B1BC32|UniRef50_B1BC32,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,282,71,0.0.0.0,251.7730496453901
gi|262384916|ref|NZ_GG705162.1|:c1175-717|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,459,113,0.0.0.0,246.18736383442265
gi|479176048|ref|NC_021022.1|:c3228946-3228650|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_D4LUC2|UniRef50_D4LUC2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,297,71,0.0.0.0,239.05723905723906
gi|224514849|ref|NZ_DS483523.1|:c251181-251038|33043|g__Coprococcus.s__Coprococcus_eutactus|UniRef90_A8ST08|UniRef50_A8ST08,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,144,34,0.0.0.0,236.11111111111114
gi|490134789|ref|NZ_KB822565.1|:299640-300161|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZNB2|UniRef50_N1ZNB2,unclassified,522,122,0.0.0.0,233.71647509578543
gi|224021136|ref|NZ_DS499723.1|:31-405|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGJ9|UniRef50_C4FHJ6,root,375,87,0.0.0.0,232.0
gi|211596896|ref|NZ_DS264350.1|:1-160|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_A5KR91|UniRef50_A5KR91,root,160,36,0.0.0.0,225.0
gi|68061420|ref|XM_667618.1||5821|g__Plasmodium.s__Plasmodium_berghei|UniRef90_Q4YKQ0|UniRef50_Q4YKQ0,unclassified,99,22,0.0.0.0,222.2222222222222
gi|490134789|ref|NZ_KB822565.1|:c627672-626923|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZM68|UniRef50_C7N794,unclassified,750,163,0.0.0.0,217.33333333333334
gi|490136654|ref|NZ_KB822566.1|:120178-121293|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJF3|UniRef50_R7IMM2,unclassified,1116,240,2.7.7.27,215.0537634408602
gi|490136654|ref|NZ_KB822566.1|:c378112-377765|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZAQ7|UniRef50_R5A8Q9,unclassified,348,74,0.0.0.0,212.64367816091956
gi|211596837|ref|NZ_DS264291.1|:c2270-2076|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYU0|UniRef50_B3D9T0,unclassified,195,41,0.0.0.0,210.25641025641025
gi|490138457|ref|NZ_KB822569.1|:c114161-112890|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z1T4|UniRef50_G3KIM4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,1272,267,0.0.0.0,209.9056603773585
gi|498503065|ref|NZ_KB822571.1|:2487112-2488236|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2AXY0|UniRef50_N2AXY0,unclassified,1125,235,0.0.0.0,208.88888888888889
gi|490134789|ref|NZ_KB822565.1|:c626921-626370|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDM7|UniRef50_C9XIP0,unclassified,552,115,0.0.0.0,208.33333333333331
gi|544869999|ref|NZ_AUPA01000173.1|:1-126|1354301|g__Clostridium.s__Clostridium_sp_BL8|UniRef90_T0NDG4|UniRef50_T0NDG4,unclassified,126,26,0.0.0.0,206.34920634920636
gi|164654872|ref|XM_001728526.1||76773|g__Malassezia.s__Malassezia_globosa|UniRef90_A8QET4|UniRef50_S8EMS5,unclassified,288,59,0.0.0.0,204.86111111111111
gi|224515034|ref|NZ_DS547007.1|:27-311|411484|g__Clostridium.s__Clostridium_sp_SS2_1|UniRef90_B0NX14|UniRef50_B0NX14,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,285,58,0.0.0.0,203.50877192982458
gi|255961476|ref|NC_010337.2|:2345488-2345982|35701|g__Heliobacterium.s__Heliobacterium_modesticaldum|UniRef90_B0TIG6|UniRef50_A0A023KWQ1,unclassified,495,99,0.0.0.0,200.0
gi|223955892|ref|NZ_DS990124.1|:c1022-576|310297|g__Bacteroides.s__Bacteroides_plebeius|UniRef90_B5CUP9|UniRef50_B0TIE7,root;k_Bacteria,447,87,0.0.0.0,194.63087248322148
gi|298527632|ref|NZ_CM000953.1|:1604311-1604460|109790|g__Lactobacillus.s__Lactobacillus_jensenii|UniRef90_D6S6C8|UniRef50_D6S6C8,root;k_Bacteria,150,29,0.0.0.0,193.33333333333334
gi|224514740|ref|NZ_DS480694.1|:c452636-452373|208479|g__Clostridium.s__Clostridium_bolteae|UniRef90_A8RZB5|UniRef50_M1Y8K3,root,264,51,0.0.0.0,193.18181818181816
gi|331640197|ref|NZ_GL890554.1|:106037-106264|658083|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_6_1_63FAA|UniRef90_R6PKV1|UniRef50_R7AZS7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,228,44,0.0.0.0,192.98245614035088
gi|522837960|ref|NZ_KE159526.1|:c15037-14792|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AAY4|UniRef50_K6AAY4,unclassified,246,47,0.0.0.0,191.0569105691057
gi|522837947|ref|NZ_KE159513.1|:c283-1|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_S0GJR7|UniRef50_S0GJR7,root;k_Bacteria;p_Bacteroidetes;c_Chitinophagia;o_Chitinophagales;f_Chitinophagaceae;g_Chitinophaga;s_Chitinophaga pinensis,283,54,0.0.0.0,190.81272084805656
gi|68059549|ref|XM_666672.1||5821|g__Plasmodium.s__Plasmodium_berghei|UniRef90_Q4YMQ6|UniRef50_Q4YMQ6,unclassified,264,50,0.0.0.0,189.39393939393938
gi|498503065|ref|NZ_KB822571.1|:4659611-4659811|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Y2E2|UniRef50_R7J562,unclassified,201,37,0.0.0.0,184.07960199004975
gi|483984551|ref|NZ_KB892641.1|:c55836-55618|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003758A09|UniRef50_R6NFN7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,219,40,0.0.0.0,182.64840182648402
gi|498503065|ref|NZ_KB822571.1|:4688429-4688791|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YVR2|UniRef50_R5I6Y9,unclassified,363,66,0.0.0.0,181.8181818181818
gi|520952696|ref|NZ_KE360438.1|:318-428|83554|g__Chlamydia.s__Chlamydia_psittaci|UniRef90_S7J6Y6|UniRef50_S6IFP5,root;k_Bacteria;p_Chlamydiae;c_Chlamydiia;o_Chlamydiales;f_Chlamydiaceae;g_Chlamydia;s_Chlamydia sp. 2742-308,111,20,0.0.0.0,180.18018018018017
gi|498503065|ref|NZ_KB822571.1|:c538682-538017|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2BGZ1|UniRef50_N2BGZ1,unclassified,666,120,0.0.0.0,180.18018018018017
gi|294934493|ref|XM_002781067.1||31276|g__Perkinsus.s__Perkinsus_marinus|UniRef90_C5KRI5|UniRef50_K1Q8Y0,unclassified,207,37,0.0.0.0,178.743961352657
gi|224515023|ref|NZ_DS546999.1|:c165529-165263|411484|g__Clostridium.s__Clostridium_sp_SS2_1|UniRef90_B0NWR4|UniRef50_B0NX14,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,267,47,0.0.0.0,176.02996254681648
gi|224515028|ref|NZ_DS547001.1|:c536-345|411484|g__Clostridium.s__Clostridium_sp_SS2_1|UniRef90_A5KRI2|UniRef50_S5CLP4,root;k_Bacteria,192,33,0.0.0.0,171.875
gi|498503065|ref|NZ_KB822571.1|:1307876-1308121|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AAY4|UniRef50_K6AAY4,unclassified,246,42,0.0.0.0,170.7317073170732
gi|519790642|gb|ATNB01000076.1|:171-217|83554|g__Chlamydia.s__Chlamydia_psittaci|UniRef90_L8HMG2|UniRef50_L8HMG2,unclassified,47,8,0.0.0.0,170.2127659574468
gi|421452814|ref|NZ_ALIF01000006.1|:436550-436744|1304|g__Streptococcus.s__Streptococcus_salivarius|UniRef90_J7TUV6|UniRef50_C7T763,unclassified,195,33,0.0.0.0,169.23076923076923
gi|224021136|ref|NZ_DS499723.1|:31-405|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGJ9|UniRef50_C4FHJ6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,375,63,0.0.0.0,168.0
gi|405322164|ref|NZ_JH815205.1|:720943-721653|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0WTB3|UniRef50_K0WTB3,root;k_Bacteria,711,119,0.0.0.0,167.36990154711674
gi|490136654|ref|NZ_KB822566.1|:183567-185279|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJP8|UniRef50_N1ZDH6,unclassified,1713,283,0.0.0.0,165.20723876240513
gi|146386241|ref|NZ_AAYG02000025.1|:881-1111|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_A7B5X1|UniRef50_C7T763,unclassified,231,38,0.0.0.0,164.5021645021645
gi|522837955|ref|NZ_KE159521.1|:c246135-245302|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2BCN4|UniRef50_K5ZNF1,unclassified,834,137,0.0.0.0,164.2685851318945
gi|260665538|ref|NZ_GG704690.1|:c1858-1730|109790|g__Lactobacillus.s__Lactobacillus_jensenii|UniRef90_D0DQQ2|UniRef50_D0DQQ2,unclassified,129,21,0.0.0.0,162.7906976744186
gi|68060753|ref|XM_667276.1||5821|g__Plasmodium.s__Plasmodium_berghei|UniRef90_Q4YEH0|UniRef50_Q4YEH0,unclassified,225,36,0.0.0.0,160.0
gi|490134789|ref|NZ_KB822565.1|:c770192-769596|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMV5|UniRef50_N1ZMV5,unclassified,597,95,0.0.0.0,159.1289782244556
gi|224010945|ref|XM_002294394.1||35128|g__Thalassiosira.s__Thalassiosira_pseudonana|UniRef90_B8CEF3|UniRef50_G4UHZ3,unclassified,210,33,0.0.0.0,157.14285714285714
gi|490137351|ref|NZ_KB822567.1|:68001-68486|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDV3|UniRef50_C0QXA8,unclassified,486,76,0.0.0.0,156.37860082304528
gi|498503065|ref|NZ_KB822571.1|:c6818434-6817499|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZLD1|UniRef50_A6LDL3,unclassified,936,146,0.0.0.0,155.98290598290598
gi|224514740|ref|NZ_DS480694.1|:c452636-452373|208479|g__Clostridium.s__Clostridium_bolteae|UniRef90_A8RZB5|UniRef50_M1Y8K3,unclassified,264,41,0.0.0.0,155.30303030303028
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root,150,23,0.0.0.0,153.33333333333334
gi|405322164|ref|NZ_JH815205.1|:720943-721653|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0WTB3|UniRef50_K0WTB3,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,711,109,0.0.0.0,153.30520393811534
gi|223955892|ref|NZ_DS990124.1|:c1022-576|310297|g__Bacteroides.s__Bacteroides_plebeius|UniRef90_B5CUP9|UniRef50_B0TIE7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella forsythia,447,68,0.0.0.0,152.12527964205816
gi|498503065|ref|NZ_KB822571.1|:c4376667-4376185|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZF52|UniRef50_A6L881,unclassified,483,73,1.16.3.2,151.13871635610766
gi|197920155|ref|NZ_AARX02000019.1|:c1267-1061|1639|g__Listeria.s__Listeria_monocytogenes|UniRef90_D4PZQ0|UniRef50_C7T763,unclassified,207,31,0.0.0.0,149.7584541062802
gi|498503065|ref|NZ_KB822571.1|:c2891948-2891448|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A2W8|UniRef50_Q8A5H8,unclassified,501,75,0.0.0.0,149.7005988023952
gi|262384219|ref|NZ_GG705152.1|:c7129-6842|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_A6L8X7|UniRef50_A6L8X7,root,288,43,0.0.0.0,149.30555555555557
gi|262384936|ref|NZ_GG705172.1|:c417-76|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TKA0|UniRef50_D0TKA0,unclassified,342,51,0.0.0.0,149.12280701754383
gi|242366448|ref|NZ_GG693238.1|:117-257|1624|g__Lactobacillus.s__Lactobacillus_salivarius|UniRef90_C2EJM5|UniRef50_J7SHX6,root,141,21,0.0.0.0,148.93617021276597
gi|223667651|ref|NZ_DS264471.1|:c1220-1113|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7ACD2|UniRef50_G6AJF3,unclassified,108,16,0.0.0.0,148.14814814814815
gi|549683697|ref|NC_022550.1|:c291974-291516|1316444|g__Blattabacterium.s__Blattabacterium_sp_Nauphoeta_cinerea|UniRef90_G7SQ06|UniRef50_G7SQ06,unclassified,459,68,0.0.0.0,148.14814814814815
gi|410101287|ref|NZ_JH976473.1|:420606-421040|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WQ56|UniRef50_F4KNP0,unclassified,435,64,0.0.0.0,147.1264367816092
gi|405322164|ref|NZ_JH815205.1|:720943-721653|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0WTB3|UniRef50_K0WTB3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae,711,104,0.0.0.0,146.27285513361463
gi|224515056|ref|NZ_DS547029.1|:c240-100|411484|g__Clostridium.s__Clostridium_sp_SS2_1|UniRef90_B0P4F9|UniRef50_B0P4F9,root;k_Bacteria,141,20,0.0.0.0,141.84397163120568
gi|223667765|ref|NZ_DS264585.1|:1771-2040|1660|g__Actinomyces.s__Actinomyces_odontolyticus|UniRef90_A7B8Q3|UniRef50_Q57L44,unclassified,270,38,0.0.0.0,140.74074074074073
gi|490137351|ref|NZ_KB822567.1|:c219145-215681|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZD63|UniRef50_N1ZD63,unclassified,3465,482,0.0.0.0,139.1053391053391
gi|256842687|ref|NZ_GG698752.1|:686-865|563193|g__Parabacteroides.s__Parabacteroides_sp_D13|UniRef90_C7XG97|UniRef50_C7XG97,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Leadbetterella;s_Leadbetterella byssophila,180,25,0.0.0.0,138.88888888888889
gi|225009951|ref|NZ_ABVW01000001.1|:37070-37540|487797|g__Flavobacteriia_noname.s__Flavobacteria_bacterium_MS024_3C|UniRef90_UPI00019660E0|UniRef50_G7SQ06,unclassified,471,65,0.0.0.0,138.00424628450108
gi|498503065|ref|NZ_KB822571.1|:3842749-3842931|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZGK4|UniRef50_R6WSF2,unclassified,183,25,0.0.0.0,136.6120218579235
gi|498503065|ref|NZ_KB822571.1|:4157803-4158300|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YMQ5|UniRef50_R6WTS2,unclassified,498,68,0.0.0.0,136.54618473895582
gi|490138457|ref|NZ_KB822569.1|:c112875-111754|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z5G2|UniRef50_G3KIM3,unclassified,1122,153,0.0.0.0,136.36363636363635
gi|424726514|ref|NZ_JH805058.1|:c495-304|1351|g__Enterococcus.s__Enterococcus_faecalis|UniRef90_V5XSX7|UniRef50_V5XSX7,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus,192,26,0.0.0.0,135.41666666666666
gi|498503065|ref|NZ_KB822571.1|:c519087-518074|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Y7X3|UniRef50_R7HQJ8,unclassified,1014,137,0.0.0.0,135.10848126232742
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,150,20,0.0.0.0,133.33333333333334
gi|410101289|ref|NZ_JH976475.1|:160998-162014|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z222|UniRef50_D7IXU4,unclassified,1017,135,0.0.0.0,132.7433628318584
gi|490137911|ref|NZ_KB822568.1|:c111089-110109|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z2I5|UniRef50_E1R9D6,unclassified,981,130,0.0.0.0,132.51783893985728
gi|295691862|ref|NC_014106.1|:c446440-446333|47770|g__Lactobacillus.s__Lactobacillus_crispatus|UniRef90_D4PZQ0|UniRef50_C7T763,unclassified,108,14,0.0.0.0,129.62962962962962
gi|146386186|ref|NZ_AAXG02000037.1|:c312-58|106588|g__Pseudoflavonifractor.s__Pseudoflavonifractor_capillosus|UniRef90_A6P1V0|UniRef50_A6P1V0,unclassified,255,33,0.0.0.0,129.41176470588235
gi|211596839|ref|NZ_DS264293.1|:c2400-2254|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYU6|UniRef50_A5ZYU6,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,147,19,0.0.0.0,129.2517006802721
gi|254479132|ref|NZ_DS999099.1|:c967-749|911092|g__Caldanaerobacter.s__Caldanaerobacter_subterraneus|UniRef90_B7R8V4|UniRef50_C3WU75,unclassified,219,28,0.0.0.0,127.85388127853881
gi|522837953|ref|NZ_KE159519.1|:1057091-1057828|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6X5K9|UniRef50_E4TQQ9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,738,93,0.0.0.0,126.01626016260163
gi|483985125|ref|NZ_KB892702.1|:c87816-87571|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_C6LES2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,246,31,0.0.0.0,126.01626016260163
gi|262384936|ref|NZ_GG705172.1|:15-245|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_W1I8G9|UniRef50_W1I8G9,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,231,29,0.0.0.0,125.54112554112554
gi|522837956|ref|NZ_KE159522.1|:281254-282042|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZBK6|UniRef50_K5ZBK6,unclassified,789,99,0.0.0.0,125.47528517110266
gi|410101286|ref|NZ_JH976472.1|:c1092170-1090869|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AMZ7|UniRef50_R7EVE7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1302,163,0.0.0.0,125.19201228878647
gi|283767251|ref|NZ_GG730325.1|:121-312|411486|g__Clostridium.s__Clostridium_sp_M62_1|UniRef90_A5KRI2|UniRef50_S5CLP4,unclassified,192,24,0.0.0.0,125.0
gi|498503065|ref|NZ_KB822571.1|:3183927-3184715|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZBK6|UniRef50_K5ZBK6,unclassified,789,98,0.0.0.0,124.20785804816222
gi|522837947|ref|NZ_KE159513.1|:37949-39517|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2ASE1|UniRef50_N2ASE1,unclassified,1569,194,0.0.0.0,123.64563416188656
gi|490137911|ref|NZ_KB822568.1|:c191120-190950|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZFR3|UniRef50_N1ZFR3,unclassified,171,21,0.0.0.0,122.80701754385964
gi|490137351|ref|NZ_KB822567.1|:c105452-104103|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z3G2|UniRef50_B2RKJ1,unclassified,1350,165,0.0.0.0,122.22222222222221
gi|211596893|ref|NZ_DS264347.1|:80135-80413|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_A5KRI2|UniRef50_S5CLP4,root;k_Bacteria,279,34,0.0.0.0,121.86379928315411
gi|223958636|ref|NZ_DS999513.1|:2075-2275|469598|g__Escherichia.s__Escherichia_sp_3_2_53FAA|UniRef90_C1HUN6|UniRef50_C1HUN6,unclassified,201,24,0.0.0.0,119.40298507462686
gi|410101289|ref|NZ_JH976475.1|:313302-314315|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y7X3|UniRef50_R7HQJ8,unclassified,1014,121,0.0.0.0,119.3293885601578
gi|520952459|ref|NZ_KE360417.1|:c168-1|83554|g__Chlamydia.s__Chlamydia_psittaci|UniRef90_S7JBM8|UniRef50_S7JBM8,root;k_Bacteria;p_Chlamydiae;c_Chlamydiia;o_Chlamydiales;f_Chlamydiaceae;g_Chlamydia;s_Chlamydia sp. 2742-308,168,20,0.0.0.0,119.04761904761904
gi|223667802|ref|NZ_DS480313.1|:915-1217|411489|g__Clostridium.s__Clostridium_sp_L2_50|UniRef90_A7VD49|UniRef50_Q57L44,root;k_Bacteria,303,36,0.0.0.0,118.81188118811882
gi|498503065|ref|NZ_KB822571.1|:c539537-538704|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2BCN4|UniRef50_K5ZNF1,unclassified,834,98,0.0.0.0,117.50599520383693
gi|410101285|ref|NZ_JH976471.1|:587301-587531|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YXU8|UniRef50_R6JIJ7,unclassified,231,27,0.0.0.0,116.88311688311688
gi|223667734|ref|NZ_DS264554.1|:178885-179031|28116|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_A7LQH0|UniRef50_H6R3P7,root;k_Bacteria,147,17,0.0.0.0,115.64625850340137
gi|522837953|ref|NZ_KE159519.1|:c1074088-1073906|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZGK4|UniRef50_R6WSF2,unclassified,183,21,0.0.0.0,114.75409836065575
gi|498503065|ref|NZ_KB822571.1|:c4076950-4076855|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YMX3|UniRef50_K5YMX3,unclassified,96,11,0.0.0.0,114.58333333333333
gi|224514740|ref|NZ_DS480694.1|:c452636-452373|208479|g__Clostridium.s__Clostridium_bolteae|UniRef90_A8RZB5|UniRef50_M1Y8K3,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,264,30,0.0.0.0,113.63636363636363
gi|498503065|ref|NZ_KB822571.1|:c1671062-1670208|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AUL6|UniRef50_R6ZMN7,unclassified,855,97,0.0.0.0,113.45029239766082
gi|545621692|ref|NZ_KI271354.1|:1-126|1227267|g__Leptotrichia.s__Leptotrichia_sp_oral_taxon_879|UniRef90_U2PLB6|UniRef50_U2PLB6,unclassified,126,14,0.0.0.0,111.11111111111111
gi|211596814|ref|NZ_DS264268.1|:c71310-71113|39496|g__Eubacterium.s__Eubacterium_ventriosum|UniRef90_A5Z319|UniRef50_A5Z319,unclassified,198,22,0.0.0.0,111.1111111111111
gi|225011364|ref|NZ_ABVV01000001.1|:c492873-492403|487796|g__Flavobacteriia_noname.s__Flavobacteria_bacterium_MS024_2A|UniRef90_UPI00019656B7|UniRef50_G7SQ06,unclassified,471,51,0.0.0.0,108.28025477707007
gi|423335498|ref|NZ_FR854364.1|:404-553|1598|g__Lactobacillus.s__Lactobacillus_reuteri|UniRef90_unknown|UniRef50_D5GZ90,unclassified,150,16,0.0.0.0,106.66666666666667
gi|188505576|ref|NZ_CAAX01000693.1|:c209-69|28901|g__Salmonella.s__Salmonella_enterica|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,141,15,0.0.0.0,106.38297872340426
gi|490134789|ref|NZ_KB822565.1|:c747526-747329|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMT4|UniRef50_H5XV78,unclassified,198,21,0.0.0.0,106.06060606060606
gi|211596839|ref|NZ_DS264293.1|:c1850-1728|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A8ST13|UniRef50_C7T763,root;k_Bacteria,123,13,0.0.0.0,105.6910569105691
